"pid","location","totval","bedrooms","bathrooms","halfbaths"
5306,"167 OLD FOXON RD #A-37",145700,2,1,1
5307,"167 OLD FOXON RD #B-38",132500,2,1,1
5308,"167 OLD FOXON RD #B-39",136700,2,1,1
5309,"167 OLD FOXON RD #A-40",146500,2,1,1
5310,"167 OLD FOXON RD #A-41",145700,2,1,1
5311,"167 OLD FOXON RD #B-42",132500,2,1,1
5312,"167 OLD FOXON RD #B-43",132500,2,1,1
5313,"167 OLD FOXON RD #A-44",145700,2,1,1
5314,"167 OLD FOXON RD #A-45",149900,2,1,1
5315,"167 OLD FOXON RD #B-46",132500,2,1,1
5316,"167 OLD FOXON RD #B-47",132500,2,1,1
5317,"167 OLD FOXON RD #A-48",149900,2,1,1
5318,"167 OLD FOXON RD #A-49",149900,2,1,1
5319,"167 OLD FOXON RD #A-50",145700,2,1,1
5320,"167 OLD FOXON RD #B-51",132500,2,1,1
5321,"167 OLD FOXON RD #A-52",145700,2,1,1
5322,"FOXON BLVD",609700,NA,NA,NA
5323,"471 FOXON BLVD",889800,0,0,NA
5324,"451 FOXON BLVD",763100,0,0,NA
5325,NA,NA,NA,NA,NA
5326,NA,NA,NA,NA,NA
5327,"87 FOXON ST",2166800,0,0,NA
5328,"447 EASTERN ST",535100,24,10,6
5329,"437 EASTERN ST",515400,24,8,8
5330,"EASTERN ST",44600,NA,NA,NA
5331,"425 EASTERN ST",1090100,48,16,0
5332,"401 EASTERN ST",152300,2,1,1
5333,"EASTERN ST",2200,NA,NA,NA
5334,"EASTERN ST",1800,NA,NA,NA
5335,"407 EASTERN ST",130300,3,1,0
5336,"403 EASTERN ST",125300,2,1,0
5337,"399 EASTERN ST",120600,2,1,1
5338,NA,NA,NA,NA,NA
5339,"339 EASTERN ST",5650000,NA,NA,NA
5340,"321 EASTERN ST",2e+07,0,0,NA
5341,"301 EASTERN ST",1.6e+07,0,0,NA
5342,"11 ESSEX ST",212800,3,1,1
5343,"17 ESSEX ST",92700,3,2,0
5344,"21 ESSEX ST",115700,3,1,0
5345,"27 ESSEX ST",108800,4,2,0
5346,"31 ESSEX ST",121100,2,1,3
5347,"ESSEX ST",68600,NA,NA,NA
5348,"ESSEX ST",50500,NA,NA,NA
5349,"97 ESSEX ST",41400,NA,NA,NA
5350,"ESSEX ST",39200,NA,NA,NA
5351,"101 ESSEX ST",42500,NA,NA,NA
5352,"109 ESSEX ST",146400,2,2,0
5353,"1081 QUINNIPIAC AV",71300,NA,NA,NA
5354,"420 EASTERN ST",4750000,0,0,NA
5355,"394 EASTERN ST",3900,NA,NA,NA
5356,"400 EASTERN ST",96600,1,1,0
5357,"390 EASTERN ST",288000,0,0,NA
5358,"385 EASTERN ST",47000,NA,NA,NA
5359,"1111 QUINNIPIAC AV",130700,3,1,0
5360,"1121 QUINNIPIAC AV",110800,2,1,0
5361,"1129 QUINNIPIAC AV",151600,6,3,0
5362,"1139 QUINNIPIAC AV",196900,3,1,1
5363,"1143 QUINNIPIAC AV",160700,3,1,1
5364,"1149 QUINNIPIAC AV",137000,4,2,0
5365,"1159 QUINNIPIAC AV",191300,5,2,0
5366,"1163 QUINNIPIAC AV",173300,6,3,0
5367,"1173 QUINNIPIAC AV",296400,8,5,0
5368,"1175 QUINNIPIAC AV",157700,5,4,0
5369,"1183 QUINNIPIAC AV",132500,4,2,0
5370,"1187 QUINNIPIAC AV",230300,5,3,0
5371,"15 FOXON ST",139600,5,2,0
5372,"21 FOXON ST",205400,3,1,0
5373,"29 FOXON ST",174100,3,1,1
5374,"31 FOXON ST",156300,6,2,0
5375,"35 FOXON ST",141300,4,2,0
5376,"41 FOXON ST",141000,6,2,0
5377,"45 FOXON ST",125700,3,1,0
5378,"47 FOXON ST",41400,NA,NA,NA
5379,"114 ESSEX ST",141800,3,1,0
5380,"106 ESSEX ST",123300,3,1,0
5381,"102 ESSEX ST",130300,4,2,0
5382,"96 ESSEX ST",154400,3,1,1
5383,"90 ESSEX ST",120800,2,1,0
5384,"84 ESSEX ST",141300,3,1,0
5385,"80 ESSEX ST",128200,4,2,0
5386,"70 ESSEX ST",186900,3,2,1
5387,"1211 QUINNIPIAC AV",216500,5,3,2
5388,"1215 QUINNIPIAC AV",453000,0,0,NA
5389,"355 FOXON BLVD",732300,0,0,NA
5390,"375 FOXON BLVD",983700,0,0,NA
5391,"399 FOXON BLVD",303500,0,0,NA
5392,"405 FOXON BLVD",412500,0,0,NA
5393,"70 FOXON ST",205300,0,0,NA
5394,"60 FOXON ST",121300,3,1,0
5395,"FOXON ST",2800,NA,NA,NA
5396,"54 FOXON ST",133400,3,1,0
5397,"46 FOXON ST",126400,3,1,0
5398,"42 FOXON ST",169000,8,3,0
5399,"38 FOXON ST",156300,6,2,0
5400,"36 FOXON ST",187000,3,2,1
5401,"28 FOXON ST",348400,6,3,2
5402,"1040 QUINNIPIAC AV",222200,0,0,NA
5403,"QUINNIPIAC AV",8600,NA,NA,NA
5404,"1172 QUINNIPIAC AV",288500,4,1,1
5405,"QUINNIPIAC AV",16200,NA,NA,NA
5406,"1162 QUINNIPIAC AV",176000,6,2,0
5407,"1154 QUINNIPIAC AV",6000,NA,NA,NA
5408,"1154 QUINNIPIAC AV",207000,3,1,0
5409,"1146 QUINNIPIAC AV",212600,6,3,0
5410,"1134 QUINNIPIAC AV",2494400,0,0,NA
5411,"QUINNIPIAC AV",4200,NA,NA,NA
5412,"1120 QUINNIPIAC AV",152500,2,1,0
5413,"1118 QUINNIPIAC AV",5300,NA,NA,NA
5414,"1116 QUINNIPIAC AV",157200,6,2,0
5415,"QUINNIPIAC AV",97300,NA,NA,NA
5416,"1096 QUINNIPIAC AV",222200,0,0,NA
5417,"1100 QUINNIPIAC AV",343700,0,0,NA
5418,"MIDDLETOWN AV",7500,NA,NA,NA
5419,"QUINNIPIAC AV",15100,NA,NA,NA
5420,"QUINNIPIAC AV",16200,NA,NA,NA
5421,"QUINNIPIAC AV",55700,NA,NA,NA
5422,"QUINNIPIAC AV",48600,NA,NA,NA
5423,"QUINNIPIAC AV",1400,NA,NA,NA
5424,"QUINNIPIAC AV",31400,NA,NA,NA
5425,"QUINNIPIAC AV",16200,NA,NA,NA
5426,"QUINNIPIAC AV",67600,NA,NA,NA
5427,"QUINNIPIAC AV",6800,NA,NA,NA
5428,"115 FOXON BLVD",14012300,0,0,NA
5429,"125 FOXON BLVD",1524000,0,0,NA
5430,"225 FOXON BLVD",1164200,0,0,NA
5431,"315 FOXON BLVD",18346500,0,0,NA
5432,"1228 QUINNIPIAC AV",1129400,NA,NA,NA
5433,"1212 QUINNIPIAC AV",474300,7,3,NA
5434,"1200 QUINNIPIAC AV",157200,3,1,0
5435,"1190 QUINNIPIAC AV",286700,5,3,2
5436,"294 FOXON BLVD",911800,0,0,NA
5437,"270 FOXON BLVD",1900000,0,0,NA
5438,"201 BARNES AV",169200,3,2,0
5439,"203 BARNES AV",160400,2,2,0
5440,"205 BARNES AV",138900,2,1,0
5441,"211 BARNES AV",47300,NA,NA,NA
5442,"211 BARNES AV #1",55200,2,1,0
5443,"213 BARNES AV #2",55200,2,1,0
5444,"215 BARNES AV #3",55200,2,1,0
5445,"217 BARNES AV #4",59600,2,1,0
5446,"219 BARNES AV #5",55200,2,1,0
5447,"221 BARNES AV #6",55200,2,1,0
5448,"223 BARNES AV #7",55200,2,1,0
5449,"225 BARNES AV #8",55200,2,1,0
5450,"227 BARNES AV #9",55200,2,1,0
5451,"229 BARNES AV #10",55200,2,1,0
5452,"231 BARNES AV #11",55200,2,1,0
5453,"233 BARNES AV #12",55200,2,1,0
5454,"235 BARNES AV #13",55200,2,1,0
5455,"237 BARNES AV #14",55200,2,1,0
5456,"239 BARNES AV #15",55200,2,1,0
5457,"241 BARNES AV #16",55200,2,1,0
5458,"243 BARNES AV #17",55200,2,1,0
5459,"245 BARNES AV #18",55200,2,1,0
5460,"247 BARNES AV #19",55200,2,1,0
5461,"249 BARNES AV #20",55200,2,1,0
5462,"251 BARNES AV #21",55200,2,1,0
5463,"253 BARNES AV #22",55200,2,1,0
5464,"255 BARNES AV #23",55200,2,1,0
5465,"257 BARNES AV #24",64100,2,1,0
5466,"1268 QUINNIPIAC AV",143500,5,3,0
5467,"1262 QUINNIPIAC AV",152100,6,2,0
5468,"1260 QUINNIPIAC AV",658000,0,0,NA
5469,"320 FOXON BLVD",509700,NA,0,NA
5470,"350 FOXON BLVD",819800,0,0,NA
5471,"1263 QUINNIPIAC AV",69800,4,2,0
5472,"1267 QUINNIPIAC AV",159800,3,1,0
5473,"1275 QUINNIPIAC AV",1126200,0,0,NA
5474,"1299 QUINNIPIAC AV",124100,3,1,0
5475,"1305 QUINNIPIAC AV",146900,4,2,0
5476,"1311 QUINNIPIAC AV",86200,1,1,0
5477,"1317 QUINNIPIAC AV",141400,3,1,0
5478,"1323 QUINNIPIAC AV",134000,3,1,0
5479,"1333 QUINNIPIAC AV",130900,2,1,0
5480,"1343 QUINNIPIAC AV",233400,2,2,0
5481,"584 EASTERN ST",127000,2,1,0
5482,"580 EASTERN ST",105200,3,1,0
5483,"574 EASTERN ST",122400,2,1,0
5484,"570 EASTERN ST",139500,3,1,0
5485,"566 EASTERN ST",141300,4,2,0
5486,"530 EASTERN ST",1130600,0,0,NA
5487,"528 EASTERN ST",124800,3,1,0
5488,"522 EASTERN ST",124200,2,1,0
5489,"400 FOXON BLVD",974600,0,0,NA
5490,"390 FOXON BLVD",1010600,0,0,NA
5491,"1385 QUINNIPIAC AV",156300,6,4,0
5492,"1389 QUINNIPIAC AV",151800,6,2,0
5493,"1415 QUINNIPIAC AV #A",64400,2,1,1
5494,"1415 QUINNIPIAC AV #B",62600,2,1,1
5495,"1415 QUINNIPIAC AV #C",107000,3,1,1
5496,"1417 QUINNIPIAC AV #A",107500,3,1,1
5497,"1417 QUINNIPIAC AV #B",62600,2,1,1
5498,"1417 QUINNIPIAC AV #C",62600,2,1,1
5499,"1417 QUINNIPIAC AV #D",62600,2,1,1
5500,"1417 QUINNIPIAC AV #E",64400,2,1,1
5501,"1417 QUINNIPIAC AV #F",64400,2,1,1
5502,"1417 QUINNIPIAC AV #G",109300,3,1,1
5503,"1421 QUINNIPIAC AV #A",108400,3,1,1
5504,"1421 QUINNIPIAC AV #B",62600,2,1,1
5505,"1421 QUINNIPIAC AV #C",62600,2,1,1
5506,"1421 QUINNIPIAC AV #D",64400,2,1,1
5507,"1421 QUINNIPIAC AV #E",62600,2,1,1
5508,"1421 QUINNIPIAC AV #F",64400,2,1,1
5509,"1421 QUINNIPIAC AV #G",108400,3,1,1
5510,"1423 QUINNIPIAC AV #101",66400,2,1,0
5511,"1423 QUINNIPIAC AV #102",68700,2,1,1
5512,"1423 QUINNIPIAC AV #103",72700,2,1,1
5513,"1423 QUINNIPIAC AV #104",66400,2,1,0
5514,"1423 QUINNIPIAC AV #105",72700,2,1,1
5515,"1423 QUINNIPIAC AV #106",68700,2,1,1
5516,"1423 QUINNIPIAC AV #107",66400,2,1,0
5517,"1423 QUINNIPIAC AV #108",77000,2,1,0
5518,"1423 QUINNIPIAC AV #109",68700,2,1,1
5519,"1423 QUINNIPIAC AV #110",66400,2,1,0
5520,"1423 QUINNIPIAC AV #111",68700,2,1,1
5521,"1423 QUINNIPIAC AV #112",68700,2,1,1
5522,"1423 QUINNIPIAC AV #113",77300,2,1,0
5523,"1423 QUINNIPIAC AV #114",79200,2,1,1
5524,"1423 QUINNIPIAC AV #115",68700,2,1,1
5525,"1423 QUINNIPIAC AV #116",66400,2,1,0
5526,"1423 QUINNIPIAC AV #117",79200,2,1,1
5527,"1423 QUINNIPIAC AV #118",72700,2,1,1
5528,"1423 QUINNIPIAC AV #201",85200,2,1,1
5529,"1423 QUINNIPIAC AV #202",90700,2,1,1
5530,"1423 QUINNIPIAC AV #203",81200,2,1,1
5531,"1423 QUINNIPIAC AV #204",81200,2,1,1
5532,"1423 QUINNIPIAC AV #205",81200,2,1,1
5533,"1423 QUINNIPIAC AV #206",81200,2,1,1
5534,"1423 QUINNIPIAC AV #207",81200,2,1,1
5535,"1423 QUINNIPIAC AV #208",81200,2,1,1
5536,"1423 QUINNIPIAC AV #209",81200,2,1,1
5537,"1423 QUINNIPIAC AV #210",81200,2,1,1
5538,"1423 QUINNIPIAC AV #211",81200,2,1,1
5539,"1423 QUINNIPIAC AV #212",81200,2,1,1
5540,"1423 QUINNIPIAC AV #301",81200,2,1,1
5541,"1423 QUINNIPIAC AV #302",81200,2,1,1
5542,"1423 QUINNIPIAC AV #303",81200,2,1,1
5543,"1423 QUINNIPIAC AV #304",81200,2,1,1
5544,"1423 QUINNIPIAC AV #305",81200,2,1,1
5545,"1423 QUINNIPIAC AV #306",90700,2,1,1
5546,"1423 QUINNIPIAC AV #307",81200,2,1,1
5547,"1423 QUINNIPIAC AV #308",81200,2,1,1
5548,"1423 QUINNIPIAC AV #401",90700,2,1,1
5549,"1423 QUINNIPIAC AV #402",81200,2,1,1
5550,"1423 QUINNIPIAC AV #403",81200,2,1,1
5551,"1423 QUINNIPIAC AV #404",81200,2,1,1
5552,"1423 QUINNIPIAC AV #405",84000,2,1,1
5553,"1423 QUINNIPIAC AV #406",81200,2,1,1
5554,"1423 QUINNIPIAC AV #407",76300,2,1,1
5555,"1423 QUINNIPIAC AV #408",90700,2,1,1
5556,"1423 QUINNIPIAC AV #501",77300,2,1,0
5557,"1423 QUINNIPIAC AV #502",69100,2,1,1
5558,"1423 QUINNIPIAC AV #503",69100,2,1,1
5559,"1423 QUINNIPIAC AV #504",76900,2,1,NA
5560,"1423 QUINNIPIAC AV #505",69100,2,1,1
5561,"1423 QUINNIPIAC AV #506",69100,2,1,1
5562,"1423 QUINNIPIAC AV   507",68600,2,1,1
5563,"1423 QUINNIPIAC AV #508",69100,2,1,1
5564,"1423 QUINNIPIAC AV #509",69100,2,1,1
5565,"1423 QUINNIPIAC AV #510",66400,2,1,0
5566,"1423 QUINNIPIAC AV #511",69100,2,1,1
5567,"1423 QUINNIPIAC AV #512",69100,2,1,1
5568,"1423 QUINNIPIAC AV #513",79500,2,1,1
5569,"1423 QUINNIPIAC AV #514",69100,2,1,1
5570,"1423 QUINNIPIAC AV #515",69100,2,1,1
5571,"1423 QUINNIPIAC AV #516",68600,2,1,1
5572,"1423 QUINNIPIAC AV #517",69100,2,1,1
5573,"1423 QUINNIPIAC AV #518",69100,2,1,1
5574,"1423 QUINNIPIAC AV #601",76900,2,1,0
5575,"1423 QUINNIPIAC AV #602",69100,2,1,1
5576,"1423 QUINNIPIAC AV #603",69100,2,1,1
5577,"1423 QUINNIPIAC AV #604",76900,2,1,0
5578,"1423 QUINNIPIAC AV #605",69100,2,1,1
5579,"1423 QUINNIPIAC AV #606",66900,2,1,0
5580,"1423 QUINNIPIAC AV #607",66400,2,1,0
5581,"1423 QUINNIPIAC AV #608",69100,2,1,1
5582,"1423 QUINNIPIAC AV #609",69100,2,1,1
5583,"1423 QUINNIPIAC AV #610",76900,2,1,0
5584,"1423 QUINNIPIAC AV #611",69100,2,1,1
5585,"1423 QUINNIPIAC AV #612",79800,2,1,1
5586,"1423 QUINNIPIAC AV #613",66400,2,1,0
5587,"1423 QUINNIPIAC AV #614",69100,2,1,1
5588,"1423 QUINNIPIAC AV #615",69100,2,1,1
5589,"1423 QUINNIPIAC AV #701",76900,2,1,0
5590,"1423 QUINNIPIAC AV #702",75600,2,1,1
5591,"1423 QUINNIPIAC AV #703",69100,2,1,1
5592,"1423 QUINNIPIAC AV #704",76900,2,1,0
5593,"1423 QUINNIPIAC AV #705",69100,2,1,1
5594,"1423 QUINNIPIAC AV #706",69100,2,1,1
5595,"1423 QUINNIPIAC AV #707",76900,2,1,0
5596,"1423 QUINNIPIAC AV #708",69100,2,1,1
5597,"1423 QUINNIPIAC AV #709",69100,2,1,1
5598,"1423 QUINNIPIAC AV #710",76900,2,1,0
5599,"1423 QUINNIPIAC AV #711",79800,2,1,1
5600,"1423 QUINNIPIAC AV #712",79800,2,1,1
5601,"541 EASTERN ST",3219200,0,0,NA
5602,"1423 QUINNIPIAC AV #801",76900,2,1,0
5603,"1423 QUINNIPIAC AV #802",69100,2,1,1
5604,"1423 QUINNIPIAC AV #803",69100,2,1,1
5605,"1423 QUINNIPIAC AV #804",76900,2,1,0
5606,"1423 QUINNIPIAC AV #805",69100,2,1,1
5607,"1423 QUINNIPIAC AV #806",79800,2,1,1
5608,"1423 QUINNIPIAC AV #807",76900,2,1,0
5609,"1423 QUINNIPIAC AV #808",78000,2,1,1
5610,"1423 QUINNIPIAC AV #809",69100,2,1,1
5611,"1423 QUINNIPIAC AV #810",66400,2,1,0
5612,"1423 QUINNIPIAC AV #811",69100,2,1,1
5613,"1423 QUINNIPIAC AV #812",69100,2,1,1
5614,"1423 QUINNIPIAC AV #813",66400,2,1,0
5615,"1423 QUINNIPIAC AV #814",79800,2,1,1
5616,"1423 QUINNIPIAC AV #815",69100,2,1,1
5617,"1423 QUINNIPIAC AV #901",85800,2,1,1
5618,"1423 QUINNIPIAC AV #902",81200,2,1,1
5619,"1423 QUINNIPIAC AV #903",81200,2,1,1
5620,"1423 QUINNIPIAC AV #904",81200,2,1,1
5621,"1423 QUINNIPIAC AV #905",81200,2,1,1
5622,"1423 QUINNIPIAC AV #906",81200,2,1,1
5623,"1381 QUINNIPIAC AV",852900,30,20,0
5624,"DELL DR",3700,NA,NA,NA
5625,"466 FOXON BLVD",6808000,NA,NA,NA
5626,"120 DELL DR",189900,3,1,0
5627,"1363 QUINNIPIAC AV",1022900,48,16,0
5628,"100 DELL DR",148800,2,1,1
5629,"102 DANIEL DR",157900,3,1,0
5630,"92 DANIEL DR",120700,2,1,0
5631,"84 DANIEL DR",138200,3,2,0
5632,"78 DANIEL DR",134900,3,1,0
5633,"72 DANIEL DR",136100,3,1,0
5634,"64 DANIEL DR",136100,3,1,0
5635,"40 DANIEL DR",145000,3,1,0
5636,"30 DANIEL DR",182300,4,2,0
5637,"20 DANIEL DR",136600,3,1,0
5638,"12 DANIEL DR",162700,2,1,1
5639,"30 DELL DR",142800,3,1,1
5640,"20 DELL DR",155800,3,1,1
5641,"500 FOXON BLVD",775600,NA,NA,NA
5642,"510 FOXON BLVD",488300,0,0,NA
5643,"490 FOXON BLVD",584200,0,0,NA
5644,NA,NA,NA,NA,NA
5645,"86 DELL DR",127500,3,1,0
5646,"78 DELL DR",145200,3,1,1
5647,"70 DELL DR",142500,3,1,0
5648,"62 DELL DR",174900,3,2,0
5649,"54 DELL DR",131200,3,1,0
5650,"46 DELL DR",132100,3,1,0
5651,"19 DANIEL DR",152600,3,1,1
5652,"31 DANIEL DR",124900,2,1,0
5653,"37 DANIEL DR",137100,2,1,0
5654,"47 DANIEL DR",138800,3,1,0
5655,"55 DANIEL DR",137300,3,1,0
5656,"63 DANIEL DR",148200,3,2,0
5657,"77 DANIEL DR",134900,3,1,0
5658,"89 DANIEL DR",167700,4,2,0
5659,"511 FOXON BLVD",246500,NA,NA,NA
5660,"1439 QUINNIPIAC AV",142800,3,2,0
5661,"1419 QUINNIPIAC AV",138800,4,2,0
5662,"1445 QUINNIPIAC AV",165000,NA,NA,NA
5663,"1451 QUINNIPIAC AV",139000,2,1,NA
5664,"1453 QUINNIPIAC AV",147900,4,1,0
5665,"1455 QUINNIPIAC AV",150700,3,1,1
5666,"1457 QUINNIPIAC AV",159800,3,2,1
5667,"1459 QUINNIPIAC AV",153100,4,2,0
5668,"1461 QUINNIPIAC AV",186700,2,1,2
5669,"1481 QUINNIPIAC AV",26183300,0,0,NA
5670,"QUINNIPIAC AV",361800,NA,NA,NA
5671,"QUINNIPIAC AV",150800,NA,NA,NA
5672,NA,NA,NA,NA,NA
5673,"1425 QUINNIPIAC AV #201",58900,2,1,0
5674,"1425 QUINNIPIAC AV #202",67300,2,1,1
5675,"1425 QUINNIPIAC AV #203",67300,2,1,1
5676,"1425 QUINNIPIAC AV #204",58900,2,1,0
5677,"1425 QUINNIPIAC AV #205",67300,2,1,1
5678,"1425 QUINNIPIAC AV #206",67300,2,1,1
5679,"1425 QUINNIPIAC AV #207",58900,2,1,0
5680,"1425 QUINNIPIAC AV #208",67300,2,1,1
5681,"1425 QUINNIPIAC AV #209",67300,2,1,1
5682,"1425 QUINNIPIAC AV #210",58900,2,1,0
5683,"1425 QUINNIPIAC AV #211",67300,2,1,1
5684,"1425 QUINNIPIAC AV #212",67300,2,1,1
5685,"1425 QUINNIPIAC AV #301",58900,2,1,0
5686,"1425 QUINNIPIAC AV #302",67300,2,1,1
5687,"1425 QUINNIPIAC AV #303",67300,2,1,1
5688,"1425 QUINNIPIAC AV #304",58900,2,1,0
5689,"1425 QUINNIPIAC AV #305",67300,2,1,1
5690,"1425 QUINNIPIAC AV #306",67300,2,1,1
5691,"1425 QUINNIPIAC AV #307",58900,2,1,0
5692,"1425 QUINNIPIAC AV #308",67300,2,1,1
5693,"1425 QUINNIPIAC AV #309",67300,2,1,1
5694,"1425 QUINNIPIAC AV #310",58900,2,1,0
5695,"1425 QUINNIPIAC AV #311",67300,2,1,1
5696,"1425 QUINNIPIAC AV #312",67300,2,1,1
5697,"1425 QUINNIPIAC AV #0101",58900,2,1,0
5698,"1425 QUINNIPIAC AV #0102",67300,2,1,1
5699,"1425 QUINNIPIAC AV #0103",67300,2,1,1
5700,"1425 QUINNIPIAC AV #0104",58900,2,1,0
5701,"1425 QUINNIPIAC AV #0105",67300,2,1,1
5702,"1425 QUINNIPIAC AV #0106",67300,2,1,1
5703,"1425 QUINNIPIAC AV #0107",58900,2,1,0
5704,"1425 QUINNIPIAC AV #0108",67300,2,1,1
5705,"1425 QUINNIPIAC AV #0109",67300,2,1,1
5706,"1425 QUINNIPIAC AV #0110",58900,2,1,0
5707,"1425 QUINNIPIAC AV #0111",67300,2,1,1
5708,"1425 QUINNIPIAC AV #0112",67300,2,1,1
5709,"1425 QUINNIPIAC AV #0113",58900,2,1,0
5710,"1425 QUINNIPIAC AV #0114",67300,2,1,1
5711,"1425 QUINNIPIAC AV #0115",67300,2,1,1
5712,"1350 QUINNIPIAC AV",217700,4,2,0
5713,"1342 QUINNIPIAC AV",149000,3,1,0
5714,"1336 QUINNIPIAC AV",179000,3,2,0
5715,"1332 QUINNIPIAC AV",195400,3,1,1
5716,"1324 QUINNIPIAC AV",103900,2,1,0
5717,"1320 QUINNIPIAC AV",137200,3,2,0
5718,"1320 QUINNIPIAC AV",180600,6,3,0
5719,"1 QUINNIPIAC #CT",3006600,0,0,NA
5720,"1310 QUINNIPIAC AV",107500,3,2,0
5721,"1298 QUINNIPIAC AV",175500,4,2,0
5722,"1290 QUINNIPIAC AV",171400,3,1,1
5723,"BARNES AV",40100,NA,NA,NA
5724,"242 BARNES AV",62400,1,1,0
5725,"238 BARNES AV",155300,4,2,0
5726,"226 BARNES AV",109200,2,1,0
5727,"216 BARNES AV",120800,3,1,0
5728,"210 BARNES AV",109600,2,1,0
5729,"208 BARNES AV",159900,3,1,1
5730,"204 BARNES AV",127200,3,1,1
5731,"202 BARNES AV",134100,3,1,0
5732,"188 BARNES AV",44000,NA,NA,NA
5733,"188 BARNES AV #A",23200,2,1,0
5734,"188 BARNES AV #B",23200,2,1,0
5735,"188 BARNES AV #C",23200,2,1,0
5736,"188 BARNES AV #D",23200,2,1,0
5737,"188 BARNES AV #E",23200,2,1,0
5738,"188 BARNES AV #F",23200,2,1,0
5739,"188 BARNES AV #G",23200,2,1,0
5740,"188 BARNES AV #H",23200,2,1,0
5741,"188 BARNES AV #I",23200,2,1,0
5742,"188 BARNES AV #J",23200,2,1,0
5743,"188 BARNES AV #K",23200,2,1,0
5744,"184 BARNES AV",112900,2,1,0
5745,"180 BARNES AV",93900,2,2,0
5746,"174 BARNES AV",124600,2,1,0
5747,"154 BARNES AV",139300,3,1,0
5748,"148 BARNES AV",176900,3,1,1
5749,"BARNES AV",1400,NA,NA,NA
5750,"138 BARNES AV",79700,3,2,1
5751,"5 KENNY DR",130200,2,1,0
5752,"13 KENNY DR",154500,3,1,0
5753,"19 KENNY DR",113300,2,1,0
5754,"25 KENNY DR",128800,3,1,0
5755,"5 EMILY RD",119600,2,1,0
5756,"15 EMILY RD",125000,1,1,1
5757,"19 EMILY RD",141100,3,1,1
5758,"23 EMILY RD",137700,2,1,0
5759,"27 EMILY RD",120400,3,1,0
5760,"33 EMILY RD",112900,3,1,0
5761,"37 EMILY RD",140600,3,2,0
5762,"43 EMILY RD",112800,2,1,0
5763,"49 EMILY RD",115800,1,1,0
5764,"55 EMILY RD",128500,3,1,1
5765,"61 EMILY RD",182300,4,2,0
5766,"67 EMILY RD",119500,2,1,0
5767,"73 EMILY RD",127500,2,1,0
5768,"77 EMILY RD",132100,2,1,0
5769,"85 EMILY RD",124500,3,1,0
5770,"89 EMILY RD",141100,3,1,1
5771,"95 EMILY RD",179900,3,2,0
5772,"45 KENNY DR",125500,2,1,0
5773,"55 KENNY DR",153400,3,2,0
5774,"59 KENNY DR",107300,1,1,0
5775,"65 KENNY DR",126200,3,1,0
5776,"71 KENNY DR",123700,3,1,0
5777,"79 KENNY DR",157200,4,2,0
5778,"85 KENNY DR",166600,3,1,0
5779,"89 KENNY DR",116400,2,1,0
5780,"95 KENNY DR",140600,3,2,0
5781,"101 KENNY DR",125700,2,1,0
5782,"115 KENNY DR",178300,4,2,0
5783,"133 KENNY DR",137200,4,1,0
5784,"88 EMILY RD",193200,4,2,0
5785,"82 EMILY RD",133700,3,2,0
5786,"76 EMILY RD",143600,3,1,0
5787,"70 EMILY RD",114300,2,1,0
5788,"66 EMILY RD",93400,1,1,0
5789,"60 EMILY RD",111300,2,1,0
5790,"52 EMILY RD",121800,2,1,0
5791,"46 EMILY RD",122600,3,1,0
5792,"40 EMILY RD",158200,3,1,0
5793,"34 EMILY RD",131600,2,1,0
5794,"28 EMILY RD",144700,3,2,0
5795,"10 EMILY RD",129000,3,1,1
5796,"1364 QUINNIPIAC AV",115000,6,2,0
5797,"1360 QUINNIPIAC AV",108600,6,2,0
5798,"154 KENNY DR",151700,6,2,0
5799,"144 KENNY DR",159900,6,3,0
5800,"136 KENNY DR",169000,5,1,0
5801,"130 KENNY DR",139800,3,2,0
5802,"122 KENNY DR",131400,3,1,0
5803,"116 KENNY DR",119100,2,1,0
5804,"112 KENNY DR",151200,4,2,0
5805,"108 KENNY DR",122400,2,1,0
5806,"102 KENNY DR",119800,2,1,0
5807,"96 KENNY DR",132000,3,1,0
5808,"90 KENNY DR",130600,2,1,0
5809,"84 KENNY DR",188000,3,2,0
5810,"78 KENNY DR",134500,3,2,0
5811,"74 KENNY DR",141800,3,1,0
5812,"68 KENNY DR",136800,3,2,0
5813,"62 KENNY DR",132800,3,1,0
5814,"56 KENNY DR",125200,2,1,0
5815,"50 KENNY DR",141600,3,2,0
5816,"44 KENNY DR",138900,3,1,0
5817,"38 KENNY DR",140700,3,1,0
5818,"32 KENNY DR",137100,2,1,0
5819,"26 KENNY DR",131300,4,2,1
5820,"20 KENNY DR",159100,3,2,0
5821,"14 KENNY DR",111300,3,1,0
5822,"6 KENNY DR",136700,2,1,0
5823,"106 BARNES AV",130400,3,1,0
5824,"94 BARNES AV",134200,3,1,1
5825,"84 BARNES AV",116600,2,1,0
5826,"70 BARNES AV",131600,3,1,0
5827,"45 BARNES AV",1379600,0,0,NA
5828,"125 BARNES AV",20119100,0,0,NA
5829,"FOXON BLVD",49300,NA,NA,NA
5830,"ANDRESS ST",45500,NA,NA,NA
5831,NA,NA,NA,NA,NA
5832,NA,NA,NA,NA,NA
5833,NA,NA,NA,NA,NA
5834,NA,NA,NA,NA,NA
5835,NA,NA,NA,NA,NA
5836,NA,NA,NA,NA,NA
5837,NA,NA,NA,NA,NA
5838,NA,NA,NA,NA,NA
