"pid","location","totval","bedrooms","bathrooms","halfbaths"
3612,"LANCRAFT ST","35900","","",""
3613,"24 LANCRAFT ST","124500","3","1","1"
3614,"140 FARREN AV","152400","3","1","0"
3615,"136 FARREN AV","132100","00","0","0"
3616,"126 FARREN AV","94200","","",""
3617,"120 FARREN AV","191700","00","0","0"
3617,"120 FARREN AV","191700","4","2","0"
3618,"118 FARREN AV","136700","4","2","1"
3619,"112 FARREN AV","163100","3","2","0"
3620,"106 FARREN AV","138900","6","3","0"
3621,"102 FARREN AV","141200","3","1","0"
3622,"100 FARREN AV","100000","3","1","0"
3623,"94 FARREN AV","126900","4","2","0"
3624,"101 FARREN AV","249400","00","0","0"
3625,"103 FARREN AV","149000","6","3","0"
3626,"107 FARREN AV","35100","","",""
3627,"111 FARREN AV","148200","6","3","0"
3628,"117 FARREN AV","144100","4","3","0"
3629,"123 FARREN AV","91600","3","1","0"
3630,"125 FARREN AV","287700","9","6","0"
3631,"131 FARREN AV","158900","6","2","0"
3632,"139 FARREN AV","279100","00","0","0"
3633,"30 PARDEE ST","305000","00","0","0"
3634,"28 PARDEE ST","140300","3","1","0"
3635,NA,NA,"3","1","0"
3636,"18 PARDEE ST","113300","4","2","0"
3637,"14 PARDEE ST","136100","3","1","0"
3638,"10 PARDEE ST","120200","4","2","0"
3639,"6 PARDEE ST","91700","4","2","0"
3640,"222 FULTON ST","104400","6","3","0"
3641,"17 PARDEE ST","152100","5","3","0"
3642,"25 PARDEE ST","200200","3","2",""
3643,"31 PARDEE ST","159500","5","3","0"
3644,"262 QUINNIPIAC AV","111000","3","1","0"
3645,"81 LANCRAFT ST","137000","3","1","1"
3646,"250 QUINNIPIAC AV","174600","4","4","0"
3647,"244 QUINNIPIAC AV","122600","6","2","0"
3648,"205 FAIRMONT AV","720000","00","0","0"
3649,"239 FAIRMONT AV","205300","6","3","1"
3650,"247 FAIRMONT AV","133200","3","1","0"
3651,"257 FAIRMONT AV","147400","6","2","0"
3652,"263 FAIRMONT AV","3400","","",""
3653,"265 FAIRMONT AV","147800","4","2","0"
3654,"271 FAIRMONT AV","182100","4","1","1"
3655,"222 FARREN AV","219300","00","0","1"
3656,"218 FARREN AV","186600","3","2","1"
3657,"206 FARREN AV","116500","4","2","0"
3658,"200 FARREN AV","139200","4","2","1"
3659,"196 FARREN AV","100800","2","1","1"
3660,"194 FARREN AV","100900","4","2","0"
3661,"190 FARREN AV","127200","6","3","0"
3662,"186 FARREN AV","143100","6","3","0"
3663,"182 FARREN AV","127600","5","3","0"
3664,"180 FARREN AV","157800","6","3","0"
3665,"174 FARREN AV","195200","6","2","2"
3666,"168 FARREN AV","129000","4","2","0"
3667,"162 FARREN AV","203200","9","3","0"
3668,"156 FARREN AV","174100","9","3","0"
3669,"154 FARREN AV","157100","3","1","1"
3670,"150 FARREN AV","129400","8","3","0"
3671,"146 FARREN AV","176300","6","3","0"
3672,"18 LANCRAFT ST","130500","5","2","0"
3673,"147 FARREN AV","108900","3","1","1"
3674,"157 FARREN AV","108800","2","1","0"
3675,"161 FARREN AV","150000","4","2","0"
3676,"165 FARREN AV","185100","3","4","0"
3677,"169 FARREN AV","157100","6","3","0"
3678,"173 FARREN AV","130000","7","3","0"
3679,"179 FARREN AV","98200","2","1","0"
3680,"183 FARREN AV","127200","3","1","0"
3681,"185 FARREN AV","134100","6","3","0"
3682,"189 FARREN AV","105500","4","2","0"
3683,"193 FARREN AV","151900","6","4","1"
3684,"197 FARREN AV","113900","4","2","0"
3685,"201 FARREN AV","193200","5","3","0"
3686,"205 FARREN AV","112900","5","3","0"
3687,"209 FARREN AV","108400","4","2","0"
3688,"215 FARREN AV","100500","2","2","0"
3689,"217 FARREN AV","128200","6","4","0"
3690,"221 FARREN AV","97600","2","1","0"
3691,NA,NA,"2","1","0"
3692,"223 FARREN AV","225000","00","0","0"
3693,"32 FERRY ST","264700","6","4","0"
3693,"32 FERRY ST","264700","0","1","0"
3694,"88 PARDEE ST","175300","3","2","1"
3695,NA,NA,"3","2","1"
3696,"84 PARDEE ST","191000","4","2","1"
3697,"82 PARDEE ST","202800","3","2","1"
3698,"80 PARDEE ST","153300","6","4","0"
3699,"PARDEE ST","34700","","",""
3700,"PARDEE ST","30000","","",""
3701,"60 PARDEE ST","124400","7","2","0"
3702,"56 PARDEE ST","125400","4","2","0"
3703,"PARDEE ST","26100","","",""
3704,"37 LANCRAFT ST","97900","4","2","0"
3705,"35 LANCRAFT ST","30000","","",""
3706,"35 PARDEE ST","136500","3","1","0"
3707,"43 PARDEE ST","134800","4","3","0"
3708,"47 PARDEE ST","126200","6","3","0"
3709,"51 PARDEE ST","118700","6","3","0"
3710,"61 PARDEE ST","141200","6","3","0"
3711,"69 PARDEE ST","124100","4","1","0"
3712,"75 PARDEE ST","184900","3","2","1"
3713,"79 PARDEE ST","94200","3","2","1"
3714,"85 PARDEE ST","111200","4","1","0"
3715,"87 PARDEE ST","121100","3","2","0"
3716,"89 PARDEE ST","32600","","",""
3717,"95 PARDEE ST","107400","4","2","0"
3718,"99 PARDEE ST","122600","3","1","1"
3719,"105 PARDEE ST","168500","3","2","1"
3720,"320 QUINNIPIAC AV #1-A","38500","1","1","0"
3721,"320 QUINNIPIAC AV #1-B","34500","1","1","0"
3722,"320 QUINNIPIAC AV #1-C","44000","2","1","0"
3723,"320 QUINNIPIAC AV #1-D","44000","2","1","0"
3724,"320 QUINNIPIAC AV #1-E","44000","2","1","0"
3725,"320 QUINNIPIAC AV #1-F","44000","2","1","0"
3726,"320 QUINNIPIAC AV #2-A","38500","1","1","0"
3727,"320 QUINNIPIAC AV #2-B","34500","1","1","0"
3728,"320 QUINNIPIAC AV #2-C","44000","2","1","0"
3729,"320 QUINNIPIAC AV #2-D","44000","2","1","0"
3730,"320 QUINNIPIAC AV #2-E","44000","2","1","0"
3731,"320 QUINNIPIAC AV #2-F","44000","2","1","0"
3732,"320 QUINNIPIAC AV #3-A","38500","1","1","0"
3733,"320 QUINNIPIAC AV #3-B","34500","1","1","0"
3734,"320 QUINNIPIAC AV #3-C","44000","2","1","0"
3735,"320 QUINNIPIAC AV #3-D","44000","2","1","0"
3736,"320 QUINNIPIAC AV #3-E","44000","2","1","0"
3737,"320 QUINNIPIAC AV #3-F","44000","2","1","0"
3738,"320 QUINNIPIAC AV #4-A","38500","1","1","0"
3739,"320 QUINNIPIAC AV #4-B","34500","1","1","0"
3740,"320 QUINNIPIAC AV #4-C","44000","2","1","0"
3741,"320 QUINNIPIAC AV #4-D","44000","2","1","0"
3742,"320 QUINNIPIAC AV #4-E","44000","2","1","0"
3743,"320 QUINNIPIAC AV #4-F","44000","2","1","0"
3744,"320 QUINNIPIAC AV #5-A","38500","1","1","0"
3745,"320 QUINNIPIAC AV #5-B","34500","1","1","0"
3746,"320 QUINNIPIAC AV #5-C","44000","2","1","0"
3747,"320 QUINNIPIAC AV #5-D","44000","2","1","0"
3748,"320 QUINNIPIAC AV #5-E","44000","2","1","0"
3749,"320 QUINNIPIAC AV #5-F","44000","2","1","0"
3750,"320 QUINNIPIAC AV #6-A","38500","1","1","0"
3751,"320 QUINNIPIAC AV #6-B","34500","1","1","0"
3752,"320 QUINNIPIAC AV #6-C","44000","2","1","0"
3753,"320 QUINNIPIAC AV #6-D","44000","2","1","0"
3754,"320 QUINNIPIAC AV #6-E","44000","2","1","0"
3755,"320 QUINNIPIAC AV #6-F","44000","2","1","0"
3756,"320 QUINNIPIAC AV #7-A","38500","1","1","0"
3757,"320 QUINNIPIAC AV #7-B","34500","1","1","0"
3758,"320 QUINNIPIAC AV #7-C","44000","2","1","0"
3759,"320 QUINNIPIAC AV #7-D","44000","2","1","0"
3760,"320 QUINNIPIAC AV #7-E","44000","2","1","0"
3761,"320 QUINNIPIAC AV #7-F","44000","2","1","0"
3762,"12 FERRY ST","28400","","",""
3763,"4 FERRY ST","185000","8","4","0"
3764,"332 QUINNIPIAC AV","143200","4","1","0"
3765,"318 QUINNIPIAC AV","119200","2","1","0"
3766,"310 QUINNIPIAC AV","113500","3","1",""
3767,"300 QUINNIPIAC AV","100300","6","3","0"
3768,"294 QUINNIPIAC AV","120100","8","5","0"
3769,"288 QUINNIPIAC AV","122700","4","2","0"
3770,"282 QUINNIPIAC AV","116300","4","2","0"
3771,"274 QUINNIPIAC AV","166000","5","3","0"
3772,"82 LANCRAFT ST","153600","5","3","0"
3773,"78 LANCRAFT ST","129100","4","2","0"
3774,"171 QUINNIPIAC AV","1046400","00","0","0"
3774,"171 QUINNIPIAC AV","1046400","00","0","0"
3774,"171 QUINNIPIAC AV","1046400","00","0","0"
3774,"171 QUINNIPIAC AV","1046400","00","0","0"
3775,"209 QUINNIPIAC AV","117800","3","1","0"
3776,"215 QUINNIPIAC AV","114800","2","1","0"
3777,"15 JUDITH TER","350000","00","0","0"
3778,"25 JUDITH TER","351800","00","0","0"
3779,"39 JUDITH TER","133900","4","2","0"
3780,"51 JUDITH TER","124700","4","2","0"
3781,"61 JUDITH TER","158700","6","3","0"
3782,"73 JUDITH TER","128500","6","2","0"
3783,"79 JUDITH TER","139000","5","2","0"
3784,"85 JUDITH TER","131300","6","2","1"
3785,"93 JUDITH TER","667800","00","0","1"
3786,"101 JUDITH TER","48800","","",""
3787,"RIVERVIEW RD","1200","","",""
3788,"4 WARWICK ST #1","23000","1","1","0"
3789,"4 WARWICK ST #2","23000","1","1","0"
3790,"4 WARWICK ST #3","23000","1","1","0"
3791,"4 WARWICK ST #4","23000","1","1","0"
3792,"4 WARWICK ST #5","23000","1","1","0"
3793,"4 WARWICK ST #6","23000","1","1","0"
3794,"4 WARWICK ST #7","23000","1","1","0"
3795,"4 WARWICK ST #8","23000","1","1","0"
3796,"4 WARWICK ST #9","23000","1","1","0"
3797,"4 WARWICK ST #10","23000","1","1","0"
3798,"4 WARWICK ST #11","23000","1","1","0"
3799,"4 WARWICK ST #12","23000","1","1","0"
3800,"4 WARWICK ST #13","23000","1","1","0"
3801,"4 WARWICK ST #14","23000","1","1","0"
3802,"4 WARWICK ST #15","23000","1","1","0"
3803,"4 WARWICK ST #16","23000","1","1","0"
3804,"4 WARWICK ST #17","23000","1","1","0"
3805,"4 WARWICK ST #18","23000","1","1","0"
3806,"4 WARWICK ST #19","23000","1","1","0"
3807,"4 WARWICK ST #20","23000","1","1","0"
3808,"20 WARWICK ST #1","37200","2","1","0"
3809,"20 WARWICK ST #2","30500","2","1","0"
3810,"20 WARWICK ST #3","29400","1","1","0"
3811,"20 WARWICK ST #4","29400","1","1","0"
3812,"20 WARWICK ST #5","37600","1","1","0"
3813,"20 WARWICK ST #6","36500","1","1","0"
3814,"30 WARWICK ST","115200","2","1","1"
3815,"RUSSELL ST","45800","","",""
3816,"225 QUINNIPIAC AV","128500","4","2","0"
3817,"227 QUINNIPIAC AV","600200","00","0","0"
3818,"233 QUINNIPIAC AV","129500","3","2","0"
3819,"241 QUINNIPIAC AV","1958100","00","0","0"
3819,"241 QUINNIPIAC AV","1958100","00","0","0"
3819,"241 QUINNIPIAC AV","1958100","00","0","0"
3820,"253 QUINNIPIAC AV","123300","2","2","2"
3821,"257 QUINNIPIAC AV","120700","4","2","2"
3822,"263 QUINNIPIAC AV","135600","5","2","0"
3823,"269 QUINNIPIAC AV","130500","3","1","0"
3824,"285 QUINNIPIAC AV","756500","00","0","0"
3824,"285 QUINNIPIAC AV","756500","00","0","0"
3824,"285 QUINNIPIAC AV","756500","00","0","0"
3825,"289 QUINNIPIAC AV","264700","7","3","0"
3826,"25 WARWICK ST","103200","3","2","0"
3827,"27 WARWICK ST","132100","2","1","0"
3828,"29 WARWICK ST","134500","3","1","0"
3829,"31 WARWICK ST","132200","2","1","1"
3830,"35 WARWICK ST","546500","00","0","1"
3831,"49 WARWICK ST","151700","4","2","0"
3832,NA,NA,"4","2","0"
3833,"53 WARWICK ST","147300","5","3","0"
3834,"61 WARWICK ST","498900","00","0","0"
3835,"69 WARWICK ST","114700","3","1","0"
3836,"18 CABOT ST","166600","6","3","0"
3837,"10 CABOT ST","185200","4","3",""
3838,"6 CABOT ST","37000","","",""
3839,"9 CABOT ST","31400","","",""
3840,"11 CABOT ST","2700","","",""
3841,"13 CABOT ST","31400","","",""
3842,"15 CABOT ST","125400","3","1","0"
3843,"25 CABOT ST","147800","3","2","0"
3844,"37 CABOT ST","38600","","",""
3845,"41 CABOT ST","133300","5","2","0"
3846,"122 CROFTON ST","118000","1","1","0"
3847,"116 CROFTON ST","170600","2","1","0"
3848,"106 CROFTON ST","141700","3","1","0"
3849,"CROFTON ST","1300","","",""
3850,"100 CROFTON ST","212900","3","2","0"
3851,"70 CROFTON ST","150300","2","1","1"
3852,"44 CROFTON ST","130800","3","1","0"
3853,NA,NA,"3","1","0"
3854,NA,NA,"3","1","0"
3855,NA,NA,"3","1","0"
3856,NA,NA,"3","1","0"
3857,NA,NA,"3","1","0"
3858,NA,NA,"3","1","0"
3859,NA,NA,"3","1","0"
3860,NA,NA,"3","1","0"
3861,"110 JUDITH TER #4","20800","3","1","0"
3862,"84 JUDITH TER","149800","4","2","0"
3863,"78 JUDITH TER","144200","6","2","0"
3864,"70 JUDITH TER","157600","4","2","0"
3865,"66 JUDITH TER","157200","4","2","0"
3866,"54 JUDITH TER","283400","9","",""
3867,"50 JUDITH TER","129700","4","2","0"
3868,"44 JUDITH TER","144500","4","2","0"
3869,"40 JUDITH TER","121200","4","2","0"
3870,"28 JUDITH TER","184800","4","4","0"
3871,"22 JUDITH TER","117900","4","2","0"
3872,"RUSSELL ST","29000","","",""
3873,"74 WARWICK ST","29100","","",""
3874,"100 WARWICK ST","565400","00","0",""
3874,"100 WARWICK ST","565400","","",""
3874,"100 WARWICK ST","565400","","",""
3874,"100 WARWICK ST","565400","","",""
3875,"BURWELL ST","57600","","",""
3876,"RUSSELL ST","75100","","",""
3877,"215 BURWELL ST","311800","00","0",""
3878,"5 RUSSELL ST","130400","3","1","1"
3879,"15 RUSSELL ST","108300","2","1","0"
3880,"25 RUSSELL ST","135500","3","1","0"
3881,"87 WARWICK ST","392500","00","0","0"
3882,"WARWICK ST","21400","","",""
3883,"CABOT ST","1400","","",""
3884,"99 WARWICK ST","480500","6","3","3"
3884,"99 WARWICK ST","480500","2","1","1"
3884,"99 WARWICK ST","480500","2","1","1"
3884,"99 WARWICK ST","480500","2","1","1"
3885,"107 WARWICK ST","356300","4","2","2"
3885,"107 WARWICK ST","356300","4","2","2"
3885,"107 WARWICK ST","356300","4","2","2"
3886,"210 BURWELL ST","448500","00","0","2"
3886,"210 BURWELL ST","448500","00","0","2"
3886,"210 BURWELL ST","448500","00","0","2"
3887,"84 CABOT ST","189800","3","1","2"
3888,"80 CABOT ST","117400","4","1","0"
3889,"78 CABOT ST","165200","3","1","1"
3890,"CABOT ST","36900","","",""
3891,"CABOT ST","39200","","",""
3892,"100 RUSSELL ST","158600","6","2","0"
3893,"124 RUSSELL ST","137900","3","2","0"
3894,"132 RUSSELL ST","170100","3","1","1"
3895,"140 RUSSELL ST","199200","3","1","0"
3896,"154 RUSSELL ST","179600","4","2","0"
3897,"160 RUSSELL ST","135000","3","1","0"
3898,"166 RUSSELL ST","165600","3","1","0"
3899,"51 RUSSELL ST","127700","3","2","0"
3900,"63 RUSSELL ST","916700","00","0","0"
3900,"63 RUSSELL ST","916700","00","0","0"
3900,"63 RUSSELL ST","916700","00","0","0"
3901,"89 RUSSELL ST","131700","2","1","0"
3902,"RUSSELL ST","41700","","",""
3903,"115 RUSSELL ST","200400","4","2","0"
3904,"RUSSELL ST","42200","","",""
3905,"RUSSELL ST","43400","","",""
3906,"RUSSELL ST","78800","","",""
3907,"178 RUSSELL ST","148200","3","1","1"
3908,"172 RUSSELL ST","149200","3","1","1"
3909,"184 RUSSELL ST","236600","3","1","1"
3910,"143 RUSSELL ST","153900","3","1","0"
3911,"RUSSELL ST","14800","","",""
3912,"147 RUSSELL ST","44200","","",""
3913,"149 RUSSELL ST","48200","","",""
3914,"RUSSELL ST","203900","","",""
3915,"171 RUSSELL ST","175700","2","1","0"
3916,"175 RUSSELL ST","214700","3","2","0"
3917,"181 RUSSELL ST","41900","","",""
3918,"201 RUSSELL ST","530400","2","1","0"
3919,"203 RUSSELL ST","59000","4","1","0"
3920,"RUSSELL ST","12500","","",""
3921,"223 RUSSELL ST","197800","4","2","0"
3922,"231 RUSSELL ST","176900","4","1","1"
3923,"235 RUSSELL ST","133800","4","2","0"
3924,"245 RUSSELL ST","193700","4","2","0"
3925,"257 RUSSELL ST","95600","2","1","0"
3926,"RUSSELL ST","44200","","",""
3927,"269 RUSSELL ST","83300","3","2","0"
3928,"273 RUSSELL ST","108700","3","1","0"
3929,"275 RUSSELL ST","115200","3","1","1"
3930,"89 HIGHVIEW LA","153000","4","3","0"
3931,"83 HIGHVIEW LA","141300","3","2","0"
3932,"79 HIGHVIEW LA","142100","3","2","0"
3933,"38 SLEEPY HOLLOW CIR #6","175800","3","1","2"
3934,"44 SLEEPY HOLLOW CIR #7","187100","3","2","1"
3935,"52 SLEEPY HOLLOW CIR #8","180000","3","2","0"
3936,"60 SLEEPY HOLLOW CIR #9","190200","3","2","1"
3937,"70 SLEEPY HOLLOW CIR #10","193000","3","2","0"
3938,"76 SLEEPY HOLLOW CIR #11","177700","3","1","1"
3939,"84 SLEEPY HOLLOW CIR #12","168700","3","2","0"
3940,"76 HIGHVIEW LA","148500","3","1","1"
3941,"82 HIGHVIEW LA","145700","3","1","1"
3942,"88 HIGHVIEW LA","100600","4","2","0"
3943,"94 HIGHVIEW LA","100700","4","2","0"
3944,"94 HIGHVIEW LA","400","","",""
3945,"146 SUMMIT ST","182800","2","1","0"
3946,"140 SUMMIT ST","174800","3","2","0"
3947,"130 SUMMIT ST","299000","3","2","1"
3948,"120 SUMMIT ST","212000","3","1","1"
3949,"220 RUSSELL ST","44800","","",""
3950,"200 RUSSELL ST","47300","","",""
3951,"RUSSELL ST","151500","","",""
3952,"264 RUSSELL ST","113300","2","1","0"
3953,"248 RUSSELL ST","177600","4","2","0"
3954,"240 RUSSELL ST","179400","3","2","1"
3955,"228 RUSSELL ST","148400","3","2","0"
3956,"RUSSELL ST","175500","","",""
3957,"153 SUMMIT ST","55700","","",""
3958,"139 SUMMIT ST","282200","3","2","0"
3959,"141 SUMMIT ST","214600","2","2","0"
3960,"135 SUMMIT ST","254800","4","1","1"
3961,"137 SUMMIT ST","3900","","",""
3962,"143 SUMMIT ST","3800","","",""
3963,"145 SUMMIT ST","242100","3","2","0"
3964,"147 SUMMIT ST","3800","","",""
3965,"155 SUMMIT ST","222500","3","2","1"
3966,"151 SUMMIT ST","3900","","",""
3967,"RUSSELL ST","3700","","",""
3968,"22 LEXINGTON AV","199900","4","2",""
3969,"24 LEXINGTON AV","150100","1","1","0"
3969,"24 LEXINGTON AV","150100","1","1","0"
3970,"28 LEXINGTON AV","96800","2","1","0"
3971,"32 LEXINGTON AV","180000","8","3","2"
3972,"38 LEXINGTON AV","212100","3","2","0"
3973,"48 LEXINGTON AV","150400","3","1","0"
3974,"56 LEXINGTON AV","179800","4","2","1"
3975,"72 LEXINGTON AV","115600","3","2","0"
3976,"80 LEXINGTON AV","138600","3","2","0"
3977,"86 LEXINGTON AV","124200","4","2","0"
3978,"90 LEXINGTON AV","96800","3","1","0"
3979,"92 LEXINGTON AV","1280800","00","0","0"
3980,"96 LEXINGTON AV","128000","2","1","1"
3981,"LEXINGTON AV","3900","","",""
3982,"110 LEXINGTON AV #A","75000","2","1","1"
3983,"110 LEXINGTON AV #B","74800","2","1","1"
3984,"110 LEXINGTON AV #C","75000","2","1","1"
3985,"124 LEXINGTON AV","158700","4","1","1"
3986,"130 LEXINGTON AV #A","73700","1","1","0"
3987,"130 LEXINGTON AV #B","73500","1","1","0"
3988,"130 LEXINGTON AV #C","100100","2","1","0"
3989,"140 LEXINGTON AV","162000","4","1","1"
3990,"5 REVERE ST","123900","3","1","1"
3991,"111 LENOX ST","500700","00","0","1"
3992,"97 LENOX ST","1200","","",""
3993,"114 LEXINGTON AV #D","77000","2","1","1"
3994,"114 LEXINGTON AV #E","80000","2","2","1"
3995,"114 LEXINGTON AV #F","75000","2","1","1"
3996,"114 LEXINGTON AV #G","74800","2","1","1"
3997,"114 LEXINGTON AV #H","75000","2","1","1"
3998,"95 LENOX ST #I","36700","1","1","0"
3999,"95 LENOX ST #J","67100","2","2","0"
4000,"95 LENOX ST #K","73200","2","2","0"
4001,"95 LENOX ST #L","69000","2","1","1"
4002,"89 LENOX ST #M","76800","2","1","1"
4003,"89 LENOX ST #N","76800","2","1","1"
4004,"104 LEXINGTON AV","767400","00","0","1"
4005,"LENOX ST","36400","","",""
4006,"75 LENOX ST","256500","8","6","0"
4007,"71 LENOX ST","105900","2","2","0"
4008,"65 LENOX ST","110700","2","1","0"
4009,"59 LENOX ST","3900","","",""
4010,"LENOX ST","4300","","",""
4011,"49 LENOX ST","4400","","",""
4012,"43 LENOX ST","3900","","",""
4013,"15 LEXINGTON AV","20462900","","",""
4014,"117 LEXINGTON AV","143600","4","1","0"
4014,"117 LEXINGTON AV","143600","1","1",""
4015,"121 LEXINGTON AV #1","64700","1","1","0"
4016,"121 LEXINGTON AV #3","84700","2","1","1"
4017,"121 LEXINGTON AV #5","84700","2","1","1"
4018,"121 LEXINGTON AV #7","64700","1","1","0"
4019,"121 LEXINGTON AV #2","64700","1","1","0"
4020,"121 LEXINGTON AV #4","84700","2","1","1"
4021,"121 LEXINGTON AV #6","82600","2","1","0"
4022,"121 LEXINGTON AV #8","64700","1","1","0"
4023,"121 LEXINGTON AV #10","64700","1","1","0"
4024,"121 LEXINGTON AV #12","84700","2","1","1"
4025,"121 LEXINGTON AV #14","84700","2","1","1"
4026,"121 LEXINGTON AV #16","84700","2","1","1"
4027,"121 LEXINGTON AV #18","84700","2","1","1"
4028,"121 LEXINGTON AV #20","64700","1","1","0"
4029,"121 LEXINGTON AV #9","84700","2","1","1"
4030,"121 LEXINGTON AV #11","84700","2","1","1"
4031,"121 LEXINGTON AV #13","84700","2","1","1"
4032,"121 LEXINGTON AV #15","84700","2","1","1"
4033,"121 LEXINGTON AV #17","84700","2","1","1"
4034,"121 LEXINGTON AV #19","84700","2","1","1"
4035,"121 LEXINGTON AV #21","84700","2","1","1"
4036,"121 LEXINGTON AV #23","84700","2","1","1"
4037,"121 LEXINGTON AV #22","84700","2","1","1"
4038,"121 LEXINGTON AV #24","84700","2","1","1"
4039,"121 LEXINGTON AV #26","84700","2","1","1"
4040,"121 LEXINGTON AV #28","84700","2","1","1"
4041,"121 LEXINGTON AV #25","84700","2","1","1"
4042,"121 LEXINGTON AV #27","82600","2","1","0"
4043,"121 LEXINGTON AV #29","82600","2","1",""
4044,"121 LEXINGTON AV #31","82600","2","1","0"
4045,"125 LEXINGTON AV","117600","4","1","0"
4046,"127 LEXINGTON AV","191000","6","4","1"
4047,"131 LEXINGTON AV","188400","3","1","1"
4048,"135 LEXINGTON AV","124900","3","1","0"
4049,"141 LEXINGTON AV","177700","3","2","0"
4050,"37 REVERE ST","158100","3","2","0"
4051,"47 REVERE ST","167700","3","2","0"
4052,"57 REVERE ST","182300","4","2","0"
4053,"70 REVERE ST","332300","3","2","1"
4054,"62 REVERE ST","131000","6","2","0"
4055,"76 REVERE ST","297500","00","0","0"
4056,"61 REVERE ST","282300","00","0","0"
4057,"69 REVERE ST","169400","6","2","2"
4058,"84 RUSSELL ST","220200","8","3","0"
4059,"90 RUSSELL ST","155200","2","2","0"
4060,"80 RUSSELL ST","102900","2","2","0"
4061,"72 RUSSELL ST","127700","4","2","0"
4062,"60 RUSSELL ST","148800","4","2","1"
4063,"48 RUSSELL ST","33800","2","1","1"
4064,"50 RUSSELL ST #2","33800","2","1","1"
4065,"52 RUSSELL ST","38500","4","2","0"
4066,"44 RUSSELL ST","122000","3","2","0"
4067,"40 RUSSELL ST","40600","","",""
4068,"490 QUINNIPIAC AV","193500","4","1","0"
4069,"482 QUINNIPIAC AV","324500","8","6","0"
4070,"476 QUINNIPIAC AV","165900","3","3","0"
4071,"470 QUINNIPIAC AV","145700","2","1","0"
4072,"466 QUINNIPIAC AV","838200","00","0","0"
4073,"430 QUINNIPIAC AV","297600","","",""
4074,"400 QUINNIPIAC AV","273800","00","0",""
4075,"392 QUINNIPIAC AV","172300","3","1","0"
4076,"376 QUINNIPIAC AV","309900","00","0","0"
4077,NA,NA,"00","0","0"
4078,"366 QUINNIPIAC AV","83200","4","2","1"
4079,"360 QUINNIPIAC AV","38300","","",""
4080,"11 FERRY ST","309600","00","0",""
4081,"39 FERRY ST","510600","00","0",""
4082,"69 FERRY ST","109300","","",""
4083,"69 FERRY ST","107100","","",""
4084,"323 QUINNIPIAC AV","48760","","",""
4085,"341 QUINNIPIAC AV","682100","00","0",""
4086,"349 QUINNIPIAC AV","53500","","",""
4087,"375 QUINNIPIAC AV","2525700","00","0",""
4088,"399 QUINNIPIAC AV","100700","","",""
4089,"407 QUINNIPIAC AV","162200","4","3","0"
4090,"415 QUINNIPIAC AV","264300","00","0","0"
4091,"425 QUINNIPIAC AV","130900","4","2","0"
4092,"QUINNIPIAC AV","116900","","",""
4093,"431 QUINNIPIAC AV","40800","","",""
4094,"453 QUINNIPIAC AV","145500","6","3","0"
4095,"467 QUINNIPIAC AV","266300","4","5","0"
4096,"475 QUINNIPIAC AV","179000","5","2","0"
4097,"479 QUINNIPIAC AV","159000","6","3","0"
4098,"483 QUINNIPIAC AV","175400","6","3","0"
4099,"489 QUINNIPIAC AV","222200","4","4","0"
4100,"15 OXFORD ST","183000","00","0","0"
4101,"27 OXFORD ST","130500","3","2","0"
4102,"162 LENOX ST","116800","2","1","0"
4103,"156 LENOX ST","107000","2","1","0"
4104,"152 LENOX ST","109400","2","1","0"
4105,"140 LENOX ST","130400","3","1","0"
4106,"132 LENOX ST","130100","2","1","0"
4107,"126 LENOX ST","130400","3","1","0"
4108,"124 LENOX ST","3400","","",""
4109,"120 LENOX ST","130700","3","2","0"
4110,"110 LENOX ST","703000","00","0","0"
4110,"110 LENOX ST","703000","5","3","0"
4111,"30 LENOX ST","1101900","00","0","0"
4111,"30 LENOX ST","1101900","00","0","0"
4111,"30 LENOX ST","1101900","00","0","0"
4112,"LENOX ST","13400","","",""
4113,"494 QUINNIPIAC AV","160700","","",""
4114,"QUINNIPIAC AV","79700","","",""
4115,"524 QUINNIPIAC AV","128700","","",""
4116,"530 QUINNIPIAC AV","122100","","",""
4117,"536 QUINNIPIAC AV","191600","","",""
4118,NA,NA,"","",""
4119,NA,NA,"","",""
4120,NA,NA,"","",""
4121,NA,NA,"","",""
4122,"553 QUINNIPIAC AV","142200","6","2","0"
4123,"17 ANER ST","118500","3","1","0"
4124,"232 LENOX ST","155000","4","1","0"
4125,"220 LENOX ST","140600","3","1","0"
4126,"210 LENOX ST","141500","3","1","1"
4127,"204 LENOX ST","127300","4","2","0"
4128,"200 LENOX ST","142800","6","2","0"
4129,"196 LENOX ST","165900","6","2","1"
4130,"190 LENOX ST","170000","3","2","1"
4131,"180 LENOX ST","164400","4","4","0"
4132,"12 OXFORD ST","139300","6","2","0"
4133,"501 QUINNIPIAC AV","173200","5","3","0"
4134,"505 QUINNIPIAC AV","150500","4","2","1"
4135,"515 QUINNIPIAC AV","165800","5","3","0"
4136,"517 QUINNIPIAC AV","176200","5","3","0"
4137,"525 QUINNIPIAC AV","196000","2","2","1"
4138,"529 QUINNIPIAC AV","138400","3","2","1"
4139,"533 QUINNIPIAC AV","124100","3","3","1"
4140,"535 QUINNIPIAC AV","134400","3","3","0"
4141,"537 QUINNIPIAC AV","112400","3","2","0"
4142,"539 QUINNIPIAC AV","112300","4","2","0"
4143,"543 QUINNIPIAC AV","173700","3","1","1"
