"pid","location","totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
7087,"183 ENGLISH ST",125100,5,0,3,215000,"02/05/2007",205000,"06/14/2005",0,"04/19/2004",158100,"03/31/2004",0,"02/06/1998",1900,2734,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM2","1000",0,41.316837,-72.8951636966667
7088,"187 ENGLISH ST",107900,6,0,3,153000,"04/29/2008",91000,"07/02/2002",51000,"10/22/1998",0,"10/19/1998",30000,"08/17/1998",1900,2679,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM2","1000",324,41.31682,-72.89527401
7089,"191 ENGLISH ST",133400,4,0,2,220000,"04/06/2006",0,"10/01/2004",90000,"09/24/2004",0,"03/24/1980",NA,NA,1900,3190,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM2","1000",0,41.31684789,-72.8954237266667
7090,"195 ENGLISH ST",139800,8,0,3,156250,"06/23/2015",75500,"07/17/2003",0,"03/19/2003",94000,"01/21/1997",40000,"10/31/1995",1900,3316,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM2","1000",0,41.31682792,-72.8955645233333
7091,"143 ROWE ST",132300,6,0,3,142000,"05/29/2013",120000,"10/21/2003",0,"10/21/2003",131000,"03/13/2001",60000,"12/13/2000",1900,2889,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM2","1000",0,41.31714869,-72.89571483
7092,"147 ROWE ST",105000,4,0,2,53000,"01/28/2010",0,"01/28/2010",182000,"06/04/2004",0,"12/16/2003",0,"06/11/1997",1900,2698,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM2","1000",0,41.31723,-72.8957319366667
7093,"211 ATWATER ST",141200,7,0,4,0,"08/18/2015",0,"06/15/2007",0,"06/15/2007",0,"05/04/2004",139000,"12/01/2003",1900,3363,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM2","1000",0,41.31760449,-72.89411808
7094,"148 DOVER ST",119000,3,0,1.5,21000,"03/29/1979",NA,NA,NA,NA,NA,NA,NA,NA,1935,1416,55,"Colonial","Single Family","Average",1,"None","Average","Average",0.14,"RM2","1000",0,41.31798,-72.89390418
7095,"146 DOVER ST",123000,4,0,2,0,"10/08/2009",25000,"02/05/2004",0,"09/29/2000",0,"03/11/1996",0,"01/22/1996",1930,1200,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","1000",0,41.3178992,-72.89380676
7096,"142 DOVER ST",122100,4,0,2,0,"12/31/2012",0,"12/31/1997",0,"10/28/1994",1,"11/05/1984",NA,NA,1930,2208,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","1000",0,41.31793207,-72.89416
7097,"138 DOVER ST",107700,4,0,2,0,"09/09/2014",99000,"08/01/2003",0,NA,NA,NA,NA,NA,1900,1760,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM2","1000",0,41.31793865,-72.89363725
7099,"203 ATWATER ST",101500,4,0,2,110000,"12/23/2004",54000,"04/16/1993",NA,NA,NA,NA,NA,NA,1900,2013,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.34,"RM2","1000",384,41.31746007,-72.8940952366667
7100,"205 ATWATER ST",108500,3,0,2,139500,"11/16/2009",60000,"02/10/2009",0,"07/10/2008",120000,"07/11/2002",50000,"01/16/2002",1900,2049,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","1000",0,41.317632,-72.89408645
7101,"207 ATWATER ST",141000,6,0,3,161000,"06/10/2005",146500,"03/27/2003",0,"02/21/2002",0,"08/02/1988",NA,NA,1900,2674,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.08,"RM2","1000",0,41.31768795,-72.894226
7102,"270 CLINTON AV",184700,2,0,2,54000,"05/18/1999",5100,"03/17/1998",0,"05/23/1988",NA,NA,NA,NA,1900,2136,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.16,"RM2","1000",0,41.3177459766667,-72.89267037
7103,"276 CLINTON AV",97100,4,0,3,0,"01/18/2011",0,"06/16/2004",170000,"01/20/2004",40000,"04/20/2001",0,"08/04/2000",1900,2644,37,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.15,"RM2","1000",560,41.3179086666667,-72.8926785166667
7104,"278 CLINTON AV",145800,6,0,3,230000,"11/24/2006",0,"08/20/2003",0,"07/22/2003",0,"08/08/2002",63500,"08/08/2002",1900,3300,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM2","1000",0,41.3180036833333,-72.8927012166667
7108,"199 DOVER ST",167500,4,0,2,57900,"10/29/1985",NA,NA,NA,NA,NA,NA,NA,NA,1900,2318,58,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.18,"RM2","1000",0,41.31774098,-72.89577197
7109,"193 DOVER ST",73000,3,0,1.5,62000,"10/19/2009",0,"06/05/2009",0,"08/15/2000",94000,"08/26/1988",NA,NA,1900,1396,27,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1000",0,41.31782562,-72.89556
7110,"185 DOVER ST",107300,4,0,2.5,0,"08/29/2013",53000,"08/07/2013",7500,"05/26/2011",7500,"05/26/2011",7500,"05/26/2011",1900,1480,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.21,"RM2","1000",0,41.31782,-72.89528795
7111,"181 DOVER ST",88400,6,0,2,0,"05/09/2005",0,"11/13/2003",45000,"07/12/2001",0,"03/21/2001",0,"03/08/2001",1900,1570,58,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM2","1000",0,41.31789156,-72.89512682
7112,"175 DOVER ST",111000,5,0,2,0,"06/08/1982",NA,NA,NA,NA,NA,NA,NA,NA,1900,2108,58,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.19,"RM2","1000",528,41.31787176,-72.8949428633333
7114,"244 ATWATER ST",103900,4,0,2,227000,"04/18/2007",0,"04/18/2007",0,"07/07/2005",38000,"06/27/2005",0,"06/10/2004",1900,1738,73,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM2","1000",0,41.31823347,-72.8944679033333
7115,"246 ATWATER ST",83900,4,0,2,0,"01/12/2012",0,"08/25/2006",0,"03/14/2003",0,"04/19/2002",95000,"04/19/2002",1920,1566,58,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM2","1000",0,41.31834551,-72.894424
7116,"34 WILCOX PL",145500,4,0,2,0,"07/06/2010",0,"08/25/2006",0,"03/14/2003",0,"03/09/2002",0,"03/08/2002",1920,2205,58,"Colonial","Single Family","Average",1,"None","Average","Average",0.05,"RM2","1000",0,41.31838012,-72.8946260933333
7117,"248 ATWATER ST",95800,4,0,2,45000,"07/11/1997",25000,"11/12/1993",NA,NA,NA,NA,NA,NA,1900,1836,58,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","1000",0,41.318455,-72.89451577
7118,"159 DOVER ST",110800,4,0,2,0,"11/17/2014",65700,"10/13/2009",0,"05/15/2009",180000,"04/30/2008",210000,"08/05/2005",1900,1955,73,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RM2","1000",0,41.317986625,-72.8941256433333
7121,"141 DOVER ST",123800,5,0,3,0,"07/22/2005",180000,"06/23/2003",80000,"12/26/2002",0,"03/20/1998",0,"03/17/1986",1900,2790,63,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.21,"RM2","1000",0,41.31807375,-72.8935537733333
7122,"139 DOVER ST",114985,2,0,1,63000,"04/07/2003",0,NA,NA,NA,NA,NA,NA,NA,1900,1382,63,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1000",0,41.31806732,-72.89339975
7123,"135 DOVER ST",115000,4,0,2,0,"06/26/2000",57000,"10/21/1999",0,"11/08/1991",NA,NA,NA,NA,1900,2252,63,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","1000",480,41.31816184,-72.89323182
7124,"247 ATWATER ST",71500,3,0,1.5,141000,"11/08/2005",0,"05/06/2005",90000,"04/12/2005",0,"02/07/2005",125000,"08/15/2003",1900,928,45,"Bungalow","Single Family","Below Average",1,"Central","Average","Average",0.09,"RM2","1000",0,41.31852,-72.894424
7125,"7 WILCOX PL",76000,3,0,1,0,"08/24/2011",28000,"08/24/2011",0,"02/15/2011",0,"08/27/2010",125000,"11/06/2006",1900,1129,68,"Bungalow","Single Family","Fair",1,"None","Average","Average",0.07,"RM2","1000",0,41.318497,-72.89448
7126,"5 WILCOX PL",58800,2,0,1,60000,"04/06/2015",0,"01/28/2014",0,"02/16/1978",NA,NA,NA,NA,1900,1016,45,"Bungalow","Single Family","Fair",1,"None","Average","Average",0.07,"RM2","1000",0,41.318497,-72.89399266
7127,"1 WILCOX PL",65300,3,0,1,95000,"07/01/2013",0,"04/02/2013",0,"06/20/2005",0,"05/20/1988",NA,NA,1900,1240,45,"Colonial","Single Family","Fair",1,"Central","Average","Average",0.08,"RM2","1000",0,41.318604315,-72.89355433
7128,"306 CLINTON AV",94800,4,0,2,55100,"12/18/2012",0,"12/06/2012",0,"12/06/2012",0,"09/25/2006",0,"03/12/2003",1900,1720,58,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.25,"RM2","1000",400,41.3189101933333,-72.8929316633333
7129,"296 CLINTON AV",98000,5,0,2,80500,"09/05/2012",50000,"10/31/2011",239000,"10/28/2005",22000,"11/26/1996",NA,NA,1900,2232,50,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.32,"RM2","1000",720,41.31863702,-72.8929008533333
7130,"290 CLINTON AV",128900,6,0,3,50000,"10/28/1993",NA,NA,NA,NA,NA,NA,NA,NA,1900,2989,63,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM2","1000",324,41.318447,-72.89281068
7131,"286 CLINTON AV",109800,5,0,3,0,"12/01/1987",0,"09/19/1984",NA,NA,NA,NA,NA,NA,1900,2989,50,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM2","1000",360,41.31834852,-72.8927863066667
7137,"31 BAILEY ST",127900,4,0,3,0,"01/07/2008",240000,"04/13/2006",0,"01/12/2006",229500,"09/08/2005",58880,"11/04/1996",1988,2016,81,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM2","1000",480,41.31950792,-72.89084894
7138,"21 BAILEY ST",95200,2,0,1,55000,"11/25/2008",0,"07/21/2008",119250,"03/14/2006",0,"09/10/2002",69900,"04/14/1989",1900,912,58,"Colonial","Single Family","Average",1,"None","Average","Average",0.23,"RM2","1000",0,41.319609365,-72.89043792
7142,"137 ENGLISH ST",143500,6,0,3,0,"06/06/2012",0,NA,NA,NA,NA,NA,NA,NA,1900,3053,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM2","1000",572,41.31711,-72.89324809
7143,"141 ENGLISH ST",142800,6,0,3,0,"01/24/2014",270000,"09/29/2006",37500,"02/03/2000",22500,"02/03/2000",0,"11/21/1994",1900,3064,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM2","1000",800,41.317078,-72.89342508
7144,"145 ENGLISH ST",104000,4,0,2,145000,"11/26/2003",0,"11/26/2003",0,"03/01/2002",0,"08/07/1990",NA,NA,1900,2155,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM2","1000",0,41.31713715,-72.89366
7147,"256 CLINTON AV",176600,3,0,2,0,"12/18/1995",0,"08/16/1993",NA,NA,NA,NA,NA,NA,1900,1870,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.16,"RM2","1000",527,41.31734656,-72.8925689033333
7148,"260 CLINTON AV",114700,4,0,2,45000,"03/15/2005",0,"04/24/1991",NA,NA,NA,NA,NA,NA,1905,2976,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.16,"RM2","1000",324,41.3174675133333,-72.89259767
7149,"264 CLINTON AV",150400,6,0,3,0,"02/11/2005",66000,"11/25/1987",NA,NA,NA,NA,NA,NA,1900,2996,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM2","1000",0,41.31757683,-72.89262344
7150,"71 LOMBARD ST",121300,3,0,1,0,"01/20/2009",75000,"01/20/2009",0,"06/09/2008",0,"08/29/2006",220000,"03/23/2006",1916,1070,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.15,"RM1","1000",0,41.31627822,-72.8891067
7151,"105 DOWNING ST",161600,6,0,3,267000,"08/01/2005",6500,"07/08/1999",0,"08/11/1998",0,"11/25/1996",25000,"10/30/1991",1930,3212,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM1","1000",0,41.31649,-72.88935
7155,"370 FRONT ST",115300,3,0,1,0,"02/27/2015",0,"08/12/2014",73000,"05/30/2014",0,"08/14/2013",182500,"06/01/2006",1929,1046,68,"Bungalow","Single Family","Below Average",1,"None","Average","Average",0.14,"RM1","1000",0,41.31694985,-72.8873665766667
7156,"366 FRONT ST",111800,4,0,2,0,"02/27/2015",122000,"10/21/2013",80000,"02/15/2013",0,"02/05/2010",0,"07/23/2001",1900,1884,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM1","1000",0,41.316796765,-72.8873489733333
7157,"360 FRONT ST",215400,3,0,1.5,137000,"10/15/2008",35000,"09/01/1998",0,"06/25/1998",69900,"02/23/1993",NA,NA,1900,1289,90,"Colonial","Single Family","Average",1,"Central","Average","Average",0.1,"RM1","1000",0,41.3167301666667,-72.8873153133333
7158,"13 LOMBARD ST",134300,3,0,1,0,"07/06/2011",107777,"10/07/2003",1e+05,"06/16/1987",NA,NA,NA,NA,1900,1470,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.316475,-72.8876787233333
7159,"17 LOMBARD ST",111000,3,0,1,62000,"02/02/2012",0,"05/07/2010",0,"12/09/2005",163000,"03/21/2005",130000,"03/21/2005",1920,1217,55,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.316463,-72.88779347
7160,"21 LOMBARD ST",128100,3,0,1,80000,"04/04/2005",43000,"02/13/2004",11250,"01/31/2003",0,"05/13/2002",0,"05/07/2001",1920,1201,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.316449195,-72.8879250333333
7161,"27 LOMBARD ST",148600,3,0,1.5,156000,"09/20/2010",69000,"05/20/2008",0,"03/23/2007",75000,"06/04/2001",60000,"11/28/2000",1900,1217,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",400,41.316428705,-72.88805821
7162,"31 LOMBARD ST",128800,3,0,1,0,"09/16/1988",NA,NA,NA,NA,NA,NA,NA,NA,1920,1242,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.3164128,-72.8881750566667
7163,"37 LOMBARD ST",129300,3,0,1,40500,"03/17/1997",NA,NA,NA,NA,NA,NA,NA,NA,1930,1124,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",200,41.316399135,-72.88829174
7165,"45 LOMBARD ST",130800,3,0,1,169900,"06/30/2005",0,"05/19/1972",NA,NA,NA,NA,NA,NA,1915,1344,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.31636474,-72.8885342166667
7166,"57 LOMBARD ST",154900,6,0,3,0,"06/02/1982",NA,NA,NA,NA,NA,NA,NA,NA,1920,3053,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.15,"RM1","1000",288,41.31642422,-72.88872117
7167,"63 LOMBARD ST",122500,5,0,3,0,"04/20/2010",0,"02/04/2010",55000,"02/22/1999",185000,"07/24/1987",NA,NA,1930,3053,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.17,"RM1","1000",484,41.31639012,-72.8888877233333
7169,"436 FRONT ST",94800,5,0,2,98000,"07/16/2012",105000,"08/02/2010",120000,"07/30/2008",0,"07/24/2008",175000,"08/26/2005",1900,2000,58,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.3198317933333,-72.88981404
7171,"192 CHATHAM ST",125600,8,0,3,0,"02/22/2011",0,"03/19/2007",0,"03/19/2007",135000,"11/22/2002",75000,"07/16/2002",1900,3309,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",360,41.31438472,-72.8949064166667
7172,"188 CHATHAM ST",121700,6,0,3,190000,"05/23/2005",0,"02/09/2005",0,"12/31/1997",36250,"12/23/1997",0,"07/29/1991",1900,3311,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31432575,-72.89475513
7173,"184 CHATHAM ST",145500,6,0,3,169600,"06/23/2010",84900,"02/02/2009",0,"11/21/2008",226500,"07/07/2005",0,"05/31/2005",1900,3309,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",400,41.31434802,-72.89459701
7174,"180 CHATHAM ST",142400,6,0,2,1,"01/22/2004",1,"01/22/2004",0,"05/28/2003",25000,"01/19/1996",0,"12/22/1995",1915,3311,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",400,41.31445144,-72.89444039
7175,"176 CHATHAM ST",136400,5,0,2,85000,"09/20/2013",0,"08/31/2012",0,NA,NA,NA,NA,NA,1900,3309,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",0,41.31447193,-72.8942887333333
7176,"172 CHATHAM ST",143900,6,0,2,150000,"09/25/2008",67000,"09/18/1997",0,"03/26/1990",NA,NA,NA,NA,1915,3309,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",540,41.314394,-72.89413204
7177,"168 CHATHAM ST",143700,7,0,3,0,"12/02/2013",91000,"03/01/2000",35000,"03/29/1999",0,"06/26/1998",95000,"08/01/1985",1915,3311,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM1","1000",504,41.31441627,-72.89398003
7186,"119 GRAFTON ST",135000,7,0,3,175000,"12/02/2014",150000,"12/29/2010",320000,"05/22/2006",0,"01/16/1996",0,"09/03/1992",1915,3247,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM1","1000",910,41.31353628,-72.8938696133333
7187,"123 GRAFTON ST",173100,8,0,3,0,"06/01/2015",145500,"05/27/2015",0,"06/10/2014",150000,"05/28/2003",0,"06/11/1973",1915,4516,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.15,"RM1","1000",504,41.313526,-72.89398
7188,"125 GRAFTON ST",121800,6,0,3,174900,"09/01/2004",95000,"04/01/1993",NA,NA,NA,NA,NA,NA,1900,2423,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1000",312,41.31352,-72.89412902
7189,"129 GRAFTON ST",120200,5,0,2,105000,"04/05/1988",NA,NA,NA,NA,NA,NA,NA,NA,1910,2423,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1000",240,41.31346812,-72.8942578666667
7190,"133 GRAFTON ST",125200,4,0,2,32000,"10/27/1995",0,"05/07/1993",NA,NA,NA,NA,NA,NA,1915,2568,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1000",560,41.31345763,-72.89438455
7196,"156 CHATHAM ST",132400,6,0,2,170000,"08/25/2004",131914,"05/30/2003",0,"05/12/2003",0,"05/01/2003",0,NA,1915,3180,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",0,41.31454318,-72.8932568366667
7197,"152 CHATHAM ST",130700,4,0,2,150000,"09/28/2012",75000,"03/27/1998",NA,NA,NA,NA,NA,NA,1900,3172,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",0,41.3145627833333,-72.8931238833333
7198,"148 CHATHAM ST",136100,4,0,2,1e+05,"06/04/2013",245000,"10/06/2005",195000,"03/31/2005",0,"02/04/2005",121000,"06/16/1998",1915,3164,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",336,41.31465192,-72.8929912066667
7199,"144 CHATHAM ST",134700,7,0,2,152500,"09/16/2015",0,"05/01/2014",0,"04/07/2014",0,"01/28/2014",0,"07/09/2013",1915,3172,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",216,41.3145978833333,-72.89291724
7200,"140 CHATHAM ST",110100,4,0,2,0,"12/30/2009",193000,"03/23/2006",101000,"05/04/2005",0,"05/12/1995",NA,NA,1900,2012,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",0,41.3145931566667,-72.8927217933333
7201,"136 CHATHAM ST",141900,7,0,3,59000,"05/11/2011",10000,"05/19/1997",0,"05/19/1997",0,"10/25/1996",0,"01/18/1996",1915,3293,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM1","1000",0,41.31470814,-72.8925939466667
7202,"134 CHATHAM ST",165700,4,0,2,85000,"07/28/1986",NA,NA,NA,NA,NA,NA,NA,NA,1967,1456,76,"Ranch","Single Family","Average",1,"Central","Average","Average",0.14,"RM1","1000",0,41.3146322566667,-72.8924772166667
7203,"182 CLINTON AV",110400,4,0,2,99900,"11/06/2001",34000,"11/29/2000",10000,"04/24/2000",0,"11/14/1996",0,"11/21/1995",1915,1912,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",192,41.3147050833333,-72.8919050066667
7205,"168 CLINTON AV",153400,7,0,3,0,"08/23/2005",94000,"10/25/1999",NA,NA,NA,NA,NA,NA,1900,3599,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.15,"RM1","1000",380,41.3143649033333,-72.8918272533333
7206,"164 CLINTON AV",162100,8,0,3.5,0,"02/28/2005",120000,"09/14/1999",0,"11/10/1997",0,"12/04/1996",0,"03/26/1996",1850,3424,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.28,"RM1","1000",0,41.31419164,-72.89176888
7207,"154 CLINTON AV",150600,6,0,3,0,"02/24/1998",0,"09/26/1997",NA,NA,NA,NA,NA,NA,1900,3494,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM1","1000",342,41.313957,-72.89170951
7208,"79 GRAFTON ST",145300,6,0,3,0,"02/22/2011",85000,"06/25/1997",35000,"05/11/1995",0,"11/17/1994",176500,"07/11/1989",1900,3281,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",342,41.31375834,-72.8921741866667
7209,"83 GRAFTON ST",144900,5,0,3,185000,"10/17/2003",0,"03/26/2003",0,"11/06/1974",NA,NA,NA,NA,1915,3281,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM1","1000",400,41.31375368,-72.8923793666667
7210,"87 GRAFTON ST",112900,2,0,1.5,0,"06/24/2013",165000,"03/17/2008",0,"05/05/2005",0,"06/13/1983",NA,NA,1930,1151,78,"Bungalow","Single Family","Below Average",1,"None","Average","Average",0.17,"RM1","1000",198,41.31373077,-72.89253782
7216,"57 MALTBY ST",143000,6,0,4,0,"02/10/2006",0,"10/07/2003",0,"06/24/2003",0,"02/13/2001",0,"08/29/1995",1900,3459,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.09,"RM1","1000",0,41.31476,-72.89014545
7217,"64 CHATHAM ST",127100,6,0,3,0,"06/16/2006",35000,"06/16/2006",0,"06/16/2006",0,NA,NA,NA,1900,3053,55,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.1,"RM1","1000",320,41.31503629,-72.8897431033333
7218,"60 CHATHAM ST",145400,5,0,3,0,"10/10/2003",0,"10/10/2003",0,"10/10/2003",0,"10/10/2003",0,"02/20/2001",1915,3053,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31505595,-72.88959532
7219,"66 DOWNING ST",153500,3,0,1.5,63000,"06/30/2000",0,"06/30/2000",0,"06/30/2000",1e+05,"06/03/1991",NA,NA,1915,1629,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.1,"RM1","1000",0,41.31504018,-72.8891117866667
7220,"62 DOWNING ST",162900,3,0,1.5,182450,"08/02/2013",60000,"12/03/2012",0,"04/14/2011",0,"07/22/2008",0,"08/26/2002",1900,1805,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.1,"RM1","1000",0,41.31494377,-72.8890856833333
7221,"58 DOWNING ST",172400,3,0,1.5,227500,"11/12/2010",0,"10/31/1983",NA,NA,NA,NA,NA,NA,1915,2010,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.1,"RM1","1000",0,41.31481,-72.88903354
7222,"54 DOWNING ST",149400,3,0,1.5,0,"01/30/1992",NA,NA,NA,NA,NA,NA,NA,NA,1917,1352,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.13,"RM1","1000",220,41.314724,-72.8890545366667
7223,"50 DOWNING ST",145900,2,0,1,0,"03/27/1995",0,"03/27/1995",0,"07/01/1988",NA,NA,NA,NA,1916,1303,78,"Colonial","Single Family","Above Average",1,"None","Average","Above Average",0.09,"RM1","1000",0,41.31464,-72.8889828033333
7224,"46 DOWNING ST",119500,2,0,1,162500,"07/28/2014",0,"07/28/2014",165000,"08/31/2006",0,"08/31/2006",147564,"04/12/2006",1922,1227,68,"Bungalow","Single Family","Average",1,"None","Average","Average",0.09,"RM1","1000",0,41.314552,-72.88897583
7225,"44 DOWNING ST",163400,3,0,1,170000,"11/09/2010",215000,"09/18/2007",140500,"08/01/2007",0,"02/02/2007",0,"11/30/1982",1915,1585,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.09,"RM1","1000",0,41.3144753233333,-72.8889526233333
7226,"40 DOWNING ST",106700,5,0,2,0,"02/20/2015",135000,"05/16/2005",0,"04/20/2005",0,"11/16/2000",31000,"05/23/1977",1900,1819,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.09,"RM1","1000",0,41.31437891,-72.88892552
7227,"7 GRAFTON ST",86600,2,0,2,0,"03/28/2014",90000,"01/09/2014",0,"02/20/2002",0,"12/12/2001",0,"06/26/1996",1875,1429,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM1","1000",0,41.31426914,-72.8892867633333
7228,"17 GRAFTON ST",180600,3,0,1,0,"09/14/2012",108000,"02/05/1993",NA,NA,NA,NA,NA,NA,1912,1605,68,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.15,"RM1","1000",484,41.31423748,-72.8895200766667
7229,"29 MALTBY ST",138200,8,0,3,125000,"11/05/2002",0,"01/08/1993",NA,NA,NA,NA,NA,NA,1915,3227,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM1","1000",0,41.314125,-72.89006
