"pid","location","totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
21252,"147 COLONY RD",243800,3,0,2.5,0,"09/22/1997",0,"03/31/1977",NA,NA,NA,NA,NA,NA,1932,2045,78,"Colonial","Single Family","Good",1,"Central","Below Average","Average",0.15,"RS2","1700",400,41.32622193,-72.9444128733333
21253,"155 COLONY RD",175800,4,0,2.5,0,"09/02/2011",179000,"12/20/2001",0,"07/01/1996",0,"02/08/1995",0,"04/14/1983",1927,2040,55,"Colonial","Single Family","Good",1,"None","Average","Average",0.22,"RS2","1700",240,41.32643218,-72.94434
21254,"161 COLONY RD",295100,5,0,2.5,0,"06/29/2015",319000,"06/16/2011",415000,"06/29/2007",0,"11/02/2004",224000,"03/01/1989",1937,2953,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.22,"RS2","1700",400,41.3265819633333,-72.9442391466667
21255,"165 COLONY RD",304600,4,0,2.5,0,"04/27/2009",0,"06/14/1996",127000,"12/15/1995",0,"06/16/1995",225000,"09/01/1988",1936,2875,79,"Colonial","Single Family","Good",1,"Central","Average","Average",0.24,"RS2","1700",374,41.3267003533333,-72.944244
21256,"175 COLONY RD",409300,4,0,4,0,"05/09/1975",NA,NA,NA,NA,NA,NA,NA,NA,1937,3402,78,"Colonial","Single Family","Vg/Exc",1,"Central","Average","Average",0.4,"RS2","1700",264,41.32692,-72.94403348
21257,"183 COLONY RD",246700,3,0,2,0,"01/30/2012",0,"12/19/1995",NA,NA,NA,NA,NA,NA,1925,2045,78,"Colonial","Single Family","Good",1,"Central","Average","Average",0.21,"RS2","1700",418,41.3270817766667,-72.94389332
21258,"189 COLONY RD",197100,3,0,1.5,0,"05/25/1982",NA,NA,NA,NA,NA,NA,NA,NA,1930,1847,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.21,"RS2","1700",462,41.327152,-72.94380641
21259,"195 COLONY RD",232300,4,0,3,0,"10/15/1999",178000,"08/18/1998",58000,"08/27/1982",NA,NA,NA,NA,1930,2428,68,"Colonial","Single Family","Good",1,"Central","Average","Average",0.21,"RS2","1700",216,41.32737089,-72.9437495633333
21260,"201 COLONY RD",230800,3,0,1.5,121000,"02/20/2015",0,"12/24/2007",120000,"09/29/1998",122500,"03/27/1995",0,"07/03/1991",1936,2400,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.21,"RS2","1700",400,41.32757337,-72.9436832133333
21261,"207 COLONY RD",246400,3,0,1.5,0,"03/28/2008",0,"09/10/1986",NA,NA,NA,NA,NA,NA,1931,2403,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.2,"RS2","1700",200,41.327446,-72.943825
21262,"215 COLONY RD",194700,4,0,2.5,229900,"07/29/2002",120000,"12/24/1996",0,"03/25/1991",NA,NA,NA,NA,1935,1860,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.2,"RS2","1700",400,41.32758,-72.94374
21263,"219 COLONY RD",209900,3,0,1.5,0,"08/24/1998",NA,NA,NA,NA,NA,NA,NA,NA,1932,2127,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.2,"RS2","1700",400,41.327644,-72.94340228
21264,"225 COLONY RD",317600,5,0,2.5,312000,"08/08/2011",0,"09/28/2010",258000,"01/16/2001",0,"09/02/1999",NA,NA,1940,3058,78,"Colonial","Single Family","Good",1,"Central","Average","Average",0.19,"RS2","1700",400,41.327744,-72.94331676
21265,"231 COLONY RD",272100,4,0,2,0,"02/09/2004",0,"07/31/2001",256000,"07/31/2001",235000,"03/18/1988",NA,NA,1932,2545,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.19,"RS2","1700",625,41.32784,-72.94358
21266,"237 COLONY RD",201000,3,0,1.5,0,"05/30/2002",130900,"10/27/1995",NA,NA,NA,NA,NA,NA,1940,1980,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.19,"RS2","1700",361,41.327938,-72.94319014
21267,"245 COLONY RD",223100,3,0,1.5,315000,"04/15/2004",180000,"09/10/2001",0,"07/23/1997",161000,"02/04/1992",NA,NA,1925,2279,68,"Colonial","Single Family","Good",1,"Central","Average","Average",0.19,"RS2","1700",400,41.32862124,-72.9430997566667
21268,"249 COLONY RD",193300,3,0,1.5,0,"07/28/2011",74000,"03/15/1983",NA,NA,NA,NA,NA,NA,1935,1992,68,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.19,"RS2","1700",400,41.32874097,-72.94303908
21269,"255 COLONY RD",222900,4,0,2.5,104000,"11/26/1985",NA,NA,NA,NA,NA,NA,NA,NA,1938,2336,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.24,"RS2","1700",190,41.328236,-72.9429483
21270,"670 ELLSWORTH AV",216000,3,0,1.5,235550,"08/09/2012",290000,"08/01/2005",68500,"04/22/1999",130000,"04/01/1992",186000,"09/07/1989",1933,1788,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.15,"RS2","1700",220,41.32769,-72.94210119
21271,"666 ELLSWORTH AV",233300,4,0,2.5,0,"11/05/2014",180000,"08/30/2002",2e+05,"04/05/2001",0,"01/12/2001",0,"03/10/1994",1926,1966,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.19,"RS2","1700",190,41.32820801,-72.9422033366667
21272,"660 ELLSWORTH AV",246600,4,0,2.5,45000,"11/08/1979",NA,NA,NA,NA,NA,NA,NA,NA,1935,2036,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.33,"RS2","1700",260,41.3275,-72.942375
21273,"650 ELLSWORTH AV",471900,4,0,3.5,295000,"05/16/1989",NA,NA,NA,NA,NA,NA,NA,NA,1930,4157,90,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.33,"RS2","1700",380,41.327312,-72.9424488733333
21274,"636 ELLSWORTH AV",342500,4,0,3.5,0,"09/13/2001",0,"11/22/1983",NA,NA,NA,NA,NA,NA,1938,2963,68,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.45,"RS2","1700",506,41.327045,-72.94261693
21275,"620 ELLSWORTH AV",270000,5,0,3,166000,"03/02/1998",225000,"09/29/1986",NA,NA,NA,NA,NA,NA,1930,2810,78,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.44,"RS2","1700",414,41.326744,-72.9428159366667
21276,"610 ELLSWORTH AV",425500,5,0,3.5,0,"09/08/1981",NA,NA,NA,NA,NA,NA,NA,NA,1929,3078,90,"Colonial","Single Family","Very Good",1,"Central","Average","Average",0.33,"RS2","1700",418,41.326553,-72.94296936
21277,"606 ELLSWORTH AV",336100,5,0,3.5,153000,"01/29/1998",44476,"05/24/1995",NA,NA,NA,NA,NA,NA,1937,2652,78,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.24,"RS2","1700",0,41.32648,-72.94299
21278,"600 ELLSWORTH AV",416800,5,0,2.5,330000,"07/15/2002",130000,"11/11/1996",0,"11/30/1995",0,"04/08/1987",NA,NA,1925,3497,90,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.24,"RS2","1700",480,41.32641919,-72.94316206
21279,"590 ELLSWORTH AV",289600,4,0,3.5,375000,"12/29/2014",355000,"07/24/2003",310000,"09/21/2001",0,"07/02/1973",NA,NA,1935,3003,68,"Colonial","Single Family","Good",1,"Central","Below Average","Below Average",0.23,"RS2","1700",420,41.326176,-72.94326564
21280,"580 ELLSWORTH AV",423800,5,0,4.5,0,"02/20/2009",0,"05/23/1986",NA,NA,NA,NA,NA,NA,1930,4199,78,"Colonial","Single Family","Good",1,"Central","Average","Average",0.71,"RS2","1700",462,41.325918625,-72.9434420366667
21281,"97 DYER ST",238000,3,0,2,124000,"12/30/1994",NA,NA,NA,NA,NA,NA,NA,NA,1932,2953,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.18,"RS2","1700",400,41.32585717,-72.9441794133333
21283,"105 GLEN RD",292800,4,0,3,0,"03/09/2010",0,"02/24/2006",0,"07/15/1976",NA,NA,NA,NA,1920,2802,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.29,"RS2","1700",437,41.324142,-72.9435858566667
21284,"531 ELLSWORTH AV",257900,4,0,2,116000,"05/16/1997",0,"09/18/1985",NA,NA,NA,NA,NA,NA,1920,2432,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.29,"RS2","1700",216,41.3246410833333,-72.9439021966667
21285,"535 ELLSWORTH AV",219800,3,0,1.5,38000,"01/30/1976",NA,NA,NA,NA,NA,NA,NA,NA,1936,1764,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.29,"RS2","1700",360,41.324757,-72.943985
21286,"545 ELLSWORTH AV",299200,4,0,3.5,145000,"09/09/1996",0,"09/09/1996",NA,NA,NA,NA,NA,NA,1928,2956,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.35,"RS2","1700",435,41.3249321566667,-72.94366248
21287,"551 ELLSWORTH AV",369800,6,0,3.5,0,"08/27/2014",120000,"12/31/1981",NA,NA,NA,NA,NA,NA,1929,3625,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.29,"RS2","1700",361,41.32513019,-72.94374
21288,"557 ELLSWORTH AV",334000,4,0,2.5,190000,"06/21/1996",215000,"05/27/1994",NA,NA,NA,NA,NA,NA,1924,3199,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.36,"RS2","1700",468,41.32526521,-72.94345999
21289,"502 NORTON PKWY",165100,3,0,2,126000,"08/10/1998",151500,"03/12/1990",NA,NA,NA,NA,NA,NA,1930,1856,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.27,"RS2","1700",360,41.32482997,-72.9420272533333
21290,"494 NORTON PKWY",214200,4,0,1.5,82500,"09/02/1998",0,"06/03/1996",NA,NA,NA,NA,NA,NA,1925,1964,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.3,"RS2","1700",420,41.324577,-72.9421497
21291,"488 NORTON PKWY",280700,5,0,3.5,127000,"06/24/1999",NA,NA,NA,NA,NA,NA,NA,NA,1926,3136,78,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.37,"RS2","1700",299,41.324425,-72.94219
21292,"484 NORTON PKWY",263900,4,0,2.5,122000,"11/21/1996",0,"06/19/1991",NA,NA,NA,NA,NA,NA,1930,2857,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.34,"RS2","1700",361,41.3243165,-72.94226
21293,"476 NORTON PKWY",243800,6,0,2.5,0,"10/22/2007",320000,"11/14/2006",278000,"04/13/2006",161900,"01/24/2002",0,"12/01/1995",1925,2541,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.23,"RS2","1700",0,41.32412,-72.94239
21294,"470 NORTON PKWY",206700,4,0,2,0,"08/04/2011",74901,"02/28/1996",0,"02/28/1996",0,"02/28/1996",0,"12/13/1995",1928,2226,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.28,"RS2","1700",0,41.32395508,-72.94255329
21295,"469 NORTON PKWY",212800,3,0,2,220000,"05/10/2013",239900,"07/05/2011",0,"07/10/2007",265000,"06/28/2005",163000,"07/31/2002",1920,1961,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.13,"RS2","1700",0,41.32389503,-72.94239071
21296,"475 NORTON PKWY",181800,4,0,1,0,"12/19/2002",0,"04/28/1983",NA,NA,NA,NA,NA,NA,1930,1672,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.13,"RS2","1700",0,41.32404371,-72.94238
21297,"479 NORTON PKWY",208900,3,0,1.5,125000,"05/13/1987",NA,NA,NA,NA,NA,NA,NA,NA,1930,2136,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.23,"RS2","1700",400,41.324135405,-72.94232
21298,"483 NORTON PKWY",184000,3,0,2,0,"04/19/2007",0,"06/16/2004",31900,"08/07/1977",NA,NA,NA,NA,1925,1792,68,"Cape Cod","Single Family","Ave/Good",1,"None","Average","Average",0.2,"RS2","1700",446,41.324257825,-72.9421685766667
21299,"489 NORTON PKWY",153600,3,0,2,0,"06/01/2005",139000,"07/02/1987",NA,NA,NA,NA,NA,NA,1928,1347,68,"Cape Cod","Single Family","Ave/Good",1,"None","Average","Average",0.16,"RS2","1700",360,41.32441923,-72.94216
21300,"495 NORTON PKWY",136300,4,0,1.5,140000,"11/05/2009",0,NA,NA,NA,NA,NA,NA,NA,1925,1406,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RS2","1700",216,41.32452951,-72.94207
21301,"499 NORTON PKWY",165300,3,0,1.5,236900,"07/19/2007",0,"08/16/1972",NA,NA,NA,NA,NA,NA,1925,1810,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.11,"RS2","1700",234,41.324671,-72.9419317833333
21302,"503 NORTON PKWY",143000,3,0,1.5,0,"05/13/1994",NA,NA,NA,NA,NA,NA,NA,NA,1920,1504,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.12,"RS2","1700",0,41.324776,-72.94186607
21303,"10 DYER ST",145700,3,0,1,103000,"09/17/1986",NA,NA,NA,NA,NA,NA,NA,NA,1925,1344,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.14,"RS2","1700",240,41.3246419233333,-72.94133247
21304,"150 CRESCENT ST",155600,3,0,1.5,0,"03/07/2012",0,"10/01/1969",NA,NA,NA,NA,NA,NA,1930,1440,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RS2","1700",234,41.32446574,-72.9409617633333
21305,"142 CRESCENT ST",140400,3,0,1,0,"09/22/2003",0,"05/22/2003",0,NA,NA,NA,NA,NA,1924,1341,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.16,"RS2","1700",418,41.324223,-72.9409330566667
21306,"134 CRESCENT ST",138800,3,0,1,103000,"06/19/1998",NA,NA,NA,NA,NA,NA,NA,NA,1930,1448,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.2,"RS2","1700",336,41.32401,-72.94068
21307,"128 CRESCENT ST",149600,3,0,1.5,143000,"08/17/2009",0,"03/08/2000",NA,NA,NA,NA,NA,NA,1930,1508,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.21,"RS2","1700",361,41.32396457,-72.94084498
21308,"124 CRESCENT ST",146000,3,0,1,137500,"03/15/2006",88000,"07/06/2004",0,"09/23/1968",NA,NA,NA,NA,1928,1624,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.19,"RS2","1700",264,41.32385579,-72.94075208
21309,"120 CRESCENT ST",151200,3,0,1.5,94000,"08/20/1993",NA,NA,NA,NA,NA,NA,NA,NA,1927,1616,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.24,"RS2","1700",280,41.323719365,-72.9407122
21310,"690 WINTHROP AV",150500,3,0,1.5,0,"11/17/1994",0,"09/21/1994",NA,NA,NA,NA,NA,NA,1923,1732,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.19,"RS2","1700",360,41.32343499,-72.9408727233333
21311,"25 GLEN RD",174400,3,0,1.5,0,"10/27/1969",NA,NA,NA,NA,NA,NA,NA,NA,1929,2137,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.14,"RS2","1700",216,41.323303,-72.941121
21312,"35 GLEN RD",139300,3,0,1.5,0,"09/04/2009",0,"08/20/1993",NA,NA,NA,NA,NA,NA,1929,1440,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.13,"RS2","1700",342,41.32346608,-72.9414010833333
21313,"39 GLEN RD",132100,3,0,1.5,0,"08/11/2011",0,"04/19/2007",0,"04/24/1990",NA,NA,NA,NA,1938,1562,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RS2","1700",342,41.32343,-72.94154884
21314,"45 GLEN RD",147700,3,0,1.5,186000,"10/09/2012",2e+05,"10/20/2004",0,"12/06/1966",NA,NA,NA,NA,1922,1372,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RS2","1700",0,41.323486,-72.94172077
21315,"49 GLEN RD",150500,3,0,2,0,"10/02/1968",NA,NA,NA,NA,NA,NA,NA,NA,1936,1372,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.1,"RS2","1700",0,41.323524,-72.94182145
21316,"565 ELLSWORTH AV",303900,4,0,2.5,0,"12/19/2012",404500,"05/03/2007",0,"06/30/1992",NA,NA,NA,NA,1928,2772,78,"Colonial","Single Family","Good",1,"Central","Average","Average",0.22,"RS2","1700",399,41.32568453,-72.94338342
21317,"573 ELLSWORTH AV",273700,3,0,3,111000,"10/20/1994",0,"03/03/1994",NA,NA,NA,NA,NA,NA,1938,2817,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.21,"RS2","1700",441,41.32584009,-72.94329
21318,"577 ELLSWORTH AV",310900,4,0,3.5,0,"09/09/1974",NA,NA,NA,NA,NA,NA,NA,NA,1930,3165,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.27,"RS2","1700",0,41.3259578733333,-72.94322343
21319,"585 ELLSWORTH AV",303500,3,0,2.5,0,"07/13/2009",0,"08/16/1993",NA,NA,NA,NA,NA,NA,1936,2880,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.27,"RS2","1700",540,41.3261184333333,-72.94316
21320,"591 ELLSWORTH AV",372200,3,0,3,0,"07/01/2004",362000,"07/01/2004",175000,"08/24/1999",65000,"08/15/1983",NA,NA,1929,4042,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.34,"RS2","1700",437,41.32626949,-72.94309
21321,"595 ELLSWORTH AV",435000,6,0,3.5,225000,"08/30/1999",0,"08/30/1999",NA,NA,NA,NA,NA,NA,1930,3620,90,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.34,"RS2","1700",0,41.326363,-72.94305
21322,"605 ELLSWORTH AV",389000,5,0,3,340000,"06/28/2012",0,"12/19/2007",0,"08/30/2006",0,"03/16/1972",NA,NA,1932,3054,90,"Colonial","Single Family","Very Good",1,"Central","Average","Average",0.38,"RS2","1700",440,41.32654,-72.94270309
21323,"615 ELLSWORTH AV",449400,5,0,3.5,255000,"12/17/1990",NA,NA,NA,NA,NA,NA,NA,NA,1930,3789,78,"Colonial","Single Family","Very Good",1,"None","Average","Below Average",0.34,"RS2","1700",0,41.32672,-72.94258874
21324,"623 ELLSWORTH AV",466900,4,0,2.5,438000,"09/16/2014",389000,"06/14/2011",0,"05/01/2002",0,"05/08/1987",NA,NA,1927,4294,78,"Colonial","Single Family","Very Good",1,"Central","Average","Average",0.34,"RS2","1700",456,41.326862,-72.94248783
21325,"625 ELLSWORTH AV",282800,4,0,2.5,0,"02/14/2005",205000,"09/02/1999",0,"08/31/1999",0,"04/24/1995",NA,NA,1928,2548,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.3,"RS2","1700",380,41.326897,-72.942726
21326,"635 ELLSWORTH AV",290300,4,0,2.5,360000,"06/26/2007",0,"06/26/2007",0,"06/26/2007",0,"06/26/2007",0,"11/20/2003",1938,2563,78,"Colonial","Single Family","Good",1,"Central","Average","Average",0.24,"RS2","1700",200,41.32728685,-72.94233679
21327,"645 ELLSWORTH AV",272800,4,0,3.5,235000,"06/30/1989",NA,NA,NA,NA,NA,NA,NA,NA,1940,2395,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.2,"RS2","1700",380,41.32759967,-72.9422381066667
21328,"655 ELLSWORTH AV",255100,4,0,2.5,0,"06/12/2006",150000,"05/13/1987",NA,NA,NA,NA,NA,NA,1939,2708,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.18,"RS2","1700",240,41.3274195,-72.9423216
21329,"665 ELLSWORTH AV",217700,4,0,2.5,0,"04/30/2013",0,"12/20/2012",161000,"07/31/2000",0,"10/08/1996",0,"07/21/1981",1925,2237,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.29,"RS2","1700",420,41.32761,-72.94201838
21330,"276 CRESCENT ST",149700,3,0,1.5,170000,"11/24/2014",62500,"12/19/2011",94500,"05/23/2011",1000,"02/18/1998",73000,"11/30/1984",1930,1460,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.12,"RS2","1700",190,41.32772171,-72.94153706
21331,"270 CRESCENT ST",148200,3,0,1.5,0,"12/09/2002",0,"10/24/1995",NA,NA,NA,NA,NA,NA,1927,1622,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.13,"RS2","1700",240,41.327577425,-72.9414675766667
21332,"262 CRESCENT ST",179900,4,0,1.5,156000,"04/12/1991",156000,"08/14/1989",NA,NA,NA,NA,NA,NA,1935,1750,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.18,"RS2","1700",180,41.3275585,-72.9413802133333
21333,"256 CRESCENT ST",167800,3,0,2.5,0,"02/22/1983",NA,NA,NA,NA,NA,NA,NA,NA,1936,1726,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.21,"RS2","1700",200,41.3273947166667,-72.94130446
21334,"250 CRESCENT ST",192400,3,0,1.5,36000,"04/12/1979",NA,NA,NA,NA,NA,NA,NA,NA,1935,2210,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.2,"RS2","1700",200,41.32722033,-72.9412319266667
21335,"242 CRESCENT ST",152100,3,0,1.5,280000,"10/17/2005",0,"09/01/2004",105000,"04/26/1996",NA,NA,NA,NA,1942,1539,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.27,"RS2","1700",200,41.3270393333333,-72.9411079266667
21336,"234 CRESCENT ST",136600,3,0,2,87500,"07/12/2000",0,"03/17/2000",64000,"02/19/1985",NA,NA,NA,NA,1940,1404,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.32,"RS2","1700",190,41.32684971,-72.94109757
21337,"566 NORTON PKWY",182000,3,0,1.5,0,"08/26/1983",NA,NA,NA,NA,NA,NA,NA,NA,1937,1396,78,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.42,"RS2","1700",190,41.32617,-72.94112722
21338,"560 NORTON PKWY",166200,3,0,1.5,2e+05,"07/25/2013",10000,"08/06/2002",0,"06/29/1978",NA,NA,NA,NA,1937,1354,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.28,"RS2","1700",209,41.32631777,-72.9411829566667
21339,"554 NORTON PKWY",190100,4,0,1.5,0,"02/01/2007",65500,"12/07/1995",44590,"05/26/1994",NA,NA,NA,NA,1937,1738,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.31,"RS2","1700",190,41.32619543,-72.9412546266667
21340,"550 NORTON PKWY",183400,3,0,2,0,"04/01/1999",0,"11/20/1998",0,"02/19/1998",92000,"08/19/1993",NA,NA,1950,1751,78,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.3,"RS2","1700",480,41.3260142,-72.9414010333333
21341,"544 NORTON PKWY",183400,3,0,2,0,"01/28/1983",NA,NA,NA,NA,NA,NA,NA,NA,1955,1571,78,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.3,"RS2","1700",480,41.32579,-72.9414414366667
21342,"536 NORTON PKWY",184300,6,0,2,120000,"07/29/2003",0,"06/10/2003",74900,"07/13/1995",0,"11/03/1994",NA,NA,1926,4542,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.28,"RS2","1700",360,41.32569142,-72.9415916933333
21343,"530 NORTON PKWY",167800,6,0,2.5,326000,"06/22/2007",0,"09/27/2001",0,"02/17/1983",NA,NA,NA,NA,1910,3360,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.28,"RS2","1700",357,41.3255,-72.9416801033333
21344,"524 NORTON PKWY",181900,8,0,3,0,"07/31/2007",110000,"08/02/1996",214900,"01/23/1989",NA,NA,NA,NA,1910,4200,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.29,"RS2","1700",380,41.32543746,-72.9417681833333
21345,"514 NORTON PKWY",205000,7,0,3,0,"06/26/2013",0,"07/26/1977",NA,NA,NA,NA,NA,NA,1927,4502,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.18,"RS2","1700",400,41.32533602,-72.9418242633333
21346,"510 NORTON PKWY",213100,8,0,3,379000,"06/23/2005",0,"05/04/2004",120000,"02/09/1996",174900,"03/05/1986",NA,NA,1923,4502,78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.18,"RS2","1700",665,41.32508,-72.9418981766667
21347,"506 NORTON PKWY",226400,6,0,3,0,"05/12/2004",134000,"06/23/1999",53000,"03/27/1984",NA,NA,NA,NA,1925,4966,73,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.18,"RS2","1700",520,41.32510449,-72.94182
21348,"47 DYER ST",164600,6,0,3,260000,"09/18/2009",0,"05/18/1979",NA,NA,NA,NA,NA,NA,1925,3525,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.16,"RS2","1700",360,41.32513729,-72.9424356933333
21349,"51 DYER ST",169000,6,0,2.5,150000,"12/22/2011",105000,"10/07/1997",0,"07/31/1997",0,"03/11/1997",0,"10/15/1981",1925,3300,68,"2 Family","Multi-Fam 2-4","Above Average",2,"Central","Average","Average",0.16,"RS2","1700",580,41.325165,-72.9425583533333
21350,"57 DYER ST",191700,5,0,3.5,0,"08/01/2007",305000,"08/01/2007",0,"06/21/1973",NA,NA,NA,NA,1930,2052,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","1700",532,41.325245,-72.942696
21352,"517 NORTON PKWY",220300,7,0,3,275000,"05/29/2012",199500,"12/23/2010",0,"01/29/2010",115000,"01/29/2010",0,"05/22/2008",1920,4620,85,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.17,"RS2","1700",588,41.3252645933333,-72.94156218
21353,"523 NORTON PKWY",171000,6,0,3,201000,"07/30/2015",0,"04/29/2015",322000,"03/02/2007",0,"10/01/1995",120000,"12/23/1993",1920,3829,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.15,"RS2","1700",594,41.3254248833333,-72.94145706
21354,"535 NORTON PKWY",189700,4,0,1.5,135000,"07/28/2005",0,"05/04/2005",0,"08/12/1994",NA,NA,NA,NA,1960,1570,83,"Cape Cod","Single Family","Ave/Good",1,"None","Average","Average",0.2,"RS2","1700",0,41.325607315,-72.9412270866667
21355,"1579 ELLA T GRASSO BLVD",208400,6,0,3,260000,"08/26/2004",0,"12/29/2000",0,"08/16/2000",75000,"02/11/1998",0,"11/05/1997",1925,4395,68,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.18,"RM2","2200",560,41.3222874533333,-72.94907007
21356,"1585 ELLA T GRASSO BLVD",198100,6,0,3,49900,"07/19/1982",NA,NA,NA,NA,NA,NA,NA,NA,1920,3781,78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.16,"RM2","2200",425,41.3224390133333,-72.94912714
21357,"1593 ELLA T GRASSO BLVD",201000,4,0,2.5,0,"04/08/1998",120000,"08/19/1994",NA,NA,NA,NA,NA,NA,1920,4515,68,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.17,"RM2","2200",361,41.3225919233333,-72.94904958
21358,"1599 ELLA T GRASSO BLVD",174400,5,0,3,205000,"01/06/2003",167000,"03/14/2002",90000,"03/14/2002",70000,"09/25/2001",0,"06/06/2001",1920,3612,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.18,"RM2","2200",360,41.3227463166667,-72.9488660766667
21359,"214 GOFFE TER",223000,6,0,2,0,"07/31/2001",171500,"12/11/1991",NA,NA,NA,NA,NA,NA,1925,5550,63,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.18,"RM2","2200",440,41.32298025,-72.94834
