"pid","location","totval"
829,"20 NELSON ST",181700
830,"16 NELSON ST",155600
831,"239 CONCORD ST",232200
832,"245 CONCORD ST",210200
833,"247 CONCORD ST",168700
834,"253 CONCORD ST",127900
835,NA,NA
836,"MYRON ST",8500
837,"25 MYRON ST",248700
838,"33 MYRON ST",191900
839,"37 MYRON ST",211700
840,"43 MYRON ST",161200
841,"47 MYRON ST",189700
842,"53 MYRON ST",193900
843,"57 MYRON ST",195500
844,"63 MYRON ST",159700
845,"288 CONCORD ST",171200
846,"280 CONCORD ST",181200
847,"274 CONCORD ST",166500
848,"270 CONCORD ST",198500
849,"264 CONCORD ST",144700
850,"260 CONCORD ST",146600
851,"256 CONCORD ST",197700
852,"58 FLORENCE AV",190700
853,"54 FLORENCE AV",168400
854,"52 FLORENCE AV",182900
855,"46 FLORENCE AV",237600
856,"40 FLORENCE AV",171900
857,"4 DORCHESTER TER",165200
858,"2 DORCHESTER TER",169900
859,"34 FLORENCE AV",218100
860,"26 FLORENCE AV",160600
861,"22 FLORENCE AV",242100
862,"18 FLORENCE AV",156200
863,"255 TOWNSEND AV",360900
864,"261 TOWNSEND AV",246400
865,"265 TOWNSEND AV",273700
866,"271 TOWNSEND AV",485200
867,"277 TOWNSEND AV",299000
868,"291 TOWNSEND AV",423900
869,"295 TOWNSEND AV",168500
870,"293 TOWNSEND AV",223300
871,"299 TOWNSEND AV",321300
872,"305 TOWNSEND AV",258700
873,"309 TOWNSEND AV",112800
874,"91 MYRON ST",159500
875,"95 MYRON ST",172500
876,"99 MYRON ST",177100
877,"109 MYRON ST",159800
878,"105 MYRON ST",246100
879,"115 MYRON ST",183200
880,"131 MYRON ST",144000
881,"ALFRED ST",57600
882,"38 ALFRED ST",201700
883,"32 ALFRED ST",175100
884,"28 ALFRED ST",161600
885,"18 ALFRED ST",187700
886,"16 ALFRED ST",154300
887,"263 CONCORD ST",170700
888,"273 CONCORD ST",148700
889,"275 CONCORD ST",191500
890,"281 CONCORD ST",184900
891,"371 TOWNSEND AV",195400
892,"17 BURR ST",162800
893,"25 BURR ST",164400
894,"7 IRA ST",114900
895,"24 IRA ST",173500
896,"20 IRA ST",207900
897,"12 IRA ST",127700
898,"2 IRA ST",201400
899,"1A IRA ST",183600
900,"325 TOWNSEND AV",155200
901,"333 TOWNSEND AV",157000
902,"TOWNSEND AV",4300
903,"343 TOWNSEND AV",182800
904,"341 TOWNSEND AV",222500
905,"351 TOWNSEND AV",178600
906,"357 TOWNSEND AV",175900
907,"361 TOWNSEND AV",163200
908,"365 TOWNSEND AV",141200
909,"37 BURR ST",146500
910,"39 BURR ST",152400
911,"45 BURR ST",217900
912,"55 BURR ST",205700
913,"65 BURR ST",192200
914,"346 CONCORD ST",194900
915,"338 CONCORD ST",121900
916,"334 CONCORD ST",201200
917,"324 CONCORD ST",244700
918,"320 CONCORD ST",183000
919,"CONCORD ST",56500
920,"72 MYRON ST",189000
921,"64 MYRON ST",201300
922,"60 MYRON ST",153200
923,"MYRON ST",3100
924,"1 IRA ST",241200
925,"1B IRA ST",254000
926,"1C IRA ST",239500
927,"3 IRA ST",190100
928,"5 IRA ST",177600
929,"9 IRA ST",157200
930,NA,NA
931,"21 IRA ST",190100
932,"23 IRA ST",168600
933,"5 ELMER ST",181200
934,"7 ELMER ST",181300
935,"15 ELMER ST",198600
936,"25 ELMER ST",153300
937,"35 ELMER ST",186400
938,"1800 DEAN ST",188100
939,"1760 DEAN ST",140600
940,"130 MYRON ST",114400
941,"DEAN ST",1100
942,"124 MYRON ST",117400
943,"118 MYRON ST",184800
944,"112 MYRON ST",183200
945,"106 MYRON ST",155500
946,"100 MYRON ST",191100
947,"96 MYRON ST",180500
948,"297 CONCORD ST",142600
949,"301 CONCORD ST",195600
950,"307 CONCORD ST",161500
951,"54 TOWNSEND AV",6900
952,"TOWNSEND AV",515000
953,"197 TOWNSEND AV",318700
954,"15 PARKER PL",228300
955,"21 PARKER PL",176300
956,"25 PARKER PL",175000
957,"29 PARKER PL",184600
958,"35 PARKER PL",193800
959,"37 PARKER PL",180900
960,"41 PARKER PL",185000
961,"45 PARKER PL",196000
962,"51 PARKER PL",194000
963,"55 PARKER PL",212000
964,"52 BEECHER PL",188600
965,"50 BEECHER PL",171700
966,"46 BEECHER PL",213500
967,"42 BEECHER PL",205900
968,"38 BEECHER PL",190800
969,"34 BEECHER PL",216700
970,"26 BEECHER PL",147600
971,"18 BEECHER PL",174200
972,"14 BEECHER PL",191300
973,"183 TOWNSEND AV",367500
974,"187 TOWNSEND AV",308800
975,"201 CONCORD ST",212100
976,"71 PARKER PL",165900
977,"73 PARKER PL",249400
978,"91 PARKER PL",177100
979,"95 PARKER PL",168500
980,"103 PARKER PL",148400
981,"107 PARKER PL",155700
982,"40 ARDEN ST",148200
983,"28 ARDEN ST",145300
984,"24 ARDEN ST",165700
985,"20 ARDEN ST",155100
986,"14 ARDEN ST",134100
987,"12 ARDEN ST",148600
988,"173 CONCORD ST",174700
989,"189 CONCORD ST",179900
990,"193 CONCORD ST",189600
991,"249 TOWNSEND AV",233500
992,"19 FLORENCE AV",146700
993,"25 FLORENCE AV",212800
994,"35 FLORENCE AV",227400
995,"37 FLORENCE AV",191700
996,"41 FLORENCE AV",166700
997,"32 MANSION ST",163800
998,"30 MANSION ST",176100
999,"28 MANSION ST",261400
1000,"22 MANSION ST",194900
1001,"18 MANSION ST",197500
1002,"14 MANSION ST",191200
1003,"8 MANSION ST",203100
1004,"4 MANSION ST",200900
1005,"28 PARKER PL",202400
1006,"PARKER PL",5500
1007,"24 PARKER PL",192800
1008,"PARKER PL",5400
1009,"18 PARKER PL",201700
1010,"207 TOWNSEND AV",310500
1011,"211 TOWNSEND AV",450800
1012,"215 TOWNSEND AV",258800
1013,"219 TOWNSEND AV",353600
1014,"223 TOWNSEND AV",370900
1015,"225 TOWNSEND AV",361700
1016,"229 TOWNSEND AV",284000
1017,"235 TOWNSEND AV",359400
1018,"239 TOWNSEND AV",288700
1019,"241 TOWNSEND AV",233200
1020,"245 TOWNSEND AV",296800
1021,"53 FLORENCE AV",190900
1022,"57 FLORENCE AV",173000
1023,"61 FLORENCE AV",171900
1024,"65 FLORENCE AV",193500
1025,"69 FLORENCE AV",168600
1026,"236 CONCORD ST",193000
1027,"230 CONCORD ST",174900
1028,"224 CONCORD ST",145700
1029,"220 CONCORD ST",161900
1030,"210 CONCORD ST",193900
1031,"50 PARKER PL",239900
1032,"11 MANSION ST",194200
1033,"15 MANSION ST",268000
1034,"25 MANSION ST",192800
1035,"27 MANSION ST",205800
1036,"29 MANSION ST",219600
1037,"33 MANSION ST",163300
1038,"227 CONCORD ST",165200
1039,"11 NELSON ST",155300
1040,"15 NELSON ST",192900
1041,"23 NELSON ST",201200
1042,"41 NELSON ST",132400
1043,"47 NELSON ST",139800
1044,"1610 DEAN ST",146200
1045,"110 PARKER PL",134100
1046,"100 PARKER PL",188700
1047,"94 PARKER PL",191300
1048,"80 PARKER PL",191100
1049,"76 PARKER PL",162800
1050,"74 PARKER PL",178100
1051,"72 PARKER PL",151200
1052,"68 PARKER PL",179300
1053,"219 CONCORD ST",195400
1054,"223 CONCORD ST",148200
1055,"168 TOWNSEND AV",183700
1056,"TOWNSEND AV",188100
1057,"154 TOWNSEND AV",400500
1058,"150 TOWNSEND AV",351800
1059,"146 TOWNSEND AV",385700
1060,"144 TOWNSEND AV",387600
1061,"138 TOWNSEND AV",393300
1062,"TOWNSEND AV",1400
1063,"126 TOWNSEND AV",441000
1064,"120 TOWNSEND AV",319000
1065,"112 TOWNSEND AV",549400
1066,"110 TOWNSEND AV",411100
1067,"100 TOWNSEND AV",521900
1068,"92 TOWNSEND AV",387900
1069,"90 TOWNSEND AV",483100
1070,"TOWNSEND AV",1200
1071,"88 TOWNSEND AV",363000
1072,"80 TOWNSEND AV",492700
1073,"31 ALDEN ST",184600
1074,"25 ALDEN ST",195800
1075,"1366 DEAN ST",211900
1076,"1340 DEAN ST",196900
1077,"1354 DEAN ST",231800
1078,"1330 DEAN ST",232700
1079,"1320 DEAN ST",185200
1080,"1310 DEAN ST",195500
1081,"1294 DEAN ST",153700
1082,"1284 DEAN ST",169400
1083,"1274 DEAN ST",178800
1084,"1264 DEAN ST",212700
1085,"1254 DEAN ST",181800
1086,"1244 DEAN ST",181700
1087,"1236 DEAN ST",195800
1088,"1224 DEAN ST",169600
1089,"50 MORRIS CSWY",129300
1090,"44 MORRIS CSWY",138900
1091,"38 MORRIS CSWY",179300
1092,"32 MORRIS CSWY",186100
1093,"7 CONCORD ST",174900
1094,"9 CONCORD ST",154900
1095,"23 CONCORD ST",192100
1096,"27 CONCORD ST",192100
1097,"31 CONCORD ST",141700
1098,"37 CONCORD ST",185200
1099,"43 CONCORD ST",177200
1100,"49 CONCORD ST",149300
1101,"55 CONCORD ST",157300
1102,"61 CONCORD ST",149300
1103,"67 CONCORD ST",153400
1104,"71 CONCORD ST",161400
1105,"77 CONCORD ST",193300
1106,"81 CONCORD ST",177200
1107,"85 CONCORD ST",157200
1108,"91 CONCORD ST",166500
1109,"97 CONCORD ST",165600
1110,"101 CONCORD ST",156800
1111,"107 CONCORD ST",176500
1112,"109 CONCORD ST",176300
1113,"111 CONCORD ST",156700
1114,"121 CONCORD ST",182400
1115,"127 CONCORD ST",159200
1116,"17 ALDEN ST",271800
1117,"37 SHOREHAM RD",181800
1118,"80 CONCORD ST",175300
1119,"78 CONCORD ST",162000
1120,"92 CONCORD ST",210700
1121,"90 CONCORD ST",208800
1122,"88 CONCORD ST",237100
1123,"87 TOWNSEND AV",213100
1124,"89 TOWNSEND AV",143100
1125,"TOWNSEND AV",80000
1126,"99 TOWNSEND AV",232300
1127,"105 TOWNSEND AV",186500
1128,"115 TOWNSEND AV",207800
1129,"117 TOWNSEND AV",160100
1130,"129 TOWNSEND AV",186200
1131,"17 SHOREHAM RD",180900
1132,"19 SHOREHAM RD",199300
1133,"25 SHOREHAM RD",176400
1134,"33 SHOREHAM RD",202900
1135,"51 BEECHER PL",291300
1136,"156 CONCORD ST",186400
1137,"150 CONCORD ST",214300
1138,"146 CONCORD ST",178100
1139,"140 CONCORD ST",168700
1140,"136 CONCORD ST",188800
1141,"132 CONCORD ST",190300
1142,"36 SHOREHAM RD",170700
1143,"32 SHOREHAM RD",155400
1144,"28 SHOREHAM RD",202100
1145,"22 SHOREHAM RD",204800
1146,"16 SHOREHAM RD",173400
1147,"14 SHOREHAM RD",310600
1148,"139 TOWNSEND AV",186300
1149,"143 TOWNSEND AV",166500
1150,"147 TOWNSEND AV",220800
1151,"151 TOWNSEND AV",212800
1152,"155 TOWNSEND AV",320100
1153,"165 TOWNSEND AV",327400
1154,"171 TOWNSEND AV",344300
1155,"15 BEECHER PL",189800
1156,"23 BEECHER PL",212100
1157,"37 BEECHER PL",252900
1158,"39 BEECHER PL",168400
1159,"41 BEECHER PL",201100
1160,"45 BEECHER PL",175500
1161,"49 BEECHER PL",1100
1162,"35 EDEN ST",158700
1163,"1414 DEAN ST",164400
1164,"30 ALDEN ST",154400
1165,"14 ALDEN ST",184000
1166,"20 ALDEN ST",203500
1167,"135 CONCORD ST",190300
1168,"141 CONCORD ST",157700
1169,"145 CONCORD ST",139300
1170,"151 CONCORD ST",226200
1171,"11 EDEN ST",128100
1172,"15 EDEN ST",154900
1173,"21 EDEN ST",5800
1174,NA,NA
1175,"25 EDEN ST",143900
1176,"41 ARDEN ST",137100
1177,"1500 DEAN ST",167400
1178,"1490 DEAN ST",153400
1179,"34 EDEN ST",142400
1180,"26 EDEN ST",170000
1181,"20 EDEN ST",228300
1182,"14 EDEN ST",188800
1183,"161 CONCORD ST",130400
1184,"165 CONCORD ST",163000
1185,"169 CONCORD ST",162400
1186,"11 ARDEN ST",159200
1187,"15 ARDEN ST",165500
1188,"17 ARDEN ST",171800
1189,"31 ARDEN ST",150600
1190,"33 ARDEN ST",138500
1191,NA,NA
1192,NA,NA
1193,NA,NA
1194,"208 COVE ST",2805900
1195,"78 TOWNSEND AV",546300
1196,"74 TOWNSEND AV",540700
1197,"70 TOWNSEND AV",485800
1198,"66 TOWNSEND AV",402400
1199,"60 TOWNSEND AV",400800
1200,"56 TOWNSEND AV",421600
1201,"48 TOWNSEND AV",341800
1202,"42 TOWNSEND AV",388000
1203,"94 MORRIS COVE RD",522100
1204,"90 MORRIS COVE RD",535200
1205,"86 MORRIS COVE RD",594200
1206,"82 MORRIS COVE RD",361200
1207,"76 MORRIS COVE RD",373700
1208,"70 MORRIS COVE RD",575800
1209,"64 MORRIS COVE RD",475600
1210,"56 MORRIS COVE RD",641900
1211,"50 MORRIS COVE RD",126800
1212,NA,NA
1213,"509 LIGHTHOUSE RD",67200
1214,"22 TOWNSEND AV",160800
1215,"TOWNSEND AV",5000
1216,"20 TOWNSEND AV",179700
1217,"18 TOWNSEND AV",140200
1218,"16 TOWNSEND AV",150100
1219,"14 TOWNSEND AV",155000
1220,"12 TOWNSEND AV",170700
1221,"10 TOWNSEND AV",169700
1222,"8 TOWNSEND AV",180900
1223,"6 TOWNSEND AV",182900
1224,"4 TOWNSEND AV",171100
1225,"8 DOUGLASS AV",171500
1226,"453 LIGHTHOUSE RD",143200
1227,"457 LIGHTHOUSE RD",181600
1228,"461 LIGHTHOUSE RD",164600
1229,NA,NA
1230,"471 LIGHTHOUSE RD",205100
1231,"475 LIGHTHOUSE RD",207400
1232,"479 LIGHTHOUSE RD",163400
1233,"485 LIGHTHOUSE RD",229100
1234,"491 LIGHTHOUSE RD",202900
1235,"499 LIGHTHOUSE RD",208800
1236,"38 TOWNSEND AV",290300
1237,"32 TOWNSEND AV",162900
1238,"30 TOWNSEND AV",123500
1239,"TOWNSEND AV",1000
1240,"28 TOWNSEND AV",217400
1241,"26 TOWNSEND AV",67600
1242,"488 LIGHTHOUSE RD",760500
1243,"506 LIGHTHOUSE RD",157600
1244,"502 LIGHTHOUSE RD",177800
1245,"496 LIGHTHOUSE RD",180900
1246,"490 LIGHTHOUSE RD",169900
1247,"482 LIGHTHOUSE RD",154500
1248,"35 MORRIS COVE RD",176600
1249,"43 MORRIS COVE RD",173800
1250,"47 MORRIS COVE RD",175000
1251,"53 MORRIS COVE RD",186400
1252,"57 MORRIS COVE RD",162100
1253,"67 MORRIS COVE RD",172800
1254,"MORRIS COVE RD",30100
1255,"MORRIS COVE RD",400
1256,"MORRIS COVE RD",400
1257,NA,NA
1258,"70 CONCORD ST",169000
1259,"66 CONCORD ST",201600
1260,"60 CONCORD ST",224800
1261,"54 CONCORD ST",178700
1262,"50 CONCORD ST",233500
1263,NA,NA
1264,"42 CONCORD ST",158500
1265,"38 CONCORD ST",189300
1266,"30 CONCORD ST",223200
1267,"27 TOWNSEND AV",3200
1268,"27 TOWNSEND AV",213300
1269,"29 TOWNSEND AV",125300
1270,"33 TOWNSEND AV",183600
1271,"35 TOWNSEND AV",304200
1272,"41 TOWNSEND AV",172400
1273,"TOWNSEND AV",2100
1274,"43 TOWNSEND AV",200400
1275,"45 TOWNSEND AV",189400
1276,"49 TOWNSEND AV",169200
1277,"53 TOWNSEND AV",202000
1278,"57 TOWNSEND AV",173600
1279,"61 TOWNSEND AV",170800
1280,"65 TOWNSEND AV",182500
1281,"67 TOWNSEND AV",296200
1282,"75 TOWNSEND AV",176100
1283,"81 TOWNSEND AV",209600
1284,"1 DOUGLASS AV",216900
1285,"2 TOWNSEND AV",209500
1286,"129 OCEAN VIEW ST",174500
1287,"125 OCEAN VIEW ST",195900
1288,"55 CLIFFORD TER",185500
1289,"59 CLIFFORD TER",187600
1290,"CLIFFORD TER",58500
1291,"106 MEADOW VIEW TER",278800
1292,NA,NA
1293,NA,NA
1294,"104 MEADOW VIEW ST",159100
1295,"100 MEADOW VIEW ST",160000
1296,"58 SHEPARD AV",241100
1297,"54 SHEPARD AV",189500
1298,"50 SHEPARD AV",224500
1299,"115 OCEAN VIEW ST",202100
1300,"415 LIGHTHOUSE RD",174200
1301,"340 MARION ST",134200
1302,"334 MARION ST",172800
1303,"328 MARION ST",174500
1304,"324 MARION ST",167000
1305,"6 CONSTANCE ST",309000
1306,"7 CONSTANCE ST",251500
1307,"314 MARION ST",187300
1308,"308 MARION ST",156500
1309,"300 MARION ST",177300
1310,"296 MARION ST",187900
1311,"286 MARION ST",186300
1312,"280 MARION ST",174200
1313,"272 MARION ST",210600
1314,"264 MARION ST",178700
1315,NA,NA
1316,NA,NA
1317,NA,NA
1318,"62 CLIFFORD TER",216300
1319,"60 CLIFFORD TER",189900
1320,"137 OCEAN VIEW ST",229000
1321,"143 OCEAN VIEW ST",202000
1322,"147 OCEAN VIEW ST",172200
1323,"157 OCEAN VIEW ST",149300
1324,"161 OCEAN VIEW ST",156000
1325,"163 OCEAN VIEW ST",163500
1326,"167 OCEAN VIEW ST",221700
1327,"357 LIGHTHOUSE RD",205200
1328,"361 LIGHTHOUSE RD",147200
1329,"365 LIGHTHOUSE RD",176600
1330,"28 ANTHONY DR",197000
1331,"24 ANTHONY DR",185400
1332,"18 ANTHONY DR",159600
1333,"12 ANTHONY DR",174600
1334,"6 ANTHONY DR",200100
1335,"ANTHONY DR",2100
1336,"3 ANTHONY DR",165000
1337,"9 ANTHONY DR",184800
1338,"15 ANTHONY DR",207700
1339,"21 ANTHONY DR",235700
1340,"ANTHONY DR",1400
1341,"27 ANTHONY DR",170600
1342,"387 LIGHTHOUSE RD",209100
1343,"397 LIGHTHOUSE RD",168200
1344,"401 LIGHTHOUSE RD",248200
1345,"411 LIGHTHOUSE RD",176200
1346,"435 LIGHTHOUSE RD",164400
1347,NA,NA
1348,NA,NA
1349,"230 SOUTH END RD",174300
1350,"220 SOUTH END RD",165800
1351,"214 SOUTH END RD",168200
1352,"210 SOUTH END RD",164000
1353,"194 SOUTH END RD",178100
1354,"184 SOUTH END RD",179900
1355,"182 SOUTH END RD",183300
1356,"172 SOUTH END RD",211100
1357,"158 SOUTH END RD",134300
1358,"144 SOUTH END RD",126900
1359,"180 MEADOW VIEW ST",148700
1360,"174 MEADOW VIEW ST",173900
1361,"170 MEADOW VIEW ST",216800
1362,"158 MEADOW VIEW ST",265200
1363,"168 MEADOW VIEW ST",174700
1364,"265 MARION ST",146200
1365,"279 MARION ST",167000
1366,"285 MARION ST",189900
1367,"307 MARION ST",156500
1368,"309 MARION ST",175100
1369,"309 MARION ST #1/2",216900
1370,"311 MARION ST",181800
1371,"315 MARION ST",167400
1372,"319 MARION ST",174700
1373,"323 MARION ST",156200
1374,"329 MARION ST",213100
1375,"337 MARION ST",173600
1376,"341 MARION ST",344300
1377,NA,NA
1378,"425 LIGHTHOUSE RD",239300
1379,NA,NA
1380,"149 COVE ST",277300
1381,"190 OCEAN VIEW ST",203400
1382,"346 LIGHTHOUSE RD",357200
1383,"338 LIGHTHOUSE RD",254900
1384,"330 LIGHTHOUSE RD",150000
1385,"328 LIGHTHOUSE RD",358300
1386,"115 COVE ST",200500
1387,"119 COVE ST",200600
1388,"COVE ST",4200
1389,"133 COVE ST",286500
1390,"141 COVE ST",280300
1391,"145 COVE ST",273000
1392,"198 COVE ST",1948000
1393,"190 COVE ST",307400
1394,"184 COVE ST",236900
1395,"180 COVE ST",482500
1396,"178 COVE ST",386300
1397,"174 COVE ST",363900
1398,"170 COVE ST",504700
1399,"160 COVE ST",364900
1400,"156 COVE ST",312800
1401,NA,NA
1402,NA,NA
1403,"144 COVE ST",390800
1404,"138 COVE ST",609100
1405,"134 COVE ST",426800
1406,"132 COVE ST",229100
1407,"130 COVE ST",258800
1408,"COVE ST",2100
1409,"COVE ST",2100
1410,"114 COVE ST",1318300
1411,"211 COVE ST",146600
1412,"434 LIGHTHOUSE RD",160300
1413,"430 LIGHTHOUSE RD",203400
1414,"420 LIGHTHOUSE RD",200500
1415,"416 LIGHTHOUSE RD",186300
1416,"412 LIGHTHOUSE RD",151200
1417,"402 LIGHTHOUSE RD",225300
1418,"392 LIGHTHOUSE RD",151800
1419,"386 LIGHTHOUSE RD",127100
1420,"382 LIGHTHOUSE RD",156100
1421,"376 LIGHTHOUSE RD",158200
1422,"370 LIGHTHOUSE RD",169200
1423,"360 LIGHTHOUSE RD",234300
1424,"165 COVE ST",204700
1425,"171 COVE ST",193100
1426,"179 COVE ST",338700
1427,"181 COVE ST",265300
1428,"197 COVE ST",236400
1429,"203 COVE ST",243500
1430,"205 COVE ST",136600
1431,"207 COVE ST",66500
1432,"180 MARION ST",60500
1433,"MARION ST",62700
1434,"196 MARION ST",57800
1435,"202 MARION ST",60900
1436,"206 MARION ST",71200
1437,"5 MARION ST",60200
1438,"MARION ST",56300
1439,"105 MEADOW VIEW ST",216300
1440,"MARION ST",54000
1441,"MARION ST",58700
1442,"179 MARION ST",59800
1443,"MARION ST",58700
1444,"187 MARION ST",57800
1445,"40 MARION ST",58300
1446,NA,NA
1447,"203 MARION ST",66200
1448,"MARION ST",6200
1449,"215 MARION ST",61700
1450,"136 ROAD DAM & CREEK",71000
1451,"143 MEADOW VIEW ST",199500
1452,"6 LIGHTHOUSE POINT TER",182700
1453,"146 ROAD DAM & CREEK",54100
1454,"CART RD",66500
1455,"ROAD DAM & CREEK",2100
1456,"190 CART RD",61900
1457,"52 CART RD",319100
1458,"62 CART RD",154900
1459,"68 CART RD",51700
1460,"CART RD",53500
1461,"68 ROAD DAM & CREEK",54200
1462,"64 ROAD DAM & CREEK",53500
1463,"10 LIGHTHOUSE POINT TER",207900
1464,"14 LIGHTHOUSE POINT TER",188100
1465,"16 LIGHTHOUSE POINT TER",217900
1466,NA,NA
1467,"14 1/2 LIGHTHOUSE POINT TER",278000
1468,"30 LIGHTHOUSE POINT TER",252300
1469,"40 LIGHTHOUSE POINT TER",70000
1470,"150 ROAD DAM & CREEK",72500
1471,"ROAD DAM & CREEK",57000
1472,"114 CART RD",209400
1473,NA,NA
1474,"18 ROAD DAM & CREEK",232500
1475,"75 MEADOW VIEW ST",186000
1476,"71 MEADOW VIEW ST",167700
1477,"79 MEADOW VIEW ST",236300
1478,"120 SOUTH END RD",155400
1479,"110 SOUTH END RD",148600
1480,"100 SOUTH END RD",187000
1481,"90 SOUTH END RD",592600
1482,"21 LIGHTHOUSE POINT TER",191600
1483,"66 SOUTH END RD",38600
1484,"SOUTH END RD",39000
1485,"58 SOUTH END RD",156100
1486,"44 SOUTH END RD",164000
1487,"40 SOUTH END RD",43800
1488,"SOUTH END RD",2100
1489,"LIGHTHOUSE POINT TER",6000
1490,"LIGHTHOUSE POINT TER",6000
1491,"LIGHTHOUSE POINT TER",6000
1492,"LIGHTHOUSE POINT TER",6500
1493,"19 LIGHTHOUSE POINT TER",179100
1494,"11 LIGHTHOUSE POINT TER",178900
1495,"7 LIGHTHOUSE POINT TER",147200
1496,"1 CORA ST",731400
1497,"7 CORA ST",227300
1498,"11 CORA ST",219200
1499,"19 CORA ST",191700
1500,"21 CORA ST",228200
1501,"27 CORA ST",165900
1502,"251 LIGHTHOUSE RD",204600
1503,"257 LIGHTHOUSE RD",155100
1504,"265 LIGHTHOUSE RD",267400
1505,"269 LIGHTHOUSE RD",162700
1506,"273 LIGHTHOUSE RD",117800
1507,"277 LIGHTHOUSE RD",274700
1508,"287 LIGHTHOUSE RD",147400
1509,"293 LIGHTHOUSE RD",223600
1510,"305 LIGHTHOUSE RD",180900
1511,"307 LIGHTHOUSE RD",162200
1512,"311 LIGHTHOUSE RD",207500
1513,"128 MORRIS AV",178300
1514,"124 MORRIS AV",211700
1515,"6 DOTY PL",225900
1516,"10 DOTY PL",195700
1517,"16 DOTY PL",153800
1518,"24 DOTY PL",191400
1519,"32 DOTY PL",207600
1520,"18 MARIN RD",200800
1521,"175 LIGHTHOUSE RD",379100
1522,"105 MORRIS AV",183800
1523,"9 CLIFFORD TER",178900
1524,"19 CLIFFORD TER",152600
1525,"25 CLIFFORD TER",200800
1526,"128 OCEAN VIEW ST",135100
1527,"34 SHEPARD AV",267200
1528,"26 SHEPARD AV",167700
1529,"20 SHEPARD AV",173600
1530,"16 SHEPARD AV",207900
1531,"12 SHEPARD AV",160000
1532,"4 SHEPARD AV",143400
1533,"325 LIGHTHOUSE RD",1017500
1534,"345 LIGHTHOUSE RD",186200
1535,"347 LIGHTHOUSE RD",227300
1536,"170 OCEAN VIEW ST",158300
1537,"164 OCEAN VIEW ST",199300
1538,"158 OCEAN VIEW ST",175100
1539,"152 OCEAN VIEW ST",153900
1540,"OCEAN VIEW ST",5500
1541,"148 OCEAN VIEW ST",183700
1542,"140 OCEAN VIEW ST",181400
1543,"22 CLIFFORD TER",160500
1544,"14 CLIFFORD TER",167400
1545,"8 CLIFFORD TER",129800
1546,"115 MORRIS AV",144800
1547,"2 CLIFFORD TER",195400
1548,"117 MORRIS AV",223700
1549,"121 MORRIS AV",171600
1550,"123 MORRIS AV",223000
1551,"7 COVE ST",373300
1552,"COVE ST",1100
1553,"11 COVE ST",344400
1554,"15 COVE ST",190500
1555,"21 COVE ST",198500
1556,"29 COVE ST",248400
1557,"37 COVE ST",233700
1558,"49 COVE ST",213300
1559,"270 LIGHTHOUSE RD",185100
1560,"266 LIGHTHOUSE RD",151200
1561,"262 LIGHTHOUSE RD",151500
1562,"256 LIGHTHOUSE RD",144400
1563,"252 LIGHTHOUSE RD",185000
1564,"246 LIGHTHOUSE RD",167700
1565,"240 LIGHTHOUSE RD",142800
1566,"236 LIGHTHOUSE RD",179400
1567,"234 LIGHTHOUSE RD",133600
1568,"230 LIGHTHOUSE RD",119800
1569,"222 LIGHTHOUSE RD",225200
1570,"8 COVE ST",582800
1571,"14 COVE ST",497700
1572,"20 COVE ST",600
1573,"COVE ST",1200
1574,"COVE ST",400
1575,"20 COVE ST",400
1576,"COVE ST",400
1577,"COVE ST",400
1578,"COVE ST",400
1579,"COVE ST",1000
1580,"COVE ST",400
1581,"COVE ST",400
1582,"COVE ST",400
1583,"COVE ST",400
1584,"COVE ST",800
1585,"20 COVE ST",400
1586,"COVE ST",400
1587,"COVE ST",400
1588,"COVE ST",400
1589,"COVE ST",400
1590,"COVE ST",400
1591,"COVE ST",400
1592,"COVE ST",400
1593,"COVE ST",400
1594,"20 COVE ST",400
1595,"COVE ST",400
1596,"20 COVE ST",400
1597,"COVE ST",400
1598,"20 COVE ST",400
1599,"COVE ST",400
1600,"COVE ST",400
1601,"COVE ST",400
1602,"COVE ST",400
1603,"COVE ST",400
1604,"20 COVE ST",400
1605,"20 COVE ST",3200
1606,"COVE ST",400
1607,"20 COVE ST",800
1608,"COVE ST",400
1609,"20 COVE ST",400
1610,"20 COVE ST",400
1611,"20 COVE ST",800
1612,"COVE ST",400
1613,"20 COVE ST",2000
1614,"20 COVE ST",2400
1615,"24 COVE ST",313000
1616,"30 COVE ST",324400
1617,"34 COVE ST",355500
1618,"38 COVE ST",390900
1619,"62 COVE ST",1259500
1620,"64 COVE ST",215600
1621,"70 COVE ST",409800
1622,"74 COVE ST",305300
1623,"78 COVE ST",374100
1624,"82 COVE ST",438300
1625,"88 COVE ST #A",251900
1626,"88 COVE ST #B",129900
1627,"86 COVE ST #A",251900
1628,"86 COVE ST #B",99400
1629,"94 COVE ST",299300
1630,"104 COVE ST",404100
1631,"176 MORRIS AV",388300
1632,"19 RHEA ST",254300
1633,"75 COVE ST",481200
1634,NA,NA
