"totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
128800,3,0,1,0,"09/16/1988",NA,NA,NA,NA,NA,NA,NA,NA,1920,1242,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.3164128,-72.8881750566667
224000,3,0,2,0,"08/03/2010",123600,"11/26/1996",51000,"03/31/1977",NA,NA,NA,NA,1966,1582,76,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"RS2","0200",624,41.27381482,-72.89216993
96200,4,0,2,0,"02/09/2010",0,"07/17/2006",20000,"12/10/1981",NA,NA,NA,NA,1940,1728,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","2600",0,41.333449105,-72.968859895
173200,3,0,1.5,0,"05/01/1998",NA,NA,NA,NA,NA,NA,NA,NA,1923,1504,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.16,"RS2","0101",216,41.272552,-72.89813476
512700,4,0,2.5,0,"06/20/2002",225000,"07/11/1991",NA,NA,NA,NA,NA,NA,1900,2625,68,"Duplex","Single Family","Vg/Exc",1,"Central","Average","Average",0.13,"RS1","1300",380,41.32981,-72.91211
86200,6,0,2,190000,"12/28/2004",165000,"06/18/2004",0,"12/31/2003",85001,"12/31/2003",0,"09/12/2003",1945,1940,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM1","1600",0,41.334836225,-72.9373505966667
86600,2,0,2,42000,"11/18/1998",0,"01/08/1998",NA,NA,NA,NA,NA,NA,1900,1224,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1600",0,41.33255172,-72.93791232
79600,3,0,1,87400,"09/05/2007",0,"09/25/2006",0,"09/29/2004",0,"02/05/2003",88000,"08/01/2001",1910,1168,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.14,"RM1","1600",0,41.33355,-72.92848
204900,6,0,6,685000,"05/23/2002",0,NA,NA,NA,NA,NA,NA,NA,1900,2791,78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.14,"RM2","2500",0,41.326332,-72.9608851466667
141900,7,0,3,59000,"05/11/2011",10000,"05/19/1997",0,"05/19/1997",0,"10/25/1996",0,"01/18/1996",1915,3293,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM1","1000",0,41.31470814,-72.8925939466667
121800,1,0,1,76000,"05/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,1946,924,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.2,"RS2","2700",483,41.33116937,-72.980684895
399400,4,0,4,0,"02/28/2006",0,"02/17/1995",0,"04/09/1991",NA,NA,NA,NA,1900,2448,68,"4 Family","Multi-Fam 2-4","Very Good",4,"None","Average","Average",0.06,"RM2","1200",0,41.3137865,-72.913605
189200,4,0,2.5,110000,"10/25/1996",NA,NA,NA,NA,NA,NA,NA,NA,1925,1802,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.27,"RS2","1700",0,41.3239587133333,-72.9442810566667
152400,4,0,2,0,"07/07/2003",62000,"03/24/1998",0,"09/19/1997",180000,"08/18/1988",NA,NA,1800,2472,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.18,"RM2","2200",1208,41.319378,-72.95164
187200,6,0,3,0,"03/30/2015",0,"11/22/2006",0,"05/03/2003",0,"06/30/1981",NA,NA,1981,2000,84,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.32,"RM1","0800",0,41.332071985,-72.8734301733333
166100,3,0,1,0,"04/15/1996",NA,NA,NA,NA,NA,NA,NA,NA,1967,1176,76,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.14,"RS2","0200",288,41.277250075,-72.888728575
107400,3,0,1,0,"03/26/2004",22000,"12/15/1975",NA,NA,NA,NA,NA,NA,1940,1063,68,"Split-Level","Single Family","Average",1,"None","Average","Average",0.12,"RM1","2600",0,41.33461398,-72.97113105
143400,4,0,4,0,"09/04/2009",0,"01/09/1998",0,"09/27/1994",NA,NA,NA,NA,1874,3192,68,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.06,"RM2","1800",0,41.312911175,-72.934525
269800,3,0,1.5,240000,"10/01/2002",132500,"07/09/1999",118000,"08/08/1997",92500,"04/04/1994",NA,NA,1922,1660,78,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.11,"RS2","2400",0,41.32349856,-72.96391834
100100,3,0,1,16000,"12/14/1981",NA,NA,NA,NA,NA,NA,NA,NA,1903,1402,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM2","1600",576,41.3307371233333,-72.9304885533333
332100,4,0,2,0,"11/13/2001",30000,"12/02/1975",NA,NA,NA,NA,NA,NA,1890,2348,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM2","1200",0,41.3165190833333,-72.91139502
88700,3,0,2,0,"04/30/1997",70247,"02/24/1997",0,"09/05/1996",80000,"02/28/1992",NA,NA,1900,1463,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.14,"RM1","1600",0,41.33252331,-72.92996
157400,9,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,3248,68,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.17,"RM2","1800",0,41.31435,-72.940544
84200,6,0,2,50000,"12/31/1992",NA,NA,NA,NA,NA,NA,NA,NA,1900,2348,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM2","1900",0,41.30001993,-72.94413
87800,4,0,3,27500,"05/17/2013",0,"04/05/2011",0,NA,NA,NA,NA,NA,1900,2369,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM2","1600",0,41.32886659,-72.92754971
143000,2,0,2,92000,"12/18/2012",0,"11/16/2012",208000,"10/11/2002",0,"11/28/2000",0,"02/09/2000",1977,1650,88,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","2400",0,41.3272,-72.971794
101300,4,0,2,36000,"08/21/1992",NA,NA,NA,NA,NA,NA,NA,NA,1920,2470,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1100",0,41.306084,-72.90027185
134300,6,0,2,0,"01/24/1991",NA,NA,NA,NA,NA,NA,NA,NA,1900,2801,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.14,"RM2","1800",828,41.3122347666667,-72.93987156
234320,6,0,4.5,0,"10/31/2011",3e+05,"11/14/2005",51500,"06/15/2001",18000,"04/04/2001",0,"02/14/1975",2013,3379,100,"4 Family","Multi-Fam 2-4","Ave/Good",4,"Unit/AC","Average","Average",0.16,"RM2","0900",0,41.310802,-72.89672
87100,4,0,2,237000,"05/15/2006",138000,"06/09/2004",0,"05/04/2001",0,"04/24/1995",0,"03/29/1993",1900,2745,63,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","2000",0,41.28937,-72.93579389
84200,2,0,2,150000,"10/21/2005",65000,"08/28/2000",0,"08/28/2000",106000,"11/17/1989",NA,NA,1875,1100,80,"Condominium","Res Condo","Ave/Good",1,"Central","Average","Average",0,"RM1","2300",0,41.33045,-72.95713285
105200,4,0,2,0,"02/27/2012",0,"02/27/2007",0,"06/01/1994",NA,NA,NA,NA,1890,2480,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM2","1900",0,41.30797,-72.9414642733333
146700,4,0,2,0,"12/06/1995",0,"12/06/1995",0,"08/04/1995",NA,NA,NA,NA,1964,2117,72,"2 Family","Multi-Fam 2-4","Average",2,"Partial","Average","Average",0.16,"RM1","0300",484,41.279835,-72.88843
174500,4,0,2,0,"06/02/2006",0,"06/08/2005",0,"09/16/1987",NA,NA,NA,NA,1925,1504,68,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.18,"RS2","0101",0,41.272633,-72.89914
212000,2,0,1,287500,"08/15/2013",3e+05,"07/17/2007",245000,"06/03/2005",120000,"06/29/2001",80000,"04/25/2000",1838,1150,70,"Condominium","Res Condo","Ave/Good",1,"Central","Average","Average",0,"RM2","1400",0,41.30671234,-72.9186259
101300,9,1,3,0,"09/01/1976",NA,NA,NA,NA,NA,NA,NA,NA,1900,3018,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM2","2000",0,41.29076786,-72.936676
664400,3,0,2.5,522500,"07/27/2004",420000,"08/14/2002",215000,"03/31/1994",NA,NA,NA,NA,1906,2243,93,"Colonial","Single Family","Excellent",1,"None","Average","Average",0.2,"RS1","1300",0,41.332638,-72.9185710666667
181200,3,0,1.5,147500,"10/25/1999",194000,"07/08/1988",NA,NA,NA,NA,NA,NA,1937,1834,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.15,"RS2","1700",308,41.32389704,-72.94692629
180900,8,0,4,0,"08/08/1997",0,"03/17/1995",0,"07/13/1982",NA,NA,NA,NA,1960,3264,72,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.28,"RM1","0800",0,41.3315900833333,-72.87364309
638800,4,0,4,65000,"01/17/2002",65000,"12/31/2001",0,"12/31/2001",0,"06/14/1983",NA,NA,1912,4460,78,"3 Family","Multi-Fam 2-4","Good",3,"Central","Average","Average",0.15,"RM1","1300",567,41.3215813433333,-72.9130663
42000,4,0,2,27500,"12/01/2010",63058,"12/16/2009",0,"06/03/2008",0,"03/10/2005",0,"08/21/1964",1900,2184,37,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM1","1600",0,41.332253,-72.9292810066667
138400,2,0,1,170000,"04/05/2010",0,"04/05/2010",0,"06/05/2008",123500,"06/01/2004",80000,"07/29/1994",1956,910,78,"Ranch","Single Family","Average",1,"Central","Average","Average",0.23,"RS2","0300",240,41.285625,-72.8946822733333
115700,6,0,3,0,"12/30/1977",NA,NA,NA,NA,NA,NA,NA,NA,1900,3312,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.07,"RM2","2000",0,41.29226,-72.9364845933333
205200,3,0,1.5,165000,"07/30/1999",NA,NA,NA,NA,NA,NA,NA,NA,1949,2296,68,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.17,"RS2","1700",399,41.328457,-72.94435
32790,6,0,3,0,"12/16/1998",10000,"01/28/1997",9000,"12/27/1993",NA,NA,NA,NA,1900,2833,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.06,"RM1","1100",0,41.3061963533333,-72.89798
202100,3,0,1,0,"04/15/2002",37000,"08/02/1989",NA,NA,NA,NA,NA,NA,1935,1504,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.31,"RS2","0101",440,41.2698018,-72.8947
261300,3,0,1.5,0,"06/19/1968",NA,NA,NA,NA,NA,NA,NA,NA,1900,1440,55,"Colonial","Single Family","Below Average",1,"None","Average","Average",0.1,"RM2","1200",0,41.315884,-72.9126886733333
139100,3,0,1.5,0,"12/03/1979",NA,NA,NA,NA,NA,NA,NA,NA,1940,1126,65,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.17,"RS2","0101",0,41.272636,-72.8992811666667
154600,3,0,1.5,0,"06/10/1998",0,"03/18/1980",NA,NA,NA,NA,NA,NA,1950,1373,68,"Cape Cod","Single Family","Ave/Good",1,"None","Average","Average",0.13,"RS2","1700",420,41.32592133,-72.9457422266667
150000,5,0,2,0,"05/14/1996",NA,NA,NA,NA,NA,NA,NA,NA,1967,1850,76,"Colonial","Single Family","Average",1,"Central","Average","Average",0.22,"RS2","0600",0,41.303319815,-72.877048085
102100,6,0,3,73000,"05/24/2013",252500,"08/05/2008",164000,"08/05/2005",20000,"11/30/2001",0,"04/09/2001",1900,2667,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM1","1600",0,41.331768,-72.9289472433333
190800,3,0,1,83000,"09/30/1993",NA,NA,NA,NA,NA,NA,NA,NA,1929,1352,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.17,"RS2","2800",240,41.327026,-72.97638959
131800,6,0,4,16000,"04/29/1998",NA,NA,NA,NA,NA,NA,NA,NA,1900,3492,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.08,"RM2","1900",0,41.3021419,-72.93954
184100,8,0,3,0,"01/18/2007",330000,"01/03/2006",0,"06/23/2005",0,"01/21/1999",0,"12/23/1982",1900,3898,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.18,"RM2","2200",700,41.31364761,-72.94531836
86800,5,0,2,18900,"11/26/1974",NA,NA,NA,NA,NA,NA,NA,NA,1900,2136,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.22,"RM2","2000",0,41.29059901,-72.9374929733333
428600,6,0,2.5,0,"03/07/2002",0,"01/26/1979",NA,NA,NA,NA,NA,NA,1912,3900,68,"Colonial","Single Family","Good",1,"None","Average","Average",1.03,"RS2","2400",400,41.3180944933333,-72.97083852
137500,4,0,2,235000,"09/07/2006",117000,"04/21/2002",0,"12/01/1987",NA,NA,NA,NA,1900,2382,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.15,"RM2","2200",486,41.31281837,-72.9515147166667
432200,8,0,3.5,422500,"02/13/2013",397500,"06/01/2005",278500,"12/03/2002",155000,"03/22/2002",155000,"01/04/2001",1870,3832,73,"3 Family","Multi-Fam 2-4","Excellent +",3,"None","Average","Average",0.06,"RM2","1400",0,41.30863125,-72.91889
554700,5,0,3,0,"08/26/2010",0,"03/28/2000",0,"06/23/1993",NA,NA,NA,NA,1910,4625,63,"3 Family","Multi-Fam 2-4","Good",3,"None","Average","Average",0.11,"RM1","1300",360,41.32271951,-72.9134756433333
188600,3,0,1.5,0,"02/26/1999",140000,"12/14/1987",NA,NA,NA,NA,NA,NA,1910,1454,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.12,"RS2","0101",400,41.26249,-72.8933
193800,3,0,1.5,82500,"06/23/1999",0,"09/04/1996",0,"09/04/1996",0,"07/23/1992",0,"06/28/1984",1929,1849,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.14,"RM1","0300",0,41.287958385,-72.89504457
179500,3,0,1.5,0,"11/05/2004",0,"12/23/1986",NA,NA,NA,NA,NA,NA,1945,1490,78,"Cape Cod","Single Family","Average",1,"Central","Average","Average",0.17,"RS2","2500",0,41.32930206,-72.97789132
104000,4,0,2,145000,"11/26/2003",0,"11/26/2003",0,"03/01/2002",0,"08/07/1990",NA,NA,1900,2155,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM2","1000",0,41.31713715,-72.89366
96400,4,0,2,0,"05/24/2010",0,"03/10/1993",NA,NA,NA,NA,NA,NA,1920,2365,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1600",0,41.33408444,-72.9256930833333
180500,6,0,3,0,"04/10/2012",198000,"11/17/2003",0,"02/08/1996",0,"06/07/1995",172500,"04/04/1986",1920,3422,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.09,"RM2","2500",468,41.32864808,-72.9686643633333
185600,3,0,2,0,"11/02/2012",72000,"10/25/1984",NA,NA,NA,NA,NA,NA,1928,1744,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.14,"RS2","0101",200,41.26949,-72.893265
78200,4,0,2,0,"08/01/2006",0,"01/15/2002",0,"11/07/2001",72500,"12/29/1997",32000,"11/18/1993",1900,1552,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","0900",0,41.3140534366667,-72.89843739
112300,2,0,1,98000,"04/02/2001",65000,"07/11/1986",NA,NA,NA,NA,NA,NA,1956,944,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.12,"RS2","0800",0,41.330239535,-72.8726325766667
79500,6,0,3,0,"08/16/2013",0,"11/23/2010",55000,"11/23/2010",0,"09/02/2010",0,"08/16/2010",1900,2376,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.07,"RM2","1100",0,41.30468633,-72.90147
152000,4,0,2,115000,"10/06/2000",0,"09/07/1988",NA,NA,NA,NA,NA,NA,1900,2420,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.19,"RM1","1100",0,41.305882725,-72.89229682
110700,3,0,2,0,"08/20/2003",0,"10/26/1992",NA,NA,NA,NA,NA,NA,1988,1100,86,"Ranch","Single Family","Average",1,"None","Average","Average",0.09,"RM1","1600",0,41.33451487,-72.93308901
152000,5,0,3,0,"07/27/2012",0,"09/27/2011",0,"09/27/2011",0,"09/27/2011",0,"09/27/2011",1900,3136,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.14,"RM2","2200",0,41.3150355166667,-72.94645637
133400,3,0,1,0,"10/24/2008",27560,"08/06/1998",0,"03/12/1987",NA,NA,NA,NA,1910,1394,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.13,"RS2","0600",192,41.306137,-72.87708
111600,2,0,2,0,"07/05/1988",NA,NA,NA,NA,NA,NA,NA,NA,1900,2887,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.23,"RM2","1900",1600,41.30835717,-72.94560258
342700,4,0,3,0,"01/20/2011",0,"10/04/2000",276000,"07/02/1999",0,"05/01/1991",NA,NA,1967,3506,86,"Contemporary","Single Family","Good",1,"Central","Average","Average",0.26,"RS2","0200",484,41.274705225,-72.896323915
212900,5,0,1.5,0,"10/31/2006",233900,"11/01/2004",189900,"03/26/2003",132000,"06/04/2001",0,"10/01/1982",1930,1800,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.07,"RM2","2200",0,41.31369367,-72.9509821133333
115500,6,0,3,120000,"06/28/1991",NA,NA,NA,NA,NA,NA,NA,NA,1920,3225,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RM1","1900",500,41.3048886233333,-72.9508571533333
96700,5,0,1.5,13000,"01/17/1977",NA,NA,NA,NA,NA,NA,NA,NA,1900,1722,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","2000",0,41.2936019133333,-72.9398749566667
140700,7,0,3,132500,"12/11/1995",0,"02/01/1995",130000,"04/17/1990",130000,"04/17/1990",NA,NA,1920,3782,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.17,"RM1","2000",880,41.2884542366667,-72.9317328733333
123200,2,0,1,0,"07/22/2013",0,NA,NA,NA,NA,NA,NA,NA,1955,1170,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.27,"RS2","0800",0,41.33445707,-72.86384
175200,4,0,1.5,0,"12/22/2005",0,"02/11/2005",0,"12/08/2004",180000,"12/08/2004",0,"06/22/1967",1925,1805,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.15,"RM2","2200",420,41.31561,-72.94415588
71600,2,0,1,0,"01/30/2006",35500,"04/18/1986",NA,NA,NA,NA,NA,NA,1948,854,70,"Condominium","Res Condo","Ave/Good",1,"None","Average","Average",0,"RM2","1800",0,41.3122394566667,-72.94384538
104200,6,0,2,0,"07/28/2004",65500,"07/19/1996",0,"06/15/1989",NA,NA,NA,NA,1900,2438,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM2","1100",216,41.30796173,-72.89822435
86300,3,0,1,0,"04/29/1970",NA,NA,NA,NA,NA,NA,NA,NA,1900,1036,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","1600",280,41.33253434,-72.9381252366667
344100,4,0,2,252500,"10/31/2002",0,"08/22/2002",135000,"07/30/1998",6e+05,"03/24/1997",0,"03/24/1997",1900,2192,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.1,"RM2","1200",0,41.32017071,-72.9101085066667
236300,3,0,1.5,275000,"05/22/2015",290000,"05/09/2005",0,"07/28/2004",218000,"04/23/2004",0,"10/12/2001",1925,1628,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.15,"RM1","2400",400,41.324497,-72.9593376066667
170000,4,0,2.5,0,"04/30/1987",NA,NA,NA,NA,NA,NA,NA,NA,1900,2588,78,"2 Family","Multi-Fam 2-4","Very Good",2,"None","Average","Average",0.17,"RM1","2300",0,41.32903088,-72.9616923033333
147200,3,0,1.5,32000,"11/06/1980",NA,NA,NA,NA,NA,NA,NA,NA,1930,1324,78,"Cape Cod","Single Family","Above Average",1,"Central","Average","Average",0.14,"RS2","1700",0,41.32243648,-72.94144
109000,4,0,1,117000,"02/12/2004",65000,"09/16/1998",0,"05/20/1993",NA,NA,NA,NA,1943,720,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.13,"RS2","2700",0,41.33056166,-72.98266925
423200,4,0,2.5,154000,"04/03/2000",0,"02/03/2000",190000,"07/06/1989",NA,NA,NA,NA,1900,1854,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RS1","1300",0,41.33149,-72.9120092833333
138200,4,0,1.5,89740,"01/08/2008",40000,"04/15/2004",0,"09/17/2003",0,"08/04/1995",0,"06/13/1994",2008,1908,97,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","2000",0,41.2930435733333,-72.9348250066667
160400,5,0,2,0,"08/28/2007",35000,"12/01/1977",NA,NA,NA,NA,NA,NA,1920,3690,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.09,"RM2","2200",0,41.31670482,-72.94648958
109500,6,0,2,0,"04/16/2013",0,"04/16/2013",0,"02/08/2011",99000,"05/14/2008",75000,"05/13/2008",1900,1570,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM2","0400",0,41.29610988,-72.89388698
58000,2,0,2,25000,"04/08/1999",0,"07/16/1992",NA,NA,NA,NA,NA,NA,1900,1400,68,"2 Family","Multi-Fam 2-4","Below Average",2,"None","Average","Average",0.06,"RM1","1100",0,41.307782735,-72.90027
110800,2,0,1,0,"12/12/2003",0,"10/25/1999",0,"02/09/1999",0,"07/16/1996",0,"07/16/1996",1952,1125,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.17,"RS2","0800",0,41.3322436366667,-72.8647639833333
65800,5,0,3,75561,"01/07/2003",127000,"04/18/1988",NA,NA,NA,NA,NA,NA,1900,2090,50,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM2","0900",0,41.31408,-72.90813
322500,5,0,2.5,275000,"11/25/2002",0,"11/25/2002",0,"02/27/1998",0,"06/06/1985",NA,NA,1925,2916,68,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.24,"RS2","1700",520,41.32369,-72.942665
95600,2,0,1.5,0,"07/05/1996",NA,NA,NA,NA,NA,NA,NA,NA,1982,1044,84,"Row House","Single Family","Average",1,"None","Average","Average",0.04,"RM2","1800",0,41.31339385,-72.93772576
122100,9,1,3,0,"03/29/2010",0,"01/23/2007",0,"02/05/2004",0,"11/09/1976",NA,NA,1900,4032,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM2","2000",0,41.292694,-72.934555
103500,4,0,2,0,"10/13/1978",NA,NA,NA,NA,NA,NA,NA,NA,1920,3175,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM2","1600",0,41.32621202,-72.92591214
98600,5,0,2,0,"08/15/1989",NA,NA,NA,NA,NA,NA,NA,NA,1897,2671,68,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.08,"RM2","0900",0,41.3132325,-72.8980484
159800,2,0,2,0,"07/30/1997",0,"11/13/1996",0,"12/30/1994",0,"06/19/1986",NA,NA,1930,1760,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RS2","0101",0,41.265923,-72.89316
91400,3,0,1,0,"04/02/2012",0,"04/18/2008",0,"12/19/2005",0,"07/29/2002",20150,"03/22/2001",1900,1510,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","2000",0,41.29346869,-72.93217282
188700,3,0,1.5,95000,"01/19/1999",0,"07/01/1998",169900,"05/11/1990",NA,NA,NA,NA,1990,1184,88,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.22,"RS2","0600",576,41.30458494,-72.876128165
200800,3,0,1.5,0,"07/24/1996",NA,NA,NA,NA,NA,NA,NA,NA,1965,1488,76,"Ranch","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","0101",540,41.25354,-72.89566
173000,3,0,1,111000,"11/09/1998",0,"10/19/1990",NA,NA,NA,NA,NA,NA,1895,1220,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.17,"RS2","0300",0,41.28074668,-72.89592
90700,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,1417,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.06,"RM1","1600",0,41.33439626,-72.9360233233333
87800,5,0,2,230000,"04/17/2007",163000,"06/02/2006",132000,"05/10/2006",0,"12/07/2000",30000,"03/18/1977",1900,2230,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","2000",400,41.2975106,-72.9320219833333
168600,3,0,1,220000,"02/07/2005",0,"07/01/2004",0,"04/15/1991",NA,NA,NA,NA,1920,1459,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.16,"RS2","0200",0,41.27181648,-72.893557185
178100,3,0,1.5,0,"02/18/1997",0,"11/07/1988",NA,NA,NA,NA,NA,NA,1959,1128,78,"Split-Level","Single Family","Above Average",1,"Central","Average","Average",0.22,"RS2","0200",240,41.2812630433333,-72.89595652
137700,3,0,1,0,"08/04/2008",0,"02/28/1977",NA,NA,NA,NA,NA,NA,1955,1032,68,"Ranch","Single Family","Average",1,"Central","Average","Average",0.19,"RS2","0300",280,41.285800305,-72.894554
306500,4,0,2,0,"03/10/2008",295500,"09/01/2004",150000,"10/18/2001",0,"08/18/2000",0,"07/27/1989",1900,1870,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","1200",0,41.316353,-72.91082
71700,4,0,3,51500,"12/11/2003",0,"05/30/1996",0,"05/30/1996",0,"10/29/1993",NA,NA,1900,3178,37,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.12,"RM2","1600",288,41.3291625933333,-72.93503371
113700,2,0,2,0,"12/23/1993",NA,NA,NA,NA,NA,NA,NA,NA,1900,1368,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.1,"RM2","1800",0,41.31336429,-72.94019027
208500,3,0,1.5,287500,"09/16/2005",90000,"06/29/1999",160000,"09/04/1998",109000,"12/07/1995",212000,"06/27/1988",1939,1850,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.17,"RS2","1700",360,41.325275,-72.9475045
264700,7,0,3,285000,"12/29/2006",196882,"08/20/2004",0,"11/11/1996",270862,"06/26/1989",NA,NA,1900,4241,95,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.12,"RM2","2200",400,41.320260645,-72.95078541
475600,4,0,3.5,0,"04/16/2009",475000,"04/16/2009",590000,"02/28/2006",192000,"11/30/1995",0,"01/28/1991",1928,3001,95,"Colonial","Single Family","Very Good",1,"Central","Above Average","Average",0.17,"RS2","2400",342,41.31436,-72.96539
124100,3,0,3.5,0,"12/11/2012",0,"12/11/2012",237000,"11/03/2006",0,"09/16/1996",10,"05/02/1995",1900,1314,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.1,"RM1","0500",0,41.3048862233333,-72.88816
