"totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
155600,7,0,3,137000,"07/29/1992",NA,NA,NA,NA,NA,NA,NA,NA,1915,2875,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",0,41.31454,-72.89409
149230,2,0,1.5,0,"08/16/2012",264900,"06/16/2006",205000,"07/02/2004",0,"12/03/2003",30000,"06/17/1982",1952,1041,78,"Ranch","Single Family","Average",1,"Central","Average","Average",0.22,"RS2","1200",576,41.32408817,-72.90887102
115300,5,0,2,0,"09/01/1998",0,"05/28/1998",0,"10/10/1989",NA,NA,NA,NA,1900,2589,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.19,"RM2","1600",380,41.32016745,-72.9325538
505700,3,0,3,283000,"12/31/1998",320000,"06/01/1992",320000,"07/27/1990",NA,NA,NA,NA,1850,3374,78,"Cape Cod","Single Family","Vg/Exc",1,"None","Average","Average",0.64,"RS2","2400",380,41.31940652,-72.96997613
94400,2,0,1,54000,"01/30/2001",0,"01/08/1974",NA,NA,NA,NA,NA,NA,1944,882,68,"Ranch","Single Family","Below Average",1,"None","Average","Average",0.15,"RM1","0700",0,41.30992784,-72.8754276733333
245400,3,0,2,0,"11/19/2002",120000,"08/22/1996",136000,"05/08/1991",NA,NA,NA,NA,1900,1380,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.22,"RM1","2400",256,41.32533878,-72.96656748
113100,2,0,1,170000,"09/10/2008",45000,"07/08/1994",NA,NA,NA,NA,NA,NA,1947,720,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.14,"RM1","2600",232,41.33197581,-72.97074028
73700,4,0,2,0,"08/12/2009",29900,"08/12/2009",0,"08/20/2007",0,"08/30/2005",0,"09/12/2003",1900,1734,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","2000",0,41.2950852833333,-72.94170924
189600,6,0,3,0,"10/25/1991",NA,NA,NA,NA,NA,NA,NA,NA,1900,2787,78,"3 Family","Multi-Fam 2-4","Ave/Good",3,"Central","Average","Average",0.17,"RM2","1800",2040,41.310192945,-72.93656568
189400,4,0,1.5,0,"08/06/1973",NA,NA,NA,NA,NA,NA,NA,NA,1920,1516,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.08,"RS2","0101",0,41.25889202,-72.89225
126800,3,0,1,0,"11/01/1996",55000,"03/18/1987",NA,NA,NA,NA,NA,NA,1959,1088,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.27,"RM1","0600",0,41.30950731,-72.87355866
159400,4,0,2,0,"02/15/2001",0,"10/27/1988",0,"06/01/1981",NA,NA,NA,NA,1890,1124,68,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.4,"RS2","0600",1400,41.305187,-72.87761
200100,9,1,3,127500,"11/21/1996",0,"05/01/1996",0,"12/30/1988",NA,NA,NA,NA,1954,4634,63,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.2,"RM2","2200",360,41.31548311,-72.94408
370200,9,1,4,256500,"10/22/2003",0,"03/15/2001",0,"06/24/1999",43775,"08/18/1994",NA,NA,1900,3922,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM2","1200",0,41.31829606,-72.9088866
174300,6,0,3,0,"02/08/2006",235000,"02/08/2006",0,"05/04/2004",0,"09/09/1996",0,"08/22/1996",1900,3763,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.15,"RM2","2200",342,41.31456,-72.94585
135200,6,0,4,150000,"03/01/2004",0,"10/16/1995",975000,"05/24/1987",NA,NA,NA,NA,2003,2688,93,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.15,"RM2","1600",0,41.33258602,-72.9252124866667
209900,3,0,1.5,0,"08/24/1998",NA,NA,NA,NA,NA,NA,NA,NA,1932,2127,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.2,"RS2","1700",400,41.327644,-72.94340228
148200,3,0,1.5,217000,"01/17/2006",160000,"10/07/2004",85000,"03/21/2002",0,"09/13/2001",0,"12/14/1997",1962,782,72,"Ranch","Single Family","Average",1,"None","Average","Average",0.27,"RS2","2800",260,41.32604,-72.984146
193100,2,0,1,105000,"02/25/2003",0,"11/21/1996",0,"06/25/1996",0,"05/29/1996",0,"10/04/1994",1920,1163,58,"Bungalow","Single Family","Average",1,"None","Average","Average",0.07,"RM2","1200",240,41.32178,-72.9075768033333
122800,6,0,3,0,"11/20/2014",0,"02/03/2014",127000,"11/26/2013",0,"10/11/2012",0,"09/07/2012",1900,3252,55,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.14,"RM2","1800",0,41.310432,-72.94869917
206900,3,0,1.5,192000,"10/15/2003",127700,"04/20/2001",42500,"02/24/1984",NA,NA,NA,NA,1938,1772,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.48,"RS2","2900",281,41.325137915,-72.97163883
137100,4,0,2,118000,"07/30/2002",0,"02/13/2002",0,"06/20/2001",93000,"06/01/1999",0,"03/27/1998",1900,1756,78,"2 Family","Multi-Fam 2-4","Average",1,"None","Average","Average",0.24,"RM1","0700",0,41.31224,-72.88044
74500,2,0,1.5,0,"01/19/2000",0,"10/13/1999",0,"06/22/1999",0,"02/05/1988",NA,NA,1910,1248,68,"Colonial","Single Family","Average",1,"None","Below Average","Below Average",0.06,"RM2","2000",0,41.297093915,-72.938671545
142300,2,0,1.5,36500,"12/05/1977",NA,NA,NA,NA,NA,NA,NA,NA,1957,1032,78,"Ranch","Single Family","Average",1,"Central","Average","Average",0.17,"RS2","0300",0,41.28587,-72.89569
141000,6,0,3,170000,"06/25/2004",89900,"03/01/1995",0,"01/05/1995",NA,NA,NA,NA,1915,3147,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",324,41.314934,-72.8919267166667
260200,5,0,2,0,"09/20/2012",0,"07/09/2009",3e+05,"07/19/2007",0,"05/11/2005",211000,"04/29/2005",1900,1840,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM2","1200",0,41.318386,-72.90860684
162200,4,0,2,0,"04/19/2004",0,"01/31/1977",NA,NA,NA,NA,NA,NA,1965,2131,76,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.22,"RM1","0300",576,41.2807717,-72.88804
417000,8,0,4,0,"02/03/2010",0,"06/24/2008",0,"12/06/1989",NA,NA,NA,NA,1900,3968,78,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.09,"RM2","1200",0,41.317505,-72.91039
369700,4,0,2.5,430000,"04/02/2014",420000,"06/29/2011",550000,"07/02/2004",122000,"07/15/1993",NA,NA,1915,2634,90,"Colonial","Single Family","Good",1,"None","Average","Average",0.3,"RS2","2400",264,41.322933,-72.96539346
118100,4,0,2,69500,"02/13/1997",0,"05/30/1996",0,"04/04/1996",0,"10/23/1991",NA,NA,1927,3143,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","0900",0,41.30935,-72.9012075
350800,6,0,3,0,"08/11/1971",NA,NA,NA,NA,NA,NA,NA,NA,1905,3556,78,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.48,"RM2","1650",720,41.31964079,-72.92568723
74500,3,0,1,30000,"11/21/1989",NA,NA,NA,NA,NA,NA,NA,NA,1920,1037,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.09,"RM1","1600",216,41.33393242,-72.9296033333333
119900,3,0,1.5,92000,"02/13/2008",0,"11/26/2007",0,"05/09/1996",0,"01/27/1993",NA,NA,1992,1594,88,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM1","1600",0,41.332336,-72.9275277933333
177800,3,0,1.5,108299,"07/22/2002",78500,"06/19/1998",115000,"01/21/1992",NA,NA,NA,NA,1940,1540,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.2,"RS2","0500",200,41.30640439,-72.88288982
178100,3,0,2,109900,"03/15/1994",109900,"03/06/1994",NA,NA,NA,NA,NA,NA,1937,1916,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","1700",200,41.32839305,-72.9491978833333
101300,5,0,2,105000,"06/27/2000",NA,NA,NA,NA,NA,NA,NA,NA,1900,1901,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1900",0,41.30714,-72.94532398
177500,6,0,2,0,"12/01/2011",333000,"09/04/2007",0,"07/20/2000",103500,"05/12/1994",225000,"06/13/1989",1920,3888,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.15,"RM1","2200",306,41.31889222,-72.9546985066667
179200,3,0,2,120000,"10/29/1996",NA,NA,NA,NA,NA,NA,NA,NA,1952,1478,78,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.19,"RS2","0300",216,41.28001082,-72.89087
226400,6,0,3,0,"05/12/2004",134000,"06/23/1999",53000,"03/27/1984",NA,NA,NA,NA,1925,4966,73,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.18,"RS2","1700",520,41.32510449,-72.94182
407600,5,0,3,415000,"06/28/2012",320000,"07/29/2005",0,"07/25/2000",0,"06/28/2000",NA,NA,1900,2985,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.14,"RM2","1200",440,41.3152438966667,-72.9145388066667
135500,4,0,2,160000,"05/30/2013",0,"12/07/2007",45000,"08/12/1975",NA,NA,NA,NA,1949,1132,68,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.27,"RS2","1700",0,41.32669,-72.9504592366667
84600,4,0,2,146000,"10/20/2004",17500,"12/03/1993",NA,NA,NA,NA,NA,NA,1900,2123,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM2","1900",0,41.29870861,-72.93705966
95400,2,0,1,37000,"06/17/2009",0,"01/15/2008",75000,"04/30/2004",68000,"01/18/2001",68000,"01/10/2001",1900,836,68,"Cape Cod","Single Family","Below Average",1,"None","Average","Average",0.09,"RM1","2200",0,41.307031945,-72.9521378133333
107300,7,0,3,0,"08/12/2010",30700,"10/24/2003",0,"06/02/2003",42009,"09/13/2002",30000,"06/23/1997",1900,2808,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM2","2000",0,41.29190264,-72.93622042
93300,2,0,2,0,"04/19/1982",NA,NA,NA,NA,NA,NA,NA,NA,1910,2074,73,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM2","2000",460,41.2909237233333,-72.9309803833333
105900,5,0,3,69250,"06/10/2013",0,"06/16/2010",0,"06/16/2010",2e+05,"11/22/2005",0,"08/24/1979",1929,3116,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1900",0,41.30556763,-72.9517089266667
215500,3,0,2,0,"05/06/2015",140000,"10/28/1999",0,"10/28/1999",NA,NA,NA,NA,1941,2223,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.15,"RS2","0200",0,41.27226524,-72.895485
112800,5,0,3,179100,"01/15/2013",140000,"04/05/2010",67000,"03/24/2009",0,"03/24/2009",209430,"11/08/2007",1900,2777,50,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","2100",0,41.28389714,-72.93183125
245800,3,0,1.5,0,"01/23/1973",NA,NA,NA,NA,NA,NA,NA,NA,1930,2955,68,"Colonial","Single Family","Good",1,"None","Average","Average",0.16,"RS2","1700",400,41.32525,-72.94514
136700,8,0,3,0,"04/22/2015",160000,"03/06/2014",0,"10/16/2012",0,"02/18/2010",0,"05/29/2009",1905,4053,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.12,"RM2","1600",0,41.31874542,-72.94110331
88600,5,0,1.5,0,"03/03/2014",0,"03/09/2012",136000,"05/02/2003",44000,"09/04/2002",0,"05/30/2002",1920,1802,27,"Colonial","Single Family","Average",1,"None","Average","Average",0.1,"RM2","2100",300,41.2850207966667,-72.9315172433333
249800,6,0,2.5,343500,"09/23/2014",235000,"10/03/2001",227000,"04/03/1989",NA,NA,NA,NA,1920,3252,78,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.22,"RM1","2400",400,41.32016077,-72.9609980566667
583600,7,0,4,595000,"07/05/2011",360000,"07/06/2000",145000,"06/09/1999",0,"03/23/1999",0,"10/28/1982",1910,2754,78,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.18,"RM1","1300",0,41.322556,-72.9157283833333
162500,3,0,2,190000,"11/30/2004",0,"02/26/2003",0,"10/19/1964",NA,NA,NA,NA,1962,1102,83,"Ranch","Single Family","Average",1,"None","Average","Average",0.17,"RS2","0800",320,41.33343,-72.8686677566667
165900,2,0,1,0,"05/25/1972",NA,NA,NA,NA,NA,NA,NA,NA,1950,1371,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.14,"RS2","0101",0,41.253372,-72.8996274166667
226200,4,0,3,152000,"05/13/2013",0,"04/23/2012",347000,"05/23/2006",270000,"02/22/2005",152900,"12/05/2003",1920,1626,78,"Cape Cod","Single Family","Ave/Good",1,"Central","Average","Average",0.13,"RS2","0300",180,41.2809936,-72.8973001366667
47900,2,0,1,0,"04/03/1998",0,"11/19/1997",0,"11/19/1997",74500,"07/02/1990",0,NA,1900,848,55,"Colonial","Single Family","Below Average",1,"None","Average","Average",0.08,"RM2","0900",0,41.31382931,-72.9014251833333
134400,3,0,1.5,125000,"01/28/2008",82500,"03/07/2005",52900,"08/17/2000",0,"08/05/1999",0,"11/07/1996",1920,864,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1650",0,41.31753799,-72.9269558766667
67300,3,0,2,40000,"02/22/2013",35000,"09/26/2005",0,"11/30/1984",NA,NA,NA,NA,1900,1456,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","2000",520,41.2940382233333,-72.9428094066667
242400,4,0,4,0,"09/17/2007",0,"10/17/1980",NA,NA,NA,NA,NA,NA,1870,3193,58,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.16,"RM2","1400",0,41.30957888,-72.91681366
234300,3,0,2,155000,"07/11/1997",0,"07/29/1981",NA,NA,NA,NA,NA,NA,1955,2028,68,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.38,"RS2","2900",440,41.32075,-72.97632
115600,6,0,2,0,"11/22/1995",81800,"11/22/1995",0,"04/11/1994",NA,NA,NA,NA,1900,2865,78,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.11,"RM1","1100",0,41.30772274,-72.8933872633333
468000,4,0,3,0,"03/09/2002",0,"03/08/2002",0,"02/01/2001",0,"08/24/1999",95000,"01/31/1995",1900,2845,68,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.1,"RM1","1300",240,41.320385,-72.9159321066667
121900,5,0,3,101000,"07/02/2015",111745,"01/09/2015",0,"01/04/2011",0,"11/05/1969",NA,NA,1900,3101,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","0900",0,41.3198277266667,-72.90197558
52500,2,0,1,7500,"05/21/2012",7250,"10/05/1999",0,"04/24/1996",6000,"04/02/1985",NA,NA,1900,586,78,"Colonial","Single Family","Below Average",1,"None","Average","Average",0.06,"RM2","2000",0,41.293898825,-72.9390476133333
186200,5,0,1.5,134900,"11/28/2012",0,"05/05/2010",34700,"08/14/2009",0,"06/09/2008",0,"05/18/2005",1900,1642,93,"Colonial","Single Family","Average",1,"None","Average","Average",0.14,"RM2","1000",0,41.3176835933333,-72.89557
91300,2,0,2,0,"05/18/2005",0,"09/05/1991",NA,NA,NA,NA,NA,NA,1900,1548,58,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","2100",0,41.284068,-72.93173267
141100,6,0,2,245000,"06/15/2004",42000,"10/30/1997",0,"05/01/1996",196000,"12/02/1987",NA,NA,1910,2612,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.14,"RM2","2200",400,41.31519,-72.947205
131800,2,0,1.5,55000,"08/08/1994",NA,NA,NA,NA,NA,NA,NA,NA,1986,977,88,"Condominium","Res Condo","Above Average",1,"None","Average","Average",0,"RS2","0200",0,41.28040083,-72.8980842766667
355100,5,0,2,390000,"09/01/2004",0,"01/02/1979",NA,NA,NA,NA,NA,NA,1925,2826,68,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.27,"RS2","2400",418,41.32536972,-72.9641501966667
109200,6,0,2,0,"08/06/2007",92000,"11/30/2001",136000,"08/21/1987",NA,NA,NA,NA,1979,2184,82,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.19,"RS2","0900",0,41.31264,-72.901344
379800,4,0,2.5,162000,"08/16/1999",109900,"12/01/1994",0,"08/21/1990",NA,NA,NA,NA,1920,3799,68,"Colonial","Single Family","Good",1,"Central","Average","Average",0.26,"RS2","2400",400,41.317182345,-72.963034075
121600,6,0,3,270000,"07/14/2005",70000,"10/01/2003",0,"01/10/2002",0,"06/15/1998",0,"03/11/1991",1900,3598,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.16,"RM2","0900",0,41.311181345,-72.90187
92000,6,0,3,0,"08/25/2014",145000,"07/17/2003",160000,"09/24/1987",NA,NA,NA,NA,1920,2547,66,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","0900",0,41.321271415,-72.900443515
141200,6,0,2,0,"10/27/2011",0,"12/03/2003",85000,"04/24/2000",0,"03/31/1997",0,"11/27/1996",1915,2320,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.1,"RM1","2100",0,41.28374063,-72.93140255
200800,4,0,6,60199,"03/06/2012",0,"07/19/2011",0,"03/25/2010",0,"12/20/2004",10050,"01/07/2000",1940,3792,93,"4 Family","Multi-Fam 2-4","Above Average",4,"Central","Average","Average",0.38,"RM1","2600",0,41.333218,-72.96742
238400,3,0,2.5,0,"04/02/2003",109000,"07/01/1999",125000,"12/18/1989",NA,NA,NA,NA,1913,1787,78,"Colonial","Single Family","Above Average",1,"None","Below Average","Average",0.14,"RM1","2400",231,41.320198,-72.96067799
195200,4,0,3,0,"06/16/1999",0,"10/10/1980",NA,NA,NA,NA,NA,NA,2007,2070,97,"Duplex","Multi-Fam 2-4","Average",2,"None","Average","Average",0.06,"RM2","IND5",0,41.311842,-72.91064635
131800,6,0,2.5,65000,"06/06/1985",NA,NA,NA,NA,NA,NA,NA,NA,1900,2500,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM2","2200",380,41.311217235,-72.95118468
48700,2,0,1,17500,"11/06/2000",0,"10/26/2000",0,"12/01/1999",62000,"10/24/1991",NA,NA,1963,698,74,"Condominium","Res Condo","Above Average",1,"None","Average","Average",0,"RS2","2700",0,41.3348159,-72.97929889
625600,5,0,3,0,"06/29/2000",0,"05/23/1996",54000,"01/22/1981",NA,NA,NA,NA,1900,4595,73,"3 Family","Multi-Fam 2-4","Good",3,"None","Average","Average",0.2,"RM2","1300",578,41.3210533366667,-72.91245
68500,2,0,1.5,104250,"03/02/2005",63000,"05/03/2004",29000,"02/26/1998",11900,"03/09/1981",NA,NA,1915,1016,68,"Colonial","Single Family","Average",1,"None","Average","Above Average",0.08,"RM1","1600",0,41.3356768,-72.9382774
299300,3,0,2,0,"07/30/2002",98000,"10/13/1995",196000,"08/25/1995",162000,"05/02/1989",NA,NA,1870,2612,78,"2 Family","Multi-Fam 2-4","Good",2,"None","Average","Average",0.08,"RM2","1400",0,41.30612992,-72.91946652
119000,6,0,3,108000,"05/12/2014",0,"05/22/2012",70000,"06/14/2011",0,"08/18/2010",260000,"01/02/2007",1900,3141,74,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM2","0900",0,41.313545,-72.89658
117000,2,0,2.5,190000,"07/23/2007",0,"01/08/1990",NA,NA,NA,NA,NA,NA,1989,1461,88,"Condominium","Res Condo","Average",1,"Central","Average","Average",0,"RM2","2200",228,41.31898045,-72.94885956
182600,3,0,2,0,"11/03/1975",NA,NA,NA,NA,NA,NA,NA,NA,1957,1462,68,"Split-Level","Single Family","Above Average",1,"Central","Average","Average",0.2,"RS2","2800",624,41.32421586,-72.98248
123700,5,0,3,48000,"12/20/2000",0,"05/01/1976",NA,NA,NA,NA,NA,NA,1915,3213,78,"2 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1600",440,41.33441,-72.93800574
123200,2,0,1,0,"10/15/2003",59000,"05/16/1988",NA,NA,NA,NA,NA,NA,1968,896,76,"Ranch","Single Family","Average",1,"Central","Average","Average",0.12,"RM1","0300",336,41.28522007,-72.8900936333333
167100,4,0,2,151000,"08/22/2003",99800,"08/29/2000",0,"09/25/1997",0,"07/18/1997",NA,NA,1950,1885,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.21,"RS2","0800",480,41.33334746,-72.86935339
145500,2,0,2,0,"02/06/1996",NA,NA,NA,NA,NA,NA,NA,NA,1962,1152,72,"Ranch","Single Family","Average",1,"Central","Average","Average",0.17,"RM1","0400",0,41.29519152,-72.8892164
143900,2,0,1.5,185000,"05/30/2006",124000,"06/05/2002",77000,"08/03/1999",0,"04/12/1989",NA,NA,1989,1260,91,"Condominium","Res Condo","Very Good",1,"Central","Average","Average",0,"RS2","0800",0,41.331532475,-72.86360843
165500,2,0,1.5,0,"09/05/1961",NA,NA,NA,NA,NA,NA,NA,NA,1900,1444,68,"Bungalow","Single Family","Average",1,"None","Average","Average",0.19,"RS2","0101",180,41.26300082,-72.89176903
131800,7,0,3,118000,"05/07/2014",0,"12/04/2013",0,"10/10/2012",318000,"04/07/2006",1e+05,"10/03/2005",1900,3413,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM2","1900",572,41.30405,-72.94137
270800,6,0,3,0,"04/08/2015",403060,"05/19/2008",0,"05/19/2008",240000,"08/28/2001",190000,"06/12/1990",1925,3676,78,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.17,"RM1","2400",450,41.322356335,-72.9628904
166400,6,0,2,240000,"12/22/2005",107000,"12/21/2001",0,"04/03/1978",NA,NA,NA,NA,1920,3424,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.13,"RM2","2200",380,41.312786,-72.95108665
179300,6,0,3,3e+05,"03/01/2005",142000,"07/08/1999",88000,"10/09/1992",NA,NA,NA,NA,1920,3751,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.14,"RM1","2200",400,41.318527,-72.95481889
1033900,7,0,4.5,75000,"06/12/1974",NA,NA,NA,NA,NA,NA,NA,NA,1910,4767,68,"Colonial","Single Family","Superior +",1,"None","Average","Above Average",0.41,"RS1","1500",616,41.327164,-72.91789
329400,4,0,4,0,"08/09/2010",320000,"06/04/2004",0,"08/04/1986",NA,NA,NA,NA,1890,2160,68,"2 Family","Multi-Fam 2-4","Good",2,"None","Average","Average",0.04,"RM2","1200",0,41.31218885,-72.91688719
117600,6,0,3,0,"01/07/2015",120000,"09/13/2012",0,"09/10/2007",0,"01/23/1987",NA,NA,1900,3283,50,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM2","2200",0,41.32066,-72.95134
73500,4,0,2,0,"10/02/1996",0,"10/02/1996",NA,NA,NA,NA,NA,NA,1920,1496,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM1","1600",0,41.33271,-72.93344165
64600,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,1760,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM2","2000",0,41.29715184,-72.93860878
86000,3,0,3,0,"05/27/2015",0,"09/08/2014",0,"01/19/2011",0,"02/05/2010",0,"08/14/2000",1900,2040,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.05,"RM1","1100",0,41.30479745,-72.9001025533333
125100,4,0,2,75000,"04/15/2015",0,"06/23/2011",160000,"12/10/2009",250000,"12/14/2005",0,"08/23/2005",1915,2320,68,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.09,"RM1","1000",198,41.31611047,-72.88962508
184100,4,0,1.5,206000,"03/10/2010",140000,"05/22/2009",0,"01/08/2009",270000,"07/11/2007",250000,"06/12/2006",1941,1722,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.25,"RS2","2800",209,41.32804217,-72.97887
116600,1,0,1,0,"03/26/2008",1825000,"02/19/2008",0,"05/27/2003",1050000,"05/27/2003",410000,"10/02/2000",1988,750,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RM1","1800",0,41.31047309,-72.934641825
162200,3,0,1,184900,"09/28/2005",0,"06/21/2004",0,"03/09/2000",50000,"03/09/2000",0,"12/07/1999",1900,1398,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.25,"RM1","0700",304,41.3123461,-72.880295
154100,2,0,1.5,90000,"02/03/2009",0,"01/16/2008",0,"12/15/2004",0,"12/10/2002",1e+05,"12/04/2000",1920,1604,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.28,"RM1","0300",0,41.28822732,-72.89486
109500,3,0,1,0,"08/27/2009",0,"02/28/2003",0,"08/10/2001",0,"03/02/2000",59500,"01/02/1997",1935,1070,55,"Bungalow","Single Family","Average",1,"None","Average","Average",0.1,"RM1","2100",0,41.28345,-72.93159
223700,3,0,2.5,225000,"03/02/2012",0,"11/09/2011",155000,"09/28/1990",NA,NA,NA,NA,1956,1881,68,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.23,"RS2","2900",480,41.32096,-72.9767580366667
104000,3,0,1,0,"10/28/1992",NA,NA,NA,NA,NA,NA,NA,NA,1910,1750,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM1","1600",0,41.33257624,-72.93025
172500,3,0,2,178000,"06/15/2015",0,"07/22/2014",90000,"03/28/2001",0,"07/09/1990",NA,NA,1952,1092,78,"Ranch","Single Family","Average",1,"None","Average","Average",0.17,"RS2","2700",286,41.3297704533333,-72.97956
176300,2,0,1.5,0,"05/31/1983",NA,NA,NA,NA,NA,NA,NA,NA,1930,1455,78,"Cape Cod","Single Family","Ave/Good",1,"Central","Average","Average",0.16,"RS2","1700",220,41.324574,-72.9455998733333
114500,8,0,4,49070,"05/25/2012",0,"04/05/2012",0,"03/07/2012",240000,"12/26/2006",0,"07/23/2004",1920,3229,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM1","1100",160,41.307022,-72.90055848
283200,3,0,2,0,"04/10/2008",0,"07/24/1979",NA,NA,NA,NA,NA,NA,1900,2056,68,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.15,"RM2","1200",0,41.31798945,-72.9104177966667
149900,5,0,3,0,"02/21/2012",90000,"02/05/1999",0,"03/02/1998",25750,"05/05/1993",NA,NA,1900,2880,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM2","0400",441,41.296387,-72.89387
144300,4,0,2,0,"04/18/2007",170000,"01/24/2002",0,"07/19/2001",0,"10/02/1984",NA,NA,1964,2117,72,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.19,"RM1","0300",0,41.279827,-72.888794
