-73.3104255,41.4688011
-73.3197054,41.4760071
-73.3271665,41.4850371
-73.3247784,41.490045
-73.3272585,41.4927541
-73.3224446,41.5000481
-73.3218335,41.5005051
-73.3194386,41.5055141
-73.2502166,41.5127471
-73.2422516,41.5132431
-73.2041814,41.508467
-73.1557955,41.5141701
-73.1602895,41.535936
-73.1647905,41.5576991
-73.1451605,41.5582521
-73.1316866,41.5605911
-73.0924944,41.5703111
-73.0827895,41.5853331
-73.0821875,41.5871521
-73.0791275,41.5876181
-73.0576436,41.5886251
-73.0608176,41.6013201
-73.0590164,41.6067751
-73.0363644,41.615496
-73.0191685,41.6146641
-73.0217166,41.6273631
-73.0039095,41.628797
-72.9996295,41.6310821
-72.9831045,41.6397721
-72.9388994,41.6444681
-72.9347987,41.6154839
-72.9337644,41.6081711
-72.9463306,41.5568331
-72.8843944,41.5638411
-72.8794745,41.5634021
-72.8745454,41.5593321
-72.8739196,41.5566121
-72.8720816,41.5570701
-72.8720656,41.5548001
-72.8689915,41.5534501
-72.8683586,41.5493641
-72.8444095,41.5448891
-72.8488116,41.5675751
-72.8279674,41.5712601
-72.8297685,41.5626321
-72.8254805,41.5644591
-72.8260534,41.5558341
-72.8186836,41.554487
-72.8095125,41.5622311
-72.8009675,41.5731451
-72.7525054,41.5791491
-72.7464289,41.5139765
-72.7439195,41.487043
-72.7435795,41.4833931
-72.7337834,41.4856781
-72.7391385,41.4384671
-72.7464325,41.423475
-72.7403135,41.424395
-72.6545974,41.4385971
-72.6527516,41.434969
-72.6490736,41.4358811
-72.6453886,41.431345
-72.6423214,41.429533
-72.6490435,41.4222621
-72.6496535,41.4181771
-72.6471975,41.4159111
-72.6447405,41.415007
-72.6373935,41.412748
-72.6318775,41.4122981
-72.6294125,41.4014071
-72.6257276,41.397329
-72.6177625,41.3909821
-72.6122395,41.3864501
-72.6140705,41.3810021
-72.6091645,41.3737431
-72.6079286,41.3678451
-72.6091495,41.365576
-72.6128114,41.3605781
-72.6115605,41.3433361
-72.6140095,41.3406091
-72.6127654,41.3297181
-72.6121474,41.3279061
-72.612027,41.327907
-72.6054265,41.3279091
-72.5968585,41.3288251
-72.5913494,41.3229271
-72.5858495,41.3242931
-72.5852234,41.3183961
-72.5852234,41.3129481
-72.5858264,41.3097711
-72.5809284,41.3052391
-72.5766486,41.302515
-72.5717504,41.2979831
-72.5656316,41.2925401
-72.5651783,41.2911524
-72.5645346,41.2901851
-72.5645089,41.289179
-72.5639338,41.2885921
-72.5632042,41.288418
-72.5626549,41.2884889
-72.5620198,41.2882116
-72.5611786,41.2875989
-72.5605092,41.2870249
-72.5599513,41.2858318
-72.5589025,41.2848301
-72.5576816,41.2821061
-72.5546224,41.2807481
-72.5491215,41.2816561
-72.5466796,41.2802941
-72.5448414,41.275305
-72.5448415,41.2734891
-72.5460545,41.268045
-72.5478855,41.2644141
-72.5454436,41.260782
-72.5362735,41.2553421
-72.5374944,41.2517111
-72.5405454,41.250345
