"Event","Round","Diver","Country","Rank","DiveNo","Difficulty","JScore","Judge","JCountry"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,5,3,5.5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,5,3,6,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,5,3,6,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,7,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,6,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,6.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,6.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,7,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,6.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","BRANDL Fabian","AUT",53,6,3,6.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6.5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6.5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,1,3,6,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,5.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,4.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,2,3.4,5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,4,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,3.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,4,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,4,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,3.5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,3,"ITO Masaaki","JPN"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,3,3.1,3.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,6,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,5.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,4,3.4,5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,6,"BRUN Aristid","AUS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,5.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,6.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,5.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,6,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,6,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,5,3,6,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,3.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,3.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,3.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,3,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,4.5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,3.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","NEGLIA Donato","CHI",54,6,3.5,2,"MANZONI Renato","ITA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,4.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,4.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,1,3,5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,4,"BRUN Aristid","AUS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,5.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,4.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,4.5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,4.5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,2,3,4.5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,5.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,6,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,5.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,6,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,6,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,7,"ITO Masaaki","JPN"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,3,3.1,5.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,6,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,6.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,6,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,5.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,7,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,6,"ITO Masaaki","JPN"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,4,3.4,6,"MANZONI Renato","ITA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,3.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,3,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,4,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,4,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,2.5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,5,3,4.5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,5.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,6,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,4.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,4.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,5.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","KORAKHASHVILI Shota","GEO",55,6,3,5.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6,"BRUN Aristid","AUS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,1,3.1,6.5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,3,"BRUN Aristid","AUS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,3,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,3.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,3.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,4,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,3,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,2,3,3,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,6,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,6.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,6,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,5.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,6,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,5.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,3,3,6.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,4,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,5.5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,4.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,4,3.4,5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,4,"BRUN Aristid","AUS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,4.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,3.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,3.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,4,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,4,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,5,3,3.5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,5.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,6,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,6.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,6.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,6,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,6,"ITO Masaaki","JPN"
"M3mSB","Preliminary","SHARMA Ramananda","IND",56,6,3,6,"MANZONI Renato","ITA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,6,"BRUN Aristid","AUS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,7,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,6,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,7,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,6.5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,6.5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,1,3,7,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,6.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,7,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,6.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,7.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,7,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,6.5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,2,2.8,6.5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,3.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,3.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,3.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,3.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,3,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,3.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,3,3,2.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,4.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,4.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,4,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,4.5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,4.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,4,2.8,4,"MANZONI Renato","ITA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,5.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,6.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,6,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,5.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,6,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,6,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,5,2.8,5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,5.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,4.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,4.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,4.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","BAZIUK Sergej","LTU",57,6,3,4,"MANZONI Renato","ITA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,5.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,6,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,5.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,6,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,1,3,6,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,4.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,4.5,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,2,3,5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7.5,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,3,2.8,7,"MANZONI Renato","ITA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,4,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,3,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,4,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,4.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,3.5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,3.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,4,3,3.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,3,"BRUN Aristid","AUS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,3,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,2.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,3.5,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,3,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,3,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,5,3,2.5,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,6.5,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,6,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,6,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,5.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,6,"ITO Masaaki","JPN"
"M3mSB","Preliminary","OSPAN Ali","KAZ",58,6,3,6,"MANZONI Renato","ITA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,6.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,5.5,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,5.5,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,6,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,5.5,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,6,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,1,3.1,6,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,2,"BRUN Aristid","AUS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,2,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,2,"AXTELIUS Peter","SWE"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,2,"MIRZA KHANLARI Gholamreza","IRI"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,3,"SOROKINA Anna","UKR"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,2,"BANUELOS Ricardo","MEX"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,2,3.4,2,"BOUSSARD Michel","FRA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4.5,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,3,3,4,"MANZONI Renato","ITA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,3,"BARBOSA Ana Virginia","BRA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,3.5,"TOULOUDIS Nikolaos","GRE"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,4,"BEDDOE Valerie","AUS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,3.5,"SHOLTIS Christina","USA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,3,"STRITT BURK Carmen","SUI"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,4.5,"ITO Masaaki","JPN"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,4,3,3.5,"MANZONI Renato","ITA"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,5,3,5.5,"BRUN Aristid","AUS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,5,3,6,"ROSLAN Rossharisham","MAS"
"M3mSB","Preliminary","SOROKIN Dmitriy","AZE",59,5,3,5.5,"AXTELIUS Peter","SWE"
