"pid","location","lat","lon"
15484,"18 CASSIUS ST",41.2921866,-72.9312717
15485,"16 CASSIUS ST",41.2922137,-72.9311387
15486,"10 CASSIUS ST",41.2922603,-72.931024
15487,"76 CEDAR ST",41.293067,-72.93095
15488,"54 CEDAR ST",41.292967,-72.930937
15489,"52 CEDAR ST",41.292877,-72.93091
15490,"48 CEDAR ST",41.292784,-72.93088
15491,"42 CEDAR ST",41.292674,-72.930847
15492,"38 CEDAR ST",41.292575,-72.9307864
15493,"3 CASSIUS ST #A",41.292696,-72.931108
15494,"3 CASSIUS ST #B",41.292696,-72.931108
15495,"3 CASSIUS ST #C",41.292696,-72.931108
15496,"11 CASSIUS ST",41.292667,-72.9312829
15497,"15 CASSIUS ST",41.2925252,-72.9314206
15498,"19 CASSIUS ST",41.29263,-72.931561
15499,"25 CASSIUS ST",41.292512,-72.9316503
15500,"29 CASSIUS ST",41.2924782,-72.931794
15501,"33 CASSIUS ST",41.2924386,-72.9319329
15502,"37 CASSIUS ST",41.2924169,-72.932077
15503,"41 CASSIUS ST",41.2924077,-72.9321871
15504,"407 HOWARD AV",41.2923157,-72.9324047
15505,"423 HOWARD AV",41.29274,-72.932466
15506,"425 HOWARD AV",41.292864,-72.932483
15507,"429 HOWARD AV",41.29295,-72.932391
15508,"433 HOWARD AV",41.293048,-72.932469
15509,"439 HOWARD AV",41.2931576,-72.9325997
15510,"443 HOWARD AV",41.293281,-72.932533
15511,"36 ROSETTE ST",41.2932897,-72.9321787
15512,"34 ROSETTE ST",41.293,-72.932081
15513,"32 ROSETTE ST",41.293199,-72.9320089
15514,"26 ROSETTE ST",41.293217,-72.9319019
15515,"24 ROSETTE ST",41.2933217,-72.9318059
15516,"22 ROSETTE ST",41.2933514,-72.9316867
15517,"18 ROSETTE ST",41.293342,-72.931557
15518,"16 ROSETTE ST",41.2933893,-72.9314512
15519,"14 ROSETTE ST",41.2934586,-72.9312606
15520,"14 KIMBERLY AV",41.2915604,-72.9328378
15521,NA,40.6004643,-73.752093
15522,"446 HOWARD AV",41.293177,-72.933367
