"pid","location","lat","lon"
3286,"255 PEAT MEADOW RD",NA,NA
3287,"PEAT MEADOW RD",NA,NA
3288,"BURWELL ST",NA,NA
3289,"BURWELL ST",NA,NA
3290,"BURWELL ST",NA,NA
3291,"20 BELLEVUE ST",NA,NA
3292,"10 BELLEVUE ST",NA,NA
3293,"8 BELLEVUE ST",NA,NA
3294,"29 RIVERVIEW RD",NA,NA
3295,"45 RIVERVIEW RD",NA,NA
3296,"10 CROFTON ST",NA,NA
3297,"3 CROFTON ST",NA,NA
3298,"15 CROFTON ST",NA,NA
3299,"25 CROFTON ST",NA,NA
3300,"RIVERVIEW RD",NA,NA
3301,"RIVERVIEW RD",NA,NA
3302,"45 CROFTON ST",NA,NA
3303,"59 CROFTON ST",NA,NA
3304,"65 CROFTON ST",NA,NA
3305,"79 CROFTON ST",NA,NA
3306,"91 CROFTON ST",NA,NA
3307,"103 CROFTON ST",NA,NA
3308,"115 CROFTON ST",NA,NA
3309,"125 CROFTON ST",NA,NA
3310,"135 CROFTON ST",NA,NA
3311,"79 CABOT ST",NA,NA
3312,"90 OVERLOOK ST",NA,NA
3313,"84 OVERLOOK ST",NA,NA
3314,"OVERLOOK ST",NA,NA
3315,"OVERLOOK ST",NA,NA
3316,"OVERLOOK ST",NA,NA
3317,"OVERLOOK ST",NA,NA
3318,"OVERLOOK ST",NA,NA
3319,"OVERLOOK ST",NA,NA
3320,"OVERLOOK ST",NA,NA
3321,"OVERLOOK ST",NA,NA
3322,"OVERLOOK ST",NA,NA
3323,"OVERLOOK ST",NA,NA
3324,"OVERLOOK ST",NA,NA
3325,"OVERLOOK ST",NA,NA
3326,"186 BURWELL ST",NA,NA
3327,"182 BURWELL ST",NA,NA
3328,"178 BURWELL ST",NA,NA
3329,"174 BURWELL ST",NA,NA
3330,"170 BURWELL ST",NA,NA
3331,"160 BURWELL ST",NA,NA
3332,"BURWELL ST",NA,NA
3333,"140 BURWELL ST",NA,NA
3334,"134 BURWELL ST",NA,NA
3335,"130 BURWELL ST",NA,NA
3336,"120 BURWELL ST",NA,NA
3337,"112 BURWELL ST",NA,NA
3338,"106 BURWELL ST",NA,NA
3339,"QUINNIPIAC AV",NA,NA
3340,"67 QUINNIPIAC AV #67",NA,NA
3341,"65 QUINNIPIAC AV #65",NA,NA
3342,"63 QUINNIPIAC AV #63",NA,NA
3343,"61 QUINNIPIAC AV #61",NA,NA
3344,"59 QUINNIPIAC AV #59",NA,NA
3345,"57 QUINNIPIAC AV #57",NA,NA
3346,"55 QUINNIPIAC AV #55",NA,NA
3347,"53 QUINNIPIAC AV #53",NA,NA
3348,"51 QUINNIPIAC AV #51",NA,NA
3349,"49 QUINNIPIAC AV #49",NA,NA
3350,"47 QUINNIPIAC AV #47",NA,NA
3351,"45 QUINNIPIAC AV #45",NA,NA
3352,"43 QUINNIPIAC AV #43",NA,NA
3353,"41 QUINNIPIAC AV #41",NA,NA
3354,"39 QUINNIPIAC AV #39",NA,NA
3355,"37 QUINNIPIAC AV #37",NA,NA
3356,"FAIRMONT AV",NA,NA
3357,"37 FAIRMONT AV",NA,NA
3358,"3 FARREN AV",NA,NA
3359,"9 FARREN AV",NA,NA
3360,"15 FARREN AV",NA,NA
3361,"17 FARREN AV",NA,NA
3362,"31 FARREN AV #A-1",NA,NA
3363,"31 FARREN AV #A-2",NA,NA
3364,"31 FARREN AV #A-3",NA,NA
3365,"31 FARREN AV #A-4",NA,NA
3366,"31 FARREN AV #A-5",NA,NA
3367,"31 FARREN AV #A-6",NA,NA
3368,"31 FARREN AV #A-7",NA,NA
3369,"31 FARREN AV #A-8",NA,NA
3370,"140 QUINNIPIAC AV #B-1",NA,NA
3371,"140 QUINNIPIAC AV #B-2",NA,NA
3372,"140 QUINNIPIAC AV #B-3",NA,NA
3373,"140 QUINNIPIAC AV #B-4",NA,NA
3374,"140 QUINNIPIAC AV #B-5",NA,NA
3375,"140 QUINNIPIAC AV #B-6",NA,NA
3376,"140 QUINNIPIAC AV #B-7",NA,NA
3377,"140 QUINNIPIAC AV #B-8",NA,NA
3378,"23 FARREN AV #C-1",NA,NA
3379,"23 FARREN AV #C-2",NA,NA
3380,"23 FARREN AV #C-3",NA,NA
3381,"23 FARREN AV #C-4",NA,NA
3382,"23 FARREN AV #C-5",NA,NA
3383,"23 FARREN AV #C-6",NA,NA
3384,"23 FARREN AV #C-7",NA,NA
3385,"23 FARREN AV #C-8",NA,NA
3386,"35 FARREN AV",NA,NA
3387,"39 FARREN AV",NA,NA
3388,"43 FARREN AV",NA,NA
3389,"51 FARREN AV",NA,NA
3390,"53 FARREN AV",NA,NA
3391,"59 FARREN AV",NA,NA
3392,"65 FARREN AV",NA,NA
3393,"67 FARREN AV",NA,NA
3394,"69 FARREN AV",NA,NA
3395,"77 FARREN AV",NA,NA
3396,"91 FARREN AV",NA,NA
3397,"95 FARREN AV",NA,NA
3398,"185 FULTON ST",NA,NA
3399,"209 FULTON ST",NA,NA
3400,"215 FULTON ST",NA,NA
3401,"217 FULTON ST",NA,NA
3402,"210 QUINNIPIAC AV",NA,NA
3403,"200 QUINNIPIAC AV",NA,NA
3404,"196 QUINNIPIAC AV",NA,NA
3405,"192 QUINNIPIAC AV",NA,NA
3406,"188 QUINNIPIAC AV",NA,NA
3407,"184 QUINNIPIAC AV",NA,NA
3408,"180 QUINNIPIAC AV",NA,NA
3409,"172 QUINNIPIAC AV",NA,NA
3410,"168 QUINNIPIAC AV",NA,NA
3411,"164 QUINNIPIAC AV",NA,NA
3412,"160 QUINNIPIAC AV",NA,NA
3413,"112 QUINNIPIAC AV",NA,NA
3414,"98 QUINNIPIAC AV",NA,NA
3415,"94 QUINNIPIAC AV",NA,NA
3416,"88 QUINNIPIAC AV",NA,NA
3417,"84 QUINNIPIAC AV",NA,NA
3418,"19 FAIRMONT AV",NA,NA
3419,"QUINNIPIAC AV",NA,NA
3420,"50 QUINNIPIAC AV",NA,NA
3421,"20 FARREN AV",NA,NA
3422,"28 FARREN AV",NA,NA
3423,"87 FAIRMONT AV",NA,NA
3424,"91 FAIRMONT AV",NA,NA
3425,"97 FAIRMONT AV",NA,NA
3426,"107 FAIRMONT AV",NA,NA
3427,"111 FAIRMONT AV",NA,NA
3428,"115 FAIRMONT AV",NA,NA
3429,"117 FAIRMONT AV",NA,NA
3430,"121 FAIRMONT AV",NA,NA
3431,"125 FAIRMONT AV",NA,NA
3432,"86 FARREN AV",NA,NA
3433,"74 FARREN AV",NA,NA
3434,"70 FARREN AV",NA,NA
3435,"66 FARREN AV",NA,NA
3436,"62 FARREN AV",NA,NA
3437,"60 FARREN AV",NA,NA
3438,"52 FARREN AV",NA,NA
3439,"48 FARREN AV",NA,NA
3440,"46 FARREN AV",NA,NA
3441,"FARREN AV",NA,NA
3442,"50 CHAMBERLAIN ST",NA,NA
3443,"26 CHAMBERLAIN PL",NA,NA
3444,"28 CHAMBERLAIN PL",NA,NA
3445,"30 CHAMBERLAIN PL",NA,NA
3446,"34 CHAMBERLAIN PL",NA,NA
3447,"63 FULTON ST",NA,NA
3448,NA,NA,NA
3449,"87 FULTON ST",NA,NA
3450,"110 FAIRMONT AV",NA,NA
3451,"104 FAIRMONT AV",NA,NA
3452,"70 FAIRMONT AV",NA,NA
3453,"56 FAIRMONT AV",NA,NA
3454,"64 CHAMBERLAIN ST",NA,NA
3455,"54 CHAMBERLAIN ST",NA,NA
3456,"172 FORBES AV",NA,NA
3457,"16 WHEELER ST",NA,NA
3458,"77 WHEELER ST",NA,NA
3459,"69 WHEELER ST",NA,NA
3460,"33 LAURA ST",NA,NA
3461,"44 LAURA ST",NA,NA
3462,"222 FORBES AV",NA,NA
3463,"206 FORBES AV",NA,NA
3464,"192 FORBES AV",NA,NA
3465,NA,NA,NA
3466,"49 WHEELER ST",NA,NA
3467,"57 WHEELER ST",NA,NA
3468,"61 WHEELER ST",NA,NA
3469,"65 WHEELER ST",NA,NA
3470,"99 LAURA ST",NA,NA
3471,"57 GOODWIN ST",NA,NA
3472,"85 LAURA ST",NA,NA
3473,"LAURA ST",NA,NA
3474,"59 GOODWIN ST",NA,NA
3475,"61 GOODWIN ST",NA,NA
3476,"104 FULTON ST",NA,NA
3477,"100 FULTON ST",NA,NA
3478,"76 FULTON ST",NA,NA
3479,"66 FULTON ST",NA,NA
3480,"LAURA ST",NA,NA
3481,"64 FULTON ST",NA,NA
3482,"62 FULTON ST",NA,NA
3483,"60 FULTON ST",NA,NA
3484,"65 LAURA ST",NA,NA
3485,"58 FULTON ST",NA,NA
3486,"55 LAURA ST",NA,NA
3487,"52 FULTON ST",NA,NA
3488,"47 LAURA ST",NA,NA
3489,"48 FULTON ST",NA,NA
3490,"LAURA ST",NA,NA
3491,"44 FULTON ST",NA,NA
3492,"43 LAURA ST",NA,NA
3493,"34 FULTON ST",NA,NA
3494,"14 FULTON ST",NA,NA
3495,"244 FORBES AV",NA,NA
3496,"234 FORBES AV",NA,NA
3497,"55 FULTON ST",NA,NA
3498,"31 FULTON ST",NA,NA
3499,"6 CHAMBERLAIN ST #1",NA,NA
3500,"8 CHAMBERLAIN ST #2",NA,NA
3501,"10 CHAMBERLAIN ST #3",NA,NA
3502,"12 CHAMBERLAIN ST #4",NA,NA
3503,"14 CHAMBERLAIN ST #5",NA,NA
3504,"16 CHAMBERLAIN ST #6",NA,NA
3505,"18 CHAMBERLAIN ST #7",NA,NA
3506,"20 CHAMBERLAIN ST #8",NA,NA
3507,"22 CHAMBERLAIN ST #9",NA,NA
3508,"24 CHAMBERLAIN ST #10",NA,NA
3509,"26 CHAMBERLAIN ST #11",NA,NA
3510,"1 CHAMBERLAIN PL",NA,NA
3511,"3 CHAMBERLAIN PL",NA,NA
3512,"5 CHAMBERLAIN PL",NA,NA
3513,"7 CHAMBERLAIN PL",NA,NA
3514,"9 CHAMBERLAIN PL",NA,NA
3515,"11 CHAMBERLAIN PL",NA,NA
3516,"15 CHAMBERLAIN PL",NA,NA
3517,"17 CHAMBERLAIN PL",NA,NA
3518,"19 CHAMBERLAIN PL",NA,NA
3519,"21 CHAMBERLAIN PL",NA,NA
3520,"46 CHAMBERLAIN ST #B",NA,NA
3521,"46 CHAMBERLAIN ST #A",NA,NA
3522,"44 CHAMBERLAIN ST #B",NA,NA
3523,"44 CHAMBERLAIN ST #A",NA,NA
3524,"42 CHAMBERLAIN ST #B",NA,NA
3525,"42 CHAMBERLAIN ST #A",NA,NA
3526,"40 CHAMBERLAIN ST #B",NA,NA
3527,"40 CHAMBERLAIN ST #A",NA,NA
3528,"34 CHAMBERLAIN ST #B",NA,NA
3529,"34 CHAMBERLAIN ST #A",NA,NA
3530,"32 CHAMBERLAIN ST #B",NA,NA
3531,"32 CHAMBERLAIN ST #A",NA,NA
3532,"30 CHAMBERLAIN ST #B",NA,NA
3533,"30 CHAMBERLAIN ST #A",NA,NA
3534,"28 CHAMBERLAIN ST #C",NA,NA
3535,"28 CHAMBERLAIN ST #B",NA,NA
3536,"28 CHAMBERLAIN ST #A",NA,NA
3537,"36 CHAMBERLAIN ST #A",NA,NA
3538,"36 CHAMBERLAIN ST #B",NA,NA
3539,"38 CHAMBERLAIN ST #A",NA,NA
3540,"38 CHAMBERLAIN ST #B",NA,NA
3541,"48 CHAMBERLAIN ST #B",NA,NA
3542,"48 CHAMBERLAIN ST #A",NA,NA
3543,"290 FORBES AV",NA,NA
3544,"282 FORBES AV",NA,NA
3545,"270 FORBES AV",NA,NA
3546,"262 FORBES AV",NA,NA
3547,"11 FULTON ST",NA,NA
3548,"13 FULTON ST",NA,NA
3549,"WATERFRONT ST",NA,NA
3550,"400 WATERFRONT ST",NA,NA
3551,"410 WATERFRONT ST",NA,NA
3552,"280 WATERFRONT ST",NA,NA
3553,"201 WATERFRONT ST",NA,NA
3554,"333 WATERFRONT ST",NA,NA
3555,"WATERFRONT ST",NA,NA
3556,"161 FORBES AV",NA,NA
3557,"153 FORBES AV",NA,NA
3558,"LONG WHARF DR",NA,NA
3559,"585 LONG WHARF DR",NA,NA
3560,"LONG WHARF DR",NA,NA
3561,"85 FORBES AV",NA,NA
3562,"500 WATERFRONT ST",NA,NA
3563,"FORBES AV",NA,NA
3564,"74 FORBES AV",NA,NA
3565,"120 FORBES AV",NA,NA
3566,"FORBES AV",NA,NA
3567,"134 FORBES AV",NA,NA
3568,"FORBES AV",NA,NA
3569,"FORBES AV",NA,NA
3570,"196 FAIRMONT AV",NA,NA
3571,"190 FAIRMONT AV",NA,NA
3572,"186 FAIRMONT AV",NA,NA
3573,"180 FAIRMONT AV",NA,NA
3574,"176 FAIRMONT AV",NA,NA
3575,"168 FAIRMONT AV",NA,NA
3576,"164 FAIRMONT AV",NA,NA
3577,"156 FAIRMONT AV",NA,NA
3578,"150 FAIRMONT AV",NA,NA
3579,"146 FAIRMONT AV",NA,NA
3580,"140 FAIRMONT AV",NA,NA
3581,"134 FAIRMONT AV",NA,NA
3582,"140 FULTON ST",NA,NA
3583,"126 FULTON ST",NA,NA
3584,"130 FULTON ST",NA,NA
3585,"106 FULTON ST",NA,NA
3586,"74 GOODWIN ST",NA,NA
3587,"64 GOODWIN ST",NA,NA
3588,"50 GOODWIN ST",NA,NA
3589,"46 GOODWIN ST",NA,NA
3590,"20 GOODWIN ST",NA,NA
3591,"102 WHEELER ST",NA,NA
3592,"FAIRMONT AV",NA,NA
3593,"GOODWIN ST",NA,NA
3594,"WHEELER ST",NA,NA
3595,"70 FERRY ST",NA,NA
3596,"270 FAIRMONT AV",NA,NA
3597,"266 FAIRMONT AV",NA,NA
3598,"258 FAIRMONT AV",NA,NA
3599,"135 FAIRMONT AV",NA,NA
3600,"139 FAIRMONT AV",NA,NA
3601,"143 FAIRMONT AV",NA,NA
3602,"153 FAIRMONT AV",NA,NA
3603,"159 FAIRMONT AV",NA,NA
3604,"163 FAIRMONT AV",NA,NA
3605,"169 FAIRMONT AV",NA,NA
3606,"175 FAIRMONT AV",NA,NA
3607,"179 FAIRMONT AV",NA,NA
3608,"181 FAIRMONT AV",NA,NA
3609,"187 FAIRMONT AV",NA,NA
3610,"193 FAIRMONT AV",NA,NA
3611,"197 FAIRMONT AV",NA,NA
3612,"LANCRAFT ST",NA,NA
3613,"24 LANCRAFT ST",NA,NA
3614,"140 FARREN AV",NA,NA
3615,"136 FARREN AV",NA,NA
3616,"126 FARREN AV",NA,NA
3617,"120 FARREN AV",NA,NA
3618,"118 FARREN AV",NA,NA
3619,"112 FARREN AV",NA,NA
3620,"106 FARREN AV",NA,NA
3621,"102 FARREN AV",NA,NA
3622,"100 FARREN AV",NA,NA
3623,"94 FARREN AV",NA,NA
3624,"101 FARREN AV",NA,NA
3625,"103 FARREN AV",NA,NA
3626,"107 FARREN AV",NA,NA
3627,"111 FARREN AV",NA,NA
3628,"117 FARREN AV",NA,NA
3629,"123 FARREN AV",NA,NA
3630,"125 FARREN AV",NA,NA
3631,"131 FARREN AV",NA,NA
3632,"139 FARREN AV",NA,NA
3633,"30 PARDEE ST",NA,NA
3634,"28 PARDEE ST",NA,NA
3635,NA,NA,NA
3636,"18 PARDEE ST",NA,NA
3637,"14 PARDEE ST",NA,NA
3638,"10 PARDEE ST",NA,NA
3639,"6 PARDEE ST",NA,NA
3640,"222 FULTON ST",NA,NA
3641,"17 PARDEE ST",NA,NA
3642,"25 PARDEE ST",NA,NA
3643,"31 PARDEE ST",NA,NA
3644,"262 QUINNIPIAC AV",NA,NA
3645,"81 LANCRAFT ST",NA,NA
3646,"250 QUINNIPIAC AV",NA,NA
3647,"244 QUINNIPIAC AV",NA,NA
3648,"205 FAIRMONT AV",NA,NA
3649,"239 FAIRMONT AV",NA,NA
3650,"247 FAIRMONT AV",NA,NA
3651,"257 FAIRMONT AV",NA,NA
3652,"263 FAIRMONT AV",NA,NA
3653,"265 FAIRMONT AV",NA,NA
3654,"271 FAIRMONT AV",NA,NA
3655,"222 FARREN AV",NA,NA
3656,"218 FARREN AV",NA,NA
3657,"206 FARREN AV",NA,NA
3658,"200 FARREN AV",NA,NA
3659,"196 FARREN AV",NA,NA
3660,"194 FARREN AV",NA,NA
3661,"190 FARREN AV",NA,NA
3662,"186 FARREN AV",NA,NA
3663,"182 FARREN AV",NA,NA
3664,"180 FARREN AV",NA,NA
3665,"174 FARREN AV",NA,NA
3666,"168 FARREN AV",NA,NA
3667,"162 FARREN AV",NA,NA
3668,"156 FARREN AV",NA,NA
3669,"154 FARREN AV",NA,NA
3670,"150 FARREN AV",NA,NA
3671,"146 FARREN AV",NA,NA
3672,"18 LANCRAFT ST",NA,NA
3673,"147 FARREN AV",NA,NA
3674,"157 FARREN AV",NA,NA
3675,"161 FARREN AV",NA,NA
3676,"165 FARREN AV",NA,NA
3677,"169 FARREN AV",NA,NA
3678,"173 FARREN AV",NA,NA
3679,"179 FARREN AV",NA,NA
3680,"183 FARREN AV",NA,NA
3681,"185 FARREN AV",NA,NA
3682,"189 FARREN AV",NA,NA
3683,"193 FARREN AV",NA,NA
3684,"197 FARREN AV",NA,NA
3685,"201 FARREN AV",NA,NA
3686,"205 FARREN AV",NA,NA
3687,"209 FARREN AV",NA,NA
3688,"215 FARREN AV",NA,NA
3689,"217 FARREN AV",NA,NA
3690,"221 FARREN AV",NA,NA
3691,NA,NA,NA
3692,"223 FARREN AV",NA,NA
3693,"32 FERRY ST",NA,NA
3694,"88 PARDEE ST",NA,NA
3695,NA,NA,NA
3696,"84 PARDEE ST",NA,NA
3697,"82 PARDEE ST",NA,NA
3698,"80 PARDEE ST",NA,NA
3699,"PARDEE ST",NA,NA
3700,"PARDEE ST",NA,NA
3701,"60 PARDEE ST",NA,NA
3702,"56 PARDEE ST",NA,NA
3703,"PARDEE ST",NA,NA
3704,"37 LANCRAFT ST",NA,NA
3705,"35 LANCRAFT ST",NA,NA
3706,"35 PARDEE ST",NA,NA
3707,"43 PARDEE ST",NA,NA
3708,"47 PARDEE ST",NA,NA
3709,"51 PARDEE ST",NA,NA
3710,"61 PARDEE ST",NA,NA
3711,"69 PARDEE ST",NA,NA
3712,"75 PARDEE ST",NA,NA
3713,"79 PARDEE ST",NA,NA
3714,"85 PARDEE ST",NA,NA
3715,"87 PARDEE ST",NA,NA
3716,"89 PARDEE ST",NA,NA
3717,"95 PARDEE ST",NA,NA
3718,"99 PARDEE ST",NA,NA
3719,"105 PARDEE ST",NA,NA
3720,"320 QUINNIPIAC AV #1-A",NA,NA
3721,"320 QUINNIPIAC AV #1-B",NA,NA
3722,"320 QUINNIPIAC AV #1-C",NA,NA
3723,"320 QUINNIPIAC AV #1-D",NA,NA
3724,"320 QUINNIPIAC AV #1-E",NA,NA
3725,"320 QUINNIPIAC AV #1-F",NA,NA
3726,"320 QUINNIPIAC AV #2-A",NA,NA
3727,"320 QUINNIPIAC AV #2-B",NA,NA
3728,"320 QUINNIPIAC AV #2-C",NA,NA
3729,"320 QUINNIPIAC AV #2-D",NA,NA
3730,"320 QUINNIPIAC AV #2-E",NA,NA
3731,"320 QUINNIPIAC AV #2-F",NA,NA
3732,"320 QUINNIPIAC AV #3-A",NA,NA
3733,"320 QUINNIPIAC AV #3-B",NA,NA
3734,"320 QUINNIPIAC AV #3-C",NA,NA
3735,"320 QUINNIPIAC AV #3-D",NA,NA
3736,"320 QUINNIPIAC AV #3-E",NA,NA
3737,"320 QUINNIPIAC AV #3-F",NA,NA
3738,"320 QUINNIPIAC AV #4-A",NA,NA
3739,"320 QUINNIPIAC AV #4-B",NA,NA
3740,"320 QUINNIPIAC AV #4-C",NA,NA
3741,"320 QUINNIPIAC AV #4-D",NA,NA
3742,"320 QUINNIPIAC AV #4-E",NA,NA
3743,"320 QUINNIPIAC AV #4-F",NA,NA
3744,"320 QUINNIPIAC AV #5-A",NA,NA
3745,"320 QUINNIPIAC AV #5-B",NA,NA
3746,"320 QUINNIPIAC AV #5-C",NA,NA
3747,"320 QUINNIPIAC AV #5-D",NA,NA
3748,"320 QUINNIPIAC AV #5-E",NA,NA
3749,"320 QUINNIPIAC AV #5-F",NA,NA
3750,"320 QUINNIPIAC AV #6-A",NA,NA
3751,"320 QUINNIPIAC AV #6-B",NA,NA
3752,"320 QUINNIPIAC AV #6-C",NA,NA
3753,"320 QUINNIPIAC AV #6-D",NA,NA
3754,"320 QUINNIPIAC AV #6-E",NA,NA
3755,"320 QUINNIPIAC AV #6-F",NA,NA
3756,"320 QUINNIPIAC AV #7-A",NA,NA
3757,"320 QUINNIPIAC AV #7-B",NA,NA
3758,"320 QUINNIPIAC AV #7-C",NA,NA
3759,"320 QUINNIPIAC AV #7-D",NA,NA
3760,"320 QUINNIPIAC AV #7-E",NA,NA
3761,"320 QUINNIPIAC AV #7-F",NA,NA
3762,"12 FERRY ST",NA,NA
3763,"4 FERRY ST",NA,NA
3764,"332 QUINNIPIAC AV",NA,NA
3765,"318 QUINNIPIAC AV",NA,NA
3766,"310 QUINNIPIAC AV",NA,NA
3767,"300 QUINNIPIAC AV",NA,NA
3768,"294 QUINNIPIAC AV",NA,NA
3769,"288 QUINNIPIAC AV",NA,NA
3770,"282 QUINNIPIAC AV",NA,NA
3771,"274 QUINNIPIAC AV",NA,NA
3772,"82 LANCRAFT ST",NA,NA
3773,"78 LANCRAFT ST",NA,NA
3774,"171 QUINNIPIAC AV",NA,NA
3775,"209 QUINNIPIAC AV",NA,NA
3776,"215 QUINNIPIAC AV",NA,NA
3777,"15 JUDITH TER",NA,NA
3778,"25 JUDITH TER",NA,NA
3779,"39 JUDITH TER",NA,NA
3780,"51 JUDITH TER",NA,NA
3781,"61 JUDITH TER",NA,NA
3782,"73 JUDITH TER",NA,NA
3783,"79 JUDITH TER",NA,NA
3784,"85 JUDITH TER",NA,NA
3785,"93 JUDITH TER",NA,NA
3786,"101 JUDITH TER",NA,NA
3787,"RIVERVIEW RD",NA,NA
3788,"4 WARWICK ST #1",NA,NA
3789,"4 WARWICK ST #2",NA,NA
3790,"4 WARWICK ST #3",NA,NA
3791,"4 WARWICK ST #4",NA,NA
3792,"4 WARWICK ST #5",NA,NA
3793,"4 WARWICK ST #6",NA,NA
3794,"4 WARWICK ST #7",NA,NA
3795,"4 WARWICK ST #8",NA,NA
3796,"4 WARWICK ST #9",NA,NA
3797,"4 WARWICK ST #10",NA,NA
3798,"4 WARWICK ST #11",NA,NA
3799,"4 WARWICK ST #12",NA,NA
3800,"4 WARWICK ST #13",NA,NA
3801,"4 WARWICK ST #14",NA,NA
3802,"4 WARWICK ST #15",NA,NA
3803,"4 WARWICK ST #16",NA,NA
3804,"4 WARWICK ST #17",NA,NA
3805,"4 WARWICK ST #18",NA,NA
3806,"4 WARWICK ST #19",NA,NA
3807,"4 WARWICK ST #20",NA,NA
3808,"20 WARWICK ST #1",NA,NA
3809,"20 WARWICK ST #2",NA,NA
3810,"20 WARWICK ST #3",NA,NA
3811,"20 WARWICK ST #4",NA,NA
3812,"20 WARWICK ST #5",NA,NA
3813,"20 WARWICK ST #6",NA,NA
3814,"30 WARWICK ST",NA,NA
3815,"RUSSELL ST",NA,NA
3816,"225 QUINNIPIAC AV",NA,NA
3817,"227 QUINNIPIAC AV",NA,NA
3818,"233 QUINNIPIAC AV",NA,NA
3819,"241 QUINNIPIAC AV",NA,NA
3820,"253 QUINNIPIAC AV",NA,NA
3821,"257 QUINNIPIAC AV",NA,NA
3822,"263 QUINNIPIAC AV",NA,NA
3823,"269 QUINNIPIAC AV",NA,NA
3824,"285 QUINNIPIAC AV",NA,NA
3825,"289 QUINNIPIAC AV",NA,NA
3826,"25 WARWICK ST",NA,NA
3827,"27 WARWICK ST",NA,NA
3828,"29 WARWICK ST",NA,NA
3829,"31 WARWICK ST",NA,NA
3830,"35 WARWICK ST",NA,NA
3831,"49 WARWICK ST",NA,NA
3832,NA,NA,NA
3833,"53 WARWICK ST",NA,NA
3834,"61 WARWICK ST",NA,NA
3835,"69 WARWICK ST",NA,NA
3836,"18 CABOT ST",NA,NA
3837,"10 CABOT ST",NA,NA
3838,"6 CABOT ST",NA,NA
3839,"9 CABOT ST",NA,NA
3840,"11 CABOT ST",NA,NA
3841,"13 CABOT ST",NA,NA
3842,"15 CABOT ST",NA,NA
3843,"25 CABOT ST",NA,NA
3844,"37 CABOT ST",NA,NA
3845,"41 CABOT ST",NA,NA
3846,"122 CROFTON ST",NA,NA
3847,"116 CROFTON ST",NA,NA
3848,"106 CROFTON ST",NA,NA
3849,"CROFTON ST",NA,NA
3850,"100 CROFTON ST",NA,NA
3851,"70 CROFTON ST",NA,NA
3852,"44 CROFTON ST",NA,NA
3853,NA,NA,NA
3854,NA,NA,NA
3855,NA,NA,NA
3856,NA,NA,NA
3857,NA,NA,NA
3858,NA,NA,NA
3859,NA,NA,NA
3860,NA,NA,NA
3861,"110 JUDITH TER #4",NA,NA
3862,"84 JUDITH TER",NA,NA
3863,"78 JUDITH TER",NA,NA
3864,"70 JUDITH TER",NA,NA
3865,"66 JUDITH TER",NA,NA
3866,"54 JUDITH TER",NA,NA
3867,"50 JUDITH TER",NA,NA
3868,"44 JUDITH TER",NA,NA
3869,"40 JUDITH TER",NA,NA
3870,"28 JUDITH TER",NA,NA
3871,"22 JUDITH TER",NA,NA
3872,"RUSSELL ST",NA,NA
3873,"74 WARWICK ST",NA,NA
3874,"100 WARWICK ST",NA,NA
3875,"BURWELL ST",NA,NA
3876,"RUSSELL ST",NA,NA
3877,"215 BURWELL ST",NA,NA
3878,"5 RUSSELL ST",NA,NA
3879,"15 RUSSELL ST",NA,NA
3880,"25 RUSSELL ST",NA,NA
3881,"87 WARWICK ST",NA,NA
3882,"WARWICK ST",NA,NA
3883,"CABOT ST",NA,NA
3884,"99 WARWICK ST",NA,NA
3885,"107 WARWICK ST",NA,NA
3886,"210 BURWELL ST",NA,NA
3887,"84 CABOT ST",NA,NA
3888,"80 CABOT ST",NA,NA
3889,"78 CABOT ST",NA,NA
3890,"CABOT ST",NA,NA
3891,"CABOT ST",NA,NA
3892,"100 RUSSELL ST",NA,NA
3893,"124 RUSSELL ST",NA,NA
3894,"132 RUSSELL ST",NA,NA
3895,"140 RUSSELL ST",NA,NA
3896,"154 RUSSELL ST",NA,NA
3897,"160 RUSSELL ST",NA,NA
3898,"166 RUSSELL ST",NA,NA
3899,"51 RUSSELL ST",NA,NA
3900,"63 RUSSELL ST",NA,NA
3901,"89 RUSSELL ST",NA,NA
3902,"RUSSELL ST",NA,NA
3903,"115 RUSSELL ST",NA,NA
3904,"RUSSELL ST",NA,NA
3905,"RUSSELL ST",NA,NA
3906,"RUSSELL ST",NA,NA
3907,"178 RUSSELL ST",NA,NA
3908,"172 RUSSELL ST",NA,NA
3909,"184 RUSSELL ST",NA,NA
3910,"143 RUSSELL ST",NA,NA
3911,"RUSSELL ST",NA,NA
3912,"147 RUSSELL ST",NA,NA
3913,"149 RUSSELL ST",NA,NA
3914,"RUSSELL ST",NA,NA
3915,"171 RUSSELL ST",NA,NA
3916,"175 RUSSELL ST",NA,NA
3917,"181 RUSSELL ST",NA,NA
3918,"201 RUSSELL ST",NA,NA
3919,"203 RUSSELL ST",NA,NA
3920,"RUSSELL ST",NA,NA
3921,"223 RUSSELL ST",NA,NA
3922,"231 RUSSELL ST",NA,NA
3923,"235 RUSSELL ST",NA,NA
3924,"245 RUSSELL ST",NA,NA
3925,"257 RUSSELL ST",NA,NA
3926,"RUSSELL ST",NA,NA
3927,"269 RUSSELL ST",NA,NA
3928,"273 RUSSELL ST",NA,NA
3929,"275 RUSSELL ST",NA,NA
3930,"89 HIGHVIEW LA",NA,NA
3931,"83 HIGHVIEW LA",NA,NA
3932,"79 HIGHVIEW LA",NA,NA
3933,"38 SLEEPY HOLLOW CIR #6",NA,NA
3934,"44 SLEEPY HOLLOW CIR #7",NA,NA
