"pid","location","latitude","longitude"
562,"75 STUYVESANT AV",41.27064,-72.894196
563,"87 STUYVESANT AV",41.27061,-72.893814
564,"88 HYDE ST",NA,NA
565,"82 HYDE ST",NA,NA
566,"74 HYDE ST",NA,NA
567,"76 GIRARD AV",41.269745,-72.89435
568,"70 GIRARD AV",41.26979,-72.89452
569,"64 GIRARD AV",41.269836,-72.8947
570,"56 GIRARD AV",41.26985,-72.89494
571,"52 GIRARD AV",41.269855,-72.89507
572,"48 GIRARD AV",41.269855,-72.895195
573,"44 GIRARD AV",41.269855,-72.89532
574,"38 GIRARD AV",41.26986,-72.89551
575,"32 GIRARD AV",41.26986,-72.89569
576,"24 GIRARD AV",41.269863,-72.89594
577,"18 GIRARD AV",41.269863,-72.896126
578,"483 TOWNSEND AV",41.269943,-72.89688
579,"487 TOWNSEND AV",41.270042,-72.89689
580,"493 TOWNSEND AV",41.27021,-72.8969
581,"497 TOWNSEND AV",41.270332,-72.8969
582,"565 TOWNSEND AV",41.272366,-72.896866
583,"255 FORT HALE RD",41.272312,-72.89584
584,"267 FORT HALE RD",41.272274,-72.89567
585,"287 FORT HALE RD",41.27221,-72.895386
586,"303 FORT HALE RD",41.27216,-72.89516
587,"315 FORT HALE RD",41.27212,-72.89498
588,"325 FORT HALE RD",41.27209,-72.89484
589,"339 FORT HALE RD",41.272045,-72.89464
590,"355 FORT HALE RD",41.271996,-72.89441
591,"369 FORT HALE RD",41.271954,-72.89421
592,"387 FORT HALE RD",41.271896,-72.89395
593,"405 FORT HALE RD",41.27184,-72.89369
594,"425 FORT HALE RD",41.271774,-72.89341
595,"136 HYDE ST",41.27136,-72.89302
596,"130 HYDE ST",41.27123,-72.893074
597,"126 HYDE ST",41.27114,-72.893105
598,"120 HYDE ST",41.27101,-72.89316
599,"116 HYDE ST",41.270927,-72.89319
600,"108 HYDE ST",41.270752,-72.89326
601,"76 STUYVESANT AV",41.270653,-72.894295
602,NA,NA,NA
603,"72 STUYVESANT AV",41.270657,-72.894424
604,"68 STUYVESANT AV",41.270657,-72.89455
605,"62 STUYVESANT AV",41.27066,-72.89474
606,"58 STUYVESANT AV",41.27066,-72.89486
607,"52 STUYVESANT AV",41.270664,-72.89504
608,"48 STUYVESANT AV",41.270664,-72.89517
609,"42 STUYVESANT AV",41.270668,-72.895355
610,"38 STUYVESANT AV",41.270668,-72.895485
611,"30 STUYVESANT AV",41.27067,-72.89574
612,"16 STUYVESANT AV",41.270676,-72.89617
613,"14 STUYVESANT AV",41.270676,-72.89623
614,"511 TOWNSEND AV",41.270798,-72.89689
615,"519 TOWNSEND AV",41.270985,-72.89689
616,"523 TOWNSEND AV",41.271076,-72.89689
617,"527 TOWNSEND AV",41.271168,-72.89689
618,"535 TOWNSEND AV",41.27135,-72.89689
619,"541 TOWNSEND AV",41.27149,-72.8969
620,"551 TOWNSEND AV",41.271885,-72.89689
621,"555 TOWNSEND AV",41.272022,-72.89689
622,"73 HYDE ST",NA,NA
623,"77 HYDE ST",NA,NA
624,"81 HYDE ST",NA,NA
625,"85 HYDE ST",NA,NA
626,"91 HYDE ST",NA,NA
627,"97 HYDE ST",NA,NA
628,"111 STUYVESANT AV",41.270405,-72.89275
629,"121 STUYVESANT AV",41.270344,-72.89245
630,"14 STEWART ST",41.269783,-72.89229
631,"STEWART ST",NA,NA
632,"112 GIRARD AV",41.269455,-72.892876
633,"104 GIRARD AV",41.26949,-72.893166
634,"5 STEWART ST",41.26957,-72.89234
635,"21 STEWART ST",41.269993,-72.8922
636,"137 STUYVESANT AV",41.270233,-72.89192
637,"143 STUYVESANT AV",41.27021,-72.89184
638,"145 STUYVESANT AV",41.270206,-72.89181
639,"204 BURR ST",41.269928,-72.89099
640,"174 BURR ST",41.269466,-72.89139
641,"140 GIRARD AV",41.269375,-72.89219
642,"132 GIRARD AV",41.269382,-72.892265
643,"105 HYDE ST",41.270664,-72.89328
644,"109 HYDE ST",41.27075,-72.89325
645,"115 HYDE ST",41.270878,-72.893196
646,"121 HYDE ST",41.271008,-72.89314
647,"127 HYDE ST",41.27114,-72.89309
648,"133 HYDE ST",41.27127,-72.89304
649,"141 HYDE ST",41.271442,-72.892975
650,"471 FORT HALE RD",41.271515,-72.89234
651,"FORT HALE RD",NA,NA
652,NA,NA,NA
653,"487 FORT HALE RD",41.27145,-72.892105
654,"495 FORT HALE RD",41.27142,-72.89198
655,"54 STEWART ST",41.270668,-72.891975
656,"50 STEWART ST",41.270615,-72.892
657,"44 STEWART ST",41.27053,-72.89202
658,"120 STUYVESANT AV",41.27039,-72.89263
659,"35 STEWART ST",41.270416,-72.89205
660,"41 STEWART ST",41.270496,-72.89202
661,"43 STEWART ST",41.270523,-72.89201
662,"49 STEWART ST",41.270603,-72.89198
663,"57 STEWART ST",41.27071,-72.891945
664,"515 FORT HALE RD",41.271297,-72.8915
665,"535 FORT HALE RD",41.27123,-72.89121
666,"555 FORT HALE RD",41.27116,-72.89093
667,"569 FORT HALE RD",41.27111,-72.89073
668,"585 FORT HALE RD",41.271053,-72.89051
669,"230 BURR ST",41.270645,-72.89042
670,"226 BURR ST",41.27054,-72.89049
671,"220 BURR ST",41.27039,-72.89061
672,"210 BURR ST",41.27014,-72.890816
673,"150 STUYVESANT AV",41.27021,-72.891785
674,"146 STUYVESANT AV",41.270226,-72.891846
675,"151 HYDE ST",41.271782,-72.89284
676,"159 HYDE ST",41.271957,-72.89278
677,"165 HYDE ST",41.272087,-72.89273
678,"119 HALL ST",41.272533,-72.89233
679,"129 HALL ST",41.272457,-72.89201
680,"137 HALL ST",41.272396,-72.89177
681,"145 HALL ST",41.272335,-72.89152
682,"151 HALL ST",41.27229,-72.891335
683,"155 HALL ST",41.27226,-72.89121
684,"159 HALL ST",41.27223,-72.89109
685,"163 HALL ST",41.272198,-72.89097
686,"175 HALL ST",41.2721,-72.8906
687,"274 BURR ST",41.27161,-72.88978
688,"266 BURR ST",41.27147,-72.88987
689,"258 BURR ST",41.271328,-72.88995
690,"250 BURR ST",41.27119,-72.890045
691,"570 FORT HALE RD",41.271122,-72.89073
692,"550 FORT HALE RD",41.271194,-72.89103
693,"540 FORT HALE RD",41.271233,-72.89118
694,"530 FORT HALE RD",41.271267,-72.891335
695,"520 FORT HALE RD",41.271305,-72.89149
696,"510 FORT HALE RD",41.27139,-72.89182
697,"488 FORT HALE RD",41.27147,-72.89213
698,"478 FORT HALE RD",41.271507,-72.892265
699,"468 FORT HALE RD",41.27154,-72.89241
700,"120 HALL ST",41.272514,-72.8922
701,"203 HYDE ST",41.273037,-72.89233
702,"211 HYDE ST",41.273235,-72.892265
703,"296 BURR ST",41.272274,-72.88942
704,"292 BURR ST",41.272186,-72.889465
705,"286 BURR ST",41.27205,-72.889534
706,"180 HALL ST",41.272057,-72.890396
707,"HALL ST",NA,NA
708,"174 HALL ST",41.272102,-72.89058
709,"180 TOWNSEND TER",41.273605,-72.890755
710,"166 HALL ST",41.272167,-72.890816
711,"158 HALL ST",41.272232,-72.89105
712,"177 TOWNSEND TER",41.273624,-72.89085
713,"148 HALL ST",41.272305,-72.89136
714,"136 HALL ST",41.272396,-72.891716
715,"130 HALL ST",41.272438,-72.8919
716,"351 CONCORD ST",41.26723,-72.89416
717,"87 BURR ST",NA,NA
718,"97 BURR ST",NA,NA
719,"103 BURR ST",NA,NA
720,"109 BURR ST",NA,NA
721,"1850 DEAN ST",41.267654,-72.89225
722,"1840 DEAN ST",41.267525,-72.892204
723,"1836 DEAN ST",41.267475,-72.89219
724,"1832 DEAN ST",41.26742,-72.892166
725,"1820 DEAN ST",41.267265,-72.89212
726,"40 ELMER ST",41.266796,-72.89319
727,"34 ELMER ST",41.266773,-72.89329
728,"30 ELMER ST",41.266758,-72.89336
729,"24 ELMER ST",41.266735,-72.893456
730,"20 ELMER ST",41.266716,-72.893524
731,"4 ELMER ST",41.266655,-72.8938
732,"327 CONCORD ST",41.26679,-72.89403
733,"331 CONCORD ST",41.266865,-72.89405
734,"337 CONCORD ST",41.266975,-72.89408
735,"341 CONCORD ST",41.267048,-72.894104
736,"349 CONCORD ST",41.267193,-72.89415
737,"BURR ST",NA,NA
738,"421 TOWNSEND AV",41.268208,-72.896904
739,"385 TOWNSEND AV",41.267323,-72.89683
740,"CONCORD ST",NA,NA
741,"398 CONCORD ST",41.2681,-72.89456
742,"396 CONCORD ST",41.268074,-72.89454
743,"388 CONCORD ST",41.26797,-72.89445
744,"66 BURR ST",41.267437,-72.89477
745,"54 BURR ST",41.267384,-72.89507
746,"60 BURR ST",41.26741,-72.89492
747,"44 BURR ST",41.26734,-72.89532
748,"34 BURR ST",41.267296,-72.89557
749,"431 TOWNSEND AV",41.268528,-72.89689
750,"439 TOWNSEND AV",41.268745,-72.89689
751,"15 LEY ST",41.26885,-72.89626
752,"19 LEY ST",41.26884,-72.89612
753,"25 LEY ST",41.268826,-72.89589
754,"31 LEY ST",41.268803,-72.89539
755,"37 LEY ST",41.268795,-72.8953
756,"45 LEY ST",41.26879,-72.89518
757,"51 LEY ST",41.268787,-72.89509
758,"57 LEY ST",41.268784,-72.895
759,"63 LEY ST",41.26878,-72.894905
760,"71 LEY ST",41.268772,-72.89478
761,"77 LEY ST",41.26877,-72.89469
762,"81 LEY ST",41.26877,-72.89463
763,"89 LEY ST",41.26876,-72.89451
764,"95 LEY ST",41.26875,-72.894424
765,"110 BURR ST",41.26791,-72.89305
766,"106 BURR ST",41.26771,-72.89335
767,"104 BURR ST",41.267654,-72.89353
768,"100 BURR ST",41.26758,-72.89392
769,"375 CONCORD ST",41.267796,-72.89434
770,"383 CONCORD ST",41.267914,-72.89439
771,"473 TOWNSEND AV",41.269646,-72.89688
772,"17 GIRARD AV",41.26985,-72.89612
773,"23 GIRARD AV",41.26985,-72.89593
774,"27 GIRARD AV",41.26985,-72.8958
775,"33 GIRARD AV",41.269848,-72.89561
776,"35 GIRARD AV",41.269848,-72.895546
777,"37 GIRARD AV",41.269848,-72.89548
778,"47 GIRARD AV",41.269844,-72.895164
779,"51 GIRARD AV",41.269844,-72.895035
780,"57 GIRARD AV",41.26984,-72.894844
781,"GIRARD AV",NA,NA
782,"63 GIRARD AV",41.269817,-72.89466
783,"69 GIRARD AV",41.269768,-72.89448
784,"75 GIRARD AV",41.269722,-72.8943
785,"79 GIRARD AV",41.26969,-72.89418
786,"89 GIRARD AV",41.26953,-72.8936
787,"95 GIRARD AV",41.269505,-72.893394
788,"99 GIRARD AV",41.26949,-72.893265
789,"105 GIRARD AV",41.269466,-72.89306
790,"115 GIRARD AV",41.269424,-72.89272
791,"119 GIRARD AV",41.26941,-72.892586
792,"125 GIRARD AV",41.26938,-72.89233
793,"133 GIRARD AV",41.26937,-72.89225
794,"118 BURR ST",41.26817,-72.89274
795,"100 LEY ST",41.26874,-72.89437
796,"94 LEY ST",41.26877,-72.894455
797,"90 LEY ST",41.268772,-72.89452
798,"78 LEY ST",41.26878,-72.89471
799,"74 LEY ST",41.268784,-72.89477
800,"70 LEY ST",41.268787,-72.89483
801,"68 LEY ST",41.268787,-72.89487
802,"64 LEY ST",41.26879,-72.89493
803,"54 LEY ST",41.2688,-72.89508
804,"48 LEY ST",41.268803,-72.89517
805,"42 LEY ST",41.268806,-72.89527
806,"38 LEY ST",41.26881,-72.89533
807,"34 LEY ST",41.26881,-72.89539
808,"26 LEY ST",41.26884,-72.89595
809,"24 LEY ST",41.268845,-72.89602
810,"20 LEY ST",41.268856,-72.89616
811,"445 TOWNSEND AV",41.26897,-72.89688
812,"449 TOWNSEND AV",41.269066,-72.89688
813,"455 TOWNSEND AV",41.26921,-72.89688
814,"461 TOWNSEND AV",41.269356,-72.89688
815,"155 BURR ST",NA,NA
816,"257 CONCORD ST",41.26484,-72.89346
817,"15 ALFRED ST",41.265106,-72.89313
818,"19 ALFRED ST",41.265125,-72.89306
819,"23 ALFRED ST",41.265144,-72.89299
820,"29 ALFRED ST",41.26517,-72.89289
821,"37 ALFRED ST",41.26521,-72.89275
822,"ALFRED ST",NA,NA
823,"47 ALFRED ST",41.265255,-72.892586
824,"50 NELSON ST",41.264565,-72.892296
825,"44 NELSON ST",41.26453,-72.8924
826,"40 NELSON ST",41.26451,-72.89246
827,"30 NELSON ST",41.264458,-72.89263
828,"26 NELSON ST",41.264435,-72.8927
829,"20 NELSON ST",41.2644,-72.8928
830,"16 NELSON ST",41.26438,-72.89286
831,"239 CONCORD ST",41.264374,-72.89329
832,"245 CONCORD ST",41.264507,-72.89334
833,"247 CONCORD ST",41.264553,-72.893364
834,"253 CONCORD ST",41.2647,-72.89342
835,NA,NA,NA
836,"MYRON ST",NA,NA
837,"25 MYRON ST",41.265396,-72.89555
838,"33 MYRON ST",41.265396,-72.89529
839,"37 MYRON ST",41.26542,-72.89516
840,"43 MYRON ST",41.26546,-72.89496
841,"47 MYRON ST",41.265495,-72.89484
842,"53 MYRON ST",41.26554,-72.894646
843,"57 MYRON ST",41.265575,-72.894516
844,"63 MYRON ST",41.26562,-72.894325
845,"288 CONCORD ST",41.26567,-72.8937
846,"280 CONCORD ST",41.265484,-72.893654
847,"274 CONCORD ST",41.265343,-72.893616
848,"270 CONCORD ST",41.26525,-72.89359
849,"264 CONCORD ST",41.26511,-72.893555
850,"260 CONCORD ST",41.264977,-72.89352
851,"256 CONCORD ST",41.26484,-72.89348
852,"58 FLORENCE AV",41.264454,-72.89415
853,"54 FLORENCE AV",41.26443,-72.89422
854,"52 FLORENCE AV",41.264385,-72.89435
855,"46 FLORENCE AV",41.264328,-72.89451
856,"40 FLORENCE AV",41.26427,-72.89467
857,"4 DORCHESTER TER",41.264137,-72.89513
858,"2 DORCHESTER TER",41.26413,-72.89512
859,"34 FLORENCE AV",41.264214,-72.89482
860,"26 FLORENCE AV",41.264133,-72.895035
861,"22 FLORENCE AV",41.26407,-72.89521
862,"18 FLORENCE AV",41.264027,-72.895325
863,"255 TOWNSEND AV",41.26395,-72.89596
864,"261 TOWNSEND AV",41.26408,-72.89608
865,"265 TOWNSEND AV",41.264164,-72.89616
866,"271 TOWNSEND AV",41.264297,-72.89627
867,"277 TOWNSEND AV",41.264427,-72.896385
868,"291 TOWNSEND AV",41.264744,-72.89662
869,"295 TOWNSEND AV",41.264843,-72.89663
870,"293 TOWNSEND AV",41.264793,-72.89663
871,"299 TOWNSEND AV",41.26495,-72.89662
872,"305 TOWNSEND AV",41.2651,-72.89659
873,"309 TOWNSEND AV",41.2652,-72.89655
874,"91 MYRON ST",41.265858,-72.8934
875,"95 MYRON ST",41.265873,-72.89335
876,"99 MYRON ST",41.265884,-72.893295
877,"109 MYRON ST",41.265923,-72.89316
878,"105 MYRON ST",41.265907,-72.89321
879,"115 MYRON ST",41.26594,-72.893074
880,"131 MYRON ST",41.266,-72.89286
881,"ALFRED ST",NA,NA
882,"38 ALFRED ST",41.32649,-72.89681
883,"32 ALFRED ST",41.326473,-72.89689
884,"28 ALFRED ST",41.32646,-72.89694
885,"18 ALFRED ST",41.32644,-72.897064
886,"16 ALFRED ST",41.32643,-72.89709
887,"263 CONCORD ST",41.265068,-72.89353
888,"273 CONCORD ST",41.26532,-72.89359
889,"275 CONCORD ST",41.26537,-72.89361
890,"281 CONCORD ST",41.26552,-72.89365
891,"371 TOWNSEND AV",41.266865,-72.89675
892,"17 BURR ST",NA,NA
893,"25 BURR ST",NA,NA
894,"7 IRA ST",NA,NA
895,"24 IRA ST",41.266182,-72.89544
896,"20 IRA ST",41.266132,-72.89545
897,"12 IRA ST",41.26603,-72.895485
898,"2 IRA ST",41.265903,-72.895546
899,"1A IRA ST",NA,NA
900,"325 TOWNSEND AV",41.26581,-72.8965
901,"333 TOWNSEND AV",41.26599,-72.896545
902,"TOWNSEND AV",NA,NA
903,"343 TOWNSEND AV",41.266224,-72.8966
904,"341 TOWNSEND AV",41.266174,-72.89659
905,"351 TOWNSEND AV",41.266407,-72.89665
906,"357 TOWNSEND AV",41.266544,-72.89668
907,"361 TOWNSEND AV",41.266636,-72.896706
908,"365 TOWNSEND AV",41.266727,-72.89673
909,"37 BURR ST",41.267498,-72.89436
910,"39 BURR ST",41.26729,-72.89557
911,"45 BURR ST",NA,NA
912,"55 BURR ST",41.278713,-72.88344
913,"65 BURR ST",41.279087,-72.88254
914,"346 CONCORD ST",41.267117,-72.89414
915,"338 CONCORD ST",41.26697,-72.8941
916,"334 CONCORD ST",41.2669,-72.89407
917,"324 CONCORD ST",41.266716,-72.89402
918,"320 CONCORD ST",41.266537,-72.89397
919,"CONCORD ST",NA,NA
920,"72 MYRON ST",41.265648,-72.894264
921,"64 MYRON ST",41.265583,-72.89452
922,"60 MYRON ST",41.265553,-72.894646
923,"MYRON ST",NA,NA
924,"1 IRA ST",NA,NA
925,"1B IRA ST",NA,NA
926,"1C IRA ST",NA,NA
927,"3 IRA ST",41.2659,-72.89553
928,"5 IRA ST",41.267155,-72.89564
929,"9 IRA ST",41.2659,-72.89553
930,NA,NA,NA
931,"21 IRA ST",41.265957,-72.8955
932,"23 IRA ST",41.265987,-72.895485
933,"5 ELMER ST",41.26665,-72.89376
934,"7 ELMER ST",41.26666,-72.89373
935,"15 ELMER ST",41.26669,-72.89359
936,"25 ELMER ST",41.266727,-72.893425
937,"35 ELMER ST",41.26677,-72.89326
938,"1800 DEAN ST",41.266876,-72.89199
939,"1760 DEAN ST",41.26639,-72.89183
940,"130 MYRON ST",41.26599,-72.89293
941,"DEAN ST",NA,NA
942,"124 MYRON ST",41.26597,-72.89302
943,"118 MYRON ST",41.265945,-72.893105
944,"112 MYRON ST",41.265923,-72.893196
945,"106 MYRON ST",41.2659,-72.89328
946,"100 MYRON ST",41.26588,-72.893364
947,"96 MYRON ST",41.265865,-72.893425
948,"297 CONCORD ST",41.265995,-72.89378
949,"301 CONCORD ST",41.266094,-72.893814
950,"307 CONCORD ST",41.266243,-72.89386
951,"54 TOWNSEND AV",41.25916,-72.89243
952,"TOWNSEND AV",NA,NA
953,"197 TOWNSEND AV",41.26257,-72.89462
954,"15 PARKER PL",41.262905,-72.89419
955,"21 PARKER PL",41.26298,-72.894005
956,"25 PARKER PL",41.263035,-72.89388
957,"29 PARKER PL",41.26309,-72.89376
958,"35 PARKER PL",41.263165,-72.893585
959,"37 PARKER PL",41.263233,-72.893425
960,"41 PARKER PL",41.263275,-72.893326
961,"45 PARKER PL",41.263317,-72.89323
962,"51 PARKER PL",41.26338,-72.893074
963,"55 PARKER PL",41.26342,-72.89298
964,"52 BEECHER PL",41.26249,-72.8933
965,"50 BEECHER PL",41.262478,-72.89333
966,"46 BEECHER PL",41.262455,-72.89341
967,"42 BEECHER PL",41.262436,-72.89348
968,"38 BEECHER PL",41.262417,-72.893555
969,"34 BEECHER PL",41.262394,-72.89362
970,"26 BEECHER PL",41.262352,-72.89377
971,"18 BEECHER PL",41.26231,-72.893906
972,"14 BEECHER PL",41.26229,-72.89398
973,"183 TOWNSEND AV",41.262295,-72.89443
974,"187 TOWNSEND AV",41.262375,-72.894485
975,"201 CONCORD ST",41.26337,-72.892624
976,"71 PARKER PL",41.263603,-72.89253
977,"73 PARKER PL",41.26361,-72.89251
978,"91 PARKER PL",41.26368,-72.89233
979,"95 PARKER PL",41.263695,-72.89229
980,"103 PARKER PL",41.263725,-72.892204
981,"107 PARKER PL",41.26374,-72.892166
982,"40 ARDEN ST",41.26315,-72.891655
983,"28 ARDEN ST",41.263092,-72.89184
984,"24 ARDEN ST",41.263073,-72.8919
985,"20 ARDEN ST",41.26305,-72.89196
986,"14 ARDEN ST",41.263023,-72.89205
987,"12 ARDEN ST",41.263012,-72.89208
988,"173 CONCORD ST",NA,NA
989,"189 CONCORD ST",NA,NA
990,"193 CONCORD ST",NA,NA
991,"249 TOWNSEND AV",41.26368,-72.89564
992,"19 FLORENCE AV",41.264038,-72.89526
993,"25 FLORENCE AV",41.264126,-72.89503
994,"35 FLORENCE AV",41.264282,-72.8946
995,"37 FLORENCE AV",41.264313,-72.894516
996,"41 FLORENCE AV",41.264378,-72.89435
997,"32 MANSION ST",41.26362,-72.89377
998,"30 MANSION ST",41.2636,-72.89375
999,"28 MANSION ST",41.263577,-72.89374
1000,"22 MANSION ST",NA,NA
1001,"18 MANSION ST",41.263474,-72.89367
1002,"14 MANSION ST",41.26343,-72.89364
1003,"8 MANSION ST",41.26337,-72.8936
1004,"4 MANSION ST",41.26333,-72.89357
1005,"28 PARKER PL",41.26305,-72.893875
1006,"PARKER PL",NA,NA
1007,"24 PARKER PL",41.263,-72.89399
1008,"PARKER PL",NA,NA
1009,"18 PARKER PL",41.262928,-72.89416
1010,"207 TOWNSEND AV",41.262867,-72.89485
1011,"211 TOWNSEND AV",41.262947,-72.89492
1012,"215 TOWNSEND AV",41.263027,-72.89499
1013,"219 TOWNSEND AV",41.263107,-72.89506
1014,"223 TOWNSEND AV",41.263187,-72.895134
1015,"225 TOWNSEND AV",41.263226,-72.89517
1016,"229 TOWNSEND AV",41.2633,-72.89525
1017,"235 TOWNSEND AV",41.263412,-72.89537
1018,"239 TOWNSEND AV",41.26349,-72.89545
1019,"241 TOWNSEND AV",41.263527,-72.895485
1020,"245 TOWNSEND AV",41.263603,-72.89556
1021,"53 FLORENCE AV",41.26446,-72.89408
1022,"57 FLORENCE AV",41.264477,-72.89403
1023,"61 FLORENCE AV",41.264496,-72.893974
1024,"65 FLORENCE AV",41.26451,-72.89393
1025,"69 FLORENCE AV",41.264526,-72.893875
1026,"236 CONCORD ST",41.26419,-72.89321
1027,"230 CONCORD ST",41.26409,-72.893135
1028,"224 CONCORD ST",41.26399,-72.89307
1029,"220 CONCORD ST",41.263924,-72.89301
1030,"210 CONCORD ST",41.263756,-72.89289
1031,"50 PARKER PL",41.263367,-72.893135
1032,"11 MANSION ST",41.263412,-72.893616
1033,"15 MANSION ST",41.263454,-72.89364
1034,"25 MANSION ST",41.263557,-72.89371
1035,"27 MANSION ST",41.263577,-72.89372
1036,"29 MANSION ST",41.263596,-72.89374
1037,"33 MANSION ST",41.263638,-72.89376
1038,"227 CONCORD ST",41.26403,-72.893074
1039,"11 NELSON ST",41.264347,-72.89293
1040,"15 NELSON ST",41.26437,-72.89286
1041,"23 NELSON ST",41.264412,-72.89273
1042,"41 NELSON ST",41.264507,-72.89244
1043,"47 NELSON ST",41.264538,-72.89234
1044,"1610 DEAN ST",41.264603,-72.89128
1045,"110 PARKER PL",41.263767,-72.89213
1046,"100 PARKER PL",41.26373,-72.89223
1047,"94 PARKER PL",41.263702,-72.89229
1048,"80 PARKER PL",41.26365,-72.89243
1049,"76 PARKER PL",41.263634,-72.89248
1050,"74 PARKER PL",41.263626,-72.892494
1051,"72 PARKER PL",41.26362,-72.89252
1052,"68 PARKER PL",41.263603,-72.892555
1053,"219 CONCORD ST",41.263813,-72.892914
1054,"223 CONCORD ST",41.263924,-72.893
1055,"168 TOWNSEND AV",41.261868,-72.894165
1056,"TOWNSEND AV",NA,NA
1057,"154 TOWNSEND AV",41.26157,-72.893974
1058,"150 TOWNSEND AV",41.261486,-72.89391
1059,"146 TOWNSEND AV",41.2614,-72.89386
1060,"144 TOWNSEND AV",41.261356,-72.89383
1061,"138 TOWNSEND AV",41.26123,-72.89375
1062,"TOWNSEND AV",NA,NA
1063,"126 TOWNSEND AV",41.260815,-72.89352
1064,"120 TOWNSEND AV",41.260674,-72.893456
1065,"112 TOWNSEND AV",41.260483,-72.893364
1066,"110 TOWNSEND AV",41.260437,-72.89334
1067,"100 TOWNSEND AV",41.260212,-72.8932
1068,"92 TOWNSEND AV",41.260036,-72.893074
1069,"90 TOWNSEND AV",41.259995,-72.89304
1070,"TOWNSEND AV",NA,NA
1071,"88 TOWNSEND AV",41.25995,-72.89301
1072,"80 TOWNSEND AV",41.25966,-72.8928
1073,"31 ALDEN ST",41.261612,-72.891655
1074,"25 ALDEN ST",41.26161,-72.89173
1075,"1366 DEAN ST",41.26107,-72.89066
1076,"1340 DEAN ST",41.260735,-72.89068
1077,"1354 DEAN ST",41.260918,-72.89067
1078,"1330 DEAN ST",41.260605,-72.89068
1079,"1320 DEAN ST",41.260475,-72.890686
1080,"1310 DEAN ST",41.260345,-72.890686
1081,"1294 DEAN ST",41.260136,-72.89068
1082,"1284 DEAN ST",41.260014,-72.890625
1083,"1274 DEAN ST",41.25989,-72.890564
1084,"1264 DEAN ST",41.259773,-72.8905
1085,"1254 DEAN ST",41.25965,-72.890434
1086,"1244 DEAN ST",41.259533,-72.890366
1087,"1236 DEAN ST",41.259438,-72.890305
1088,"1224 DEAN ST",41.259296,-72.89023
1089,"50 MORRIS CSWY",41.258385,-72.89064
1090,"44 MORRIS CSWY",41.25834,-72.89072
1091,"38 MORRIS CSWY",41.258293,-72.8908
1092,"32 MORRIS CSWY",41.258247,-72.89088
1093,"7 CONCORD ST",NA,NA
1094,"9 CONCORD ST",NA,NA
1095,"23 CONCORD ST",NA,NA
1096,"27 CONCORD ST",NA,NA
1097,"31 CONCORD ST",NA,NA
1098,"37 CONCORD ST",NA,NA
1099,"43 CONCORD ST",NA,NA
1100,"49 CONCORD ST",NA,NA
1101,"55 CONCORD ST",NA,NA
1102,"61 CONCORD ST",NA,NA
1103,"67 CONCORD ST",NA,NA
1104,"71 CONCORD ST",NA,NA
1105,"77 CONCORD ST",NA,NA
1106,"81 CONCORD ST",NA,NA
1107,"85 CONCORD ST",NA,NA
1108,"91 CONCORD ST",NA,NA
1109,"97 CONCORD ST",NA,NA
1110,"101 CONCORD ST",NA,NA
1111,"107 CONCORD ST",NA,NA
1112,"109 CONCORD ST",NA,NA
1113,"111 CONCORD ST",NA,NA
1114,"121 CONCORD ST",NA,NA
1115,"127 CONCORD ST",NA,NA
1116,"17 ALDEN ST",41.26161,-72.89184
1117,"37 SHOREHAM RD",41.261127,-72.89304
1118,"80 CONCORD ST",NA,NA
1119,"78 CONCORD ST",NA,NA
1120,"92 CONCORD ST",NA,NA
1121,"90 CONCORD ST",NA,NA
1122,"88 CONCORD ST",NA,NA
1123,"87 TOWNSEND AV",41.259953,-72.893
1124,"89 TOWNSEND AV",41.25999,-72.89303
1125,"TOWNSEND AV",NA,NA
1126,"99 TOWNSEND AV",41.260193,-72.89317
1127,"105 TOWNSEND AV",41.260315,-72.89326
1128,"115 TOWNSEND AV",41.260525,-72.89337
1129,"117 TOWNSEND AV",41.260567,-72.89339
1130,"129 TOWNSEND AV",41.260826,-72.89351
1131,"17 SHOREHAM RD",41.261093,-72.8933
1132,"19 SHOREHAM RD",41.261097,-72.89327
1133,"25 SHOREHAM RD",41.26111,-72.893196
1134,"33 SHOREHAM RD",41.26112,-72.8931
1135,"51 BEECHER PL",41.262474,-72.89331
1136,"156 CONCORD ST",NA,NA
1137,"150 CONCORD ST",NA,NA
1138,"146 CONCORD ST",NA,NA
1139,"140 CONCORD ST",NA,NA
1140,"136 CONCORD ST",NA,NA
1141,"132 CONCORD ST",NA,NA
1142,"36 SHOREHAM RD",41.261135,-72.89306
1143,"32 SHOREHAM RD",41.26113,-72.89311
1144,"28 SHOREHAM RD",41.261124,-72.893166
1145,"22 SHOREHAM RD",41.261112,-72.89325
1146,"16 SHOREHAM RD",41.2611,-72.893326
1147,"14 SHOREHAM RD",41.261097,-72.89335
1148,"139 TOWNSEND AV",41.261196,-72.893715
1149,"143 TOWNSEND AV",41.26129,-72.893776
1150,"147 TOWNSEND AV",41.261383,-72.89384
1151,"151 TOWNSEND AV",41.26148,-72.8939
1152,"155 TOWNSEND AV",41.26157,-72.89396
1153,"165 TOWNSEND AV",41.261806,-72.89411
1154,"171 TOWNSEND AV",41.261948,-72.8942
1155,"15 BEECHER PL",41.262287,-72.89394
1156,"23 BEECHER PL",41.26233,-72.89381
1157,"37 BEECHER PL",41.2624,-72.89356
1158,"39 BEECHER PL",41.262413,-72.893524
