"939","700 TOWNSEND AV, New Haven, CT, 06511","Match","Non_Exact","700 TOWNSEND AVE, NEW HAVEN, CT, 06512","-72.89608,41.27595","3743318","L"
"735","307 WOODWARD AV, New Haven, CT, 06511","Match","Non_Exact","307 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.89887,41.277397","3704068","R"
"540","OCEAN VIEW ST, New Haven, CT, 06511","No_Match"
"3","8 MANSION ST, New Haven, CT, 06511","Match","Non_Exact","8 MANSION ST, NEW HAVEN, CT, 06512","-72.8936,41.26337","3706007","L"
"734","6 RAYNHAM RD, New Haven, CT, 06511","No_Match"
"2","14 MANSION ST, New Haven, CT, 06511","Match","Non_Exact","14 MANSION ST, NEW HAVEN, CT, 06512","-72.89364,41.26343","3706007","L"
"929","85 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","85 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89819,41.274857","3704074","R"
"737","321 WOODWARD AV, New Haven, CT, 06511","Match","Non_Exact","321 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.89877,41.27768","3704068","R"
"542","140 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","140 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89513,41.253807","3706049","L"
"1","18 MANSION ST, New Haven, CT, 06511","Match","Non_Exact","18 MANSION ST, NEW HAVEN, CT, 06512","-72.89367,41.263474","3706007","L"
"736","315 WOODWARD AV, New Haven, CT, 06511","Match","Non_Exact","315 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.89881,41.277557","3704068","R"
"541","148 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","148 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89514,41.254017","3706049","L"
"739","333 WOODWARD AV, New Haven, CT, 06511","Match","Non_Exact","333 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.89868,41.277924","3704068","R"
"544","14 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","14 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.89603,41.25352","3706084","L"
"7","24 PARKER PL, New Haven, CT, 06511","Match","Non_Exact","24 PARKER PL, NEW HAVEN, CT, 06512","-72.89399,41.263","3706017","L"
"738","327 WOODWARD AV, New Haven, CT, 06511","Match","Non_Exact","327 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.89873,41.2778","3704068","R"
"543","22 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","22 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.89575,41.253544","3706084","L"
"6","PARKER PL, New Haven, CT, 06511","No_Match"
"546","115 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","115 MORRIS AVE, NEW HAVEN, CT, 06512","-72.8965,41.253845","606051060","R"
"5","28 PARKER PL, New Haven, CT, 06511","Match","Non_Exact","28 PARKER PL, NEW HAVEN, CT, 06512","-72.893875,41.26305","3706017","L"
"340","ANTHONY DR, New Haven, CT, 06511","No_Match"
"545","8 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","8 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.896225,41.2535","3706084","L"
"4","4 MANSION ST, New Haven, CT, 06511","Match","Non_Exact","4 MANSION ST, NEW HAVEN, CT, 06512","-72.89357,41.26333","3706007","L"
"548","117 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","117 MORRIS AVE, NEW HAVEN, CT, 06512","-72.89649,41.25393","606051060","R"
"547","2 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","2 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.89643,41.253487","3706084","L"
"9","18 PARKER PL, New Haven, CT, 06511","Match","Non_Exact","18 PARKER PL, NEW HAVEN, CT, 06512","-72.89416,41.262928","3706017","L"
"549","121 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","121 MORRIS AVE, NEW HAVEN, CT, 06512","-72.896484,41.25412","606051061","R"
"8","PARKER PL, New Haven, CT, 06511","No_Match"
"731","155 MARION ST, New Haven, CT, 06511","No_Match"
"730","101 MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"733","21 LIGHTHOUSE RD, New Haven, CT, 06511","No_Match"
"732","149 MARION ST, New Haven, CT, 06511","No_Match"
"920","102 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","102 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89806,41.275307","3704074","L"
"318","62 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","62 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.894684,41.253624","3706086","L"
"319","60 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","60 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.894714,41.253624","3706086","L"
"316","NA, New Haven, CT, 06511","No_Match"
"317","NA, New Haven, CT, 06511","No_Match"
"927","16 HERVEY ST, New Haven, CT, 06511","Match","Non_Exact","16 HERVEY ST, NEW HAVEN, CT, 06512","-72.89938,41.2745","3704065","L"
"314","264 MARION ST, New Haven, CT, 06511","Match","Non_Exact","264 MARION ST, NEW HAVEN, CT, 06512","-72.89224,41.25383","3745431","L"
"928","NA, New Haven, CT, 06511","No_Match"
"315","NA, New Haven, CT, 06511","No_Match"
"925","30 HERVEY ST, New Haven, CT, 06511","Match","Non_Exact","30 HERVEY ST, NEW HAVEN, CT, 06512","-72.898964,41.27445","3704065","L"
"312","280 MARION ST, New Haven, CT, 06511","Match","Non_Exact","280 MARION ST, NEW HAVEN, CT, 06512","-72.89228,41.25401","3745431","L"
"926","22 HERVEY ST, New Haven, CT, 06511","Match","Non_Exact","22 HERVEY ST, NEW HAVEN, CT, 06512","-72.8992,41.27448","3704065","L"
"313","272 MARION ST, New Haven, CT, 06511","Match","Non_Exact","272 MARION ST, NEW HAVEN, CT, 06512","-72.89226,41.25392","3745431","L"
"923","86 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","86 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89817,41.274963","3704074","L"
"310","296 MARION ST, New Haven, CT, 06511","Match","Non_Exact","296 MARION ST, NEW HAVEN, CT, 06512","-72.89234,41.254185","3745431","L"
"924","38 HERVEY ST, New Haven, CT, 06511","Match","Non_Exact","38 HERVEY ST, NEW HAVEN, CT, 06512","-72.89872,41.274418","3704065","L"
"311","286 MARION ST, New Haven, CT, 06511","Match","Non_Exact","286 MARION ST, NEW HAVEN, CT, 06512","-72.892296,41.254078","3745431","L"
"921","96 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","96 KNEELAND RD, NEW HAVEN, CT, 06512","-72.8981,41.275177","3704074","L"
"922","90 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","90 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89815,41.275047","3704074","L"
"513","128 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","128 MORRIS AVE, NEW HAVEN, CT, 06512","-72.8965,41.254116","606051061","L"
"512","311 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","311 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.89682,41.254604","3745136","R"
"729","99 MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"511","307 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","307 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.89693,41.254566","3745136","R"
"728","93 MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"510","305 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","305 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.89697,41.254536","3745136","R"
"727","89 MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"726","81 MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"725","159 MARION ST, New Haven, CT, 06511","No_Match"
"919","KNEELAND RD, New Haven, CT, 06511","No_Match"
"724","165 MARION ST, New Haven, CT, 06511","No_Match"
"918","KNEELAND RD, New Haven, CT, 06511","No_Match"
"723","MARION ST, New Haven, CT, 06511","No_Match"
"722","175 MARION ST, New Haven, CT, 06511","No_Match"
"721","23 MEADOW VIEW ST, New Haven, CT, 06511","No_Match"
"519","32 DOTY PL, New Haven, CT, 06511","Match","Non_Exact","32 DOTY PL, NEW HAVEN, CT, 06512","-72.8976,41.253326","3744464","R"
"720","10 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","10 MORRIS AVE, NEW HAVEN, CT, 06512","-72.89607,41.25121","3706004","L"
"518","24 DOTY PL, New Haven, CT, 06511","Match","Non_Exact","24 DOTY PL, NEW HAVEN, CT, 06512","-72.89754,41.25336","3744464","R"
"517","16 DOTY PL, New Haven, CT, 06511","Match","Non_Exact","16 DOTY PL, NEW HAVEN, CT, 06512","-72.89748,41.253395","3744464","R"
"516","10 DOTY PL, New Haven, CT, 06511","Match","Non_Exact","10 DOTY PL, NEW HAVEN, CT, 06512","-72.89743,41.25342","3744464","R"
"515","6 DOTY PL, New Haven, CT, 06511","Match","Non_Exact","6 DOTY PL, NEW HAVEN, CT, 06512","-72.8974,41.253437","3744464","R"
"514","124 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","124 MORRIS AVE, NEW HAVEN, CT, 06512","-72.8965,41.25403","606051061","L"
"327","357 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","357 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.89512,41.25499","3706051","R"
"328","361 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","361 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.89503,41.25501","3706051","R"
"329","365 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","365 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.894936,41.255028","3706051","R"
"914","130 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","130 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89787,41.275906","3704074","L"
"323","157 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","157 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.895164,41.254356","3706049","R"
"915","120 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","120 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89794,41.27569","3704074","L"
"324","161 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","161 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89517,41.25446","3706049","R"
"916","114 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","114 KNEELAND RD, NEW HAVEN, CT, 06512","-72.89798,41.275562","3704074","L"
"325","163 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","163 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89518,41.25451","3706049","R"
"917","108 KNEELAND RD, New Haven, CT, 06511","Match","Non_Exact","108 KNEELAND RD, NEW HAVEN, CT, 06512","-72.898026,41.275433","3704074","L"
"326","167 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","167 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89519,41.25461","3706049","R"
"910","3 RAYNHAM RD, New Haven, CT, 06511","No_Match"
"709","87 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","87 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.895164,41.252346","3706088","R"
"911","11 RAYNHAM RD, New Haven, CT, 06511","Match","Non_Exact","11 RAYNHAM RD, NEW HAVEN, CT, 06512","-72.899025,41.276627","3704064","R"
"320","137 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","137 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89511,41.253853","3706049","R"
"912","19 RAYNHAM RD, New Haven, CT, 06511","Match","Non_Exact","19 RAYNHAM RD, NEW HAVEN, CT, 06512","-72.89781,41.276463","3704064","R"
"321","143 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","143 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89513,41.254005","3706049","R"
"913","25 RAYNHAM RD, New Haven, CT, 06511","No_Match"
"322","147 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","147 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89514,41.254105","3706049","R"
"522","105 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","105 MORRIS AVE, NEW HAVEN, CT, 06512","-72.896545,41.253418","3706001","R"
"717","115 MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"521","175 LIGHTHOUSE RD, New Haven, CT, 06511","No_Match"
"716","152 MARION ST, New Haven, CT, 06511","No_Match"
"524","19 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","19 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.89585,41.253525","3706084","R"
"719","MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"523","9 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","9 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.89617,41.253498","3706084","R"
"718","MORRIS CREEK & DY, New Haven, CT, 06511","No_Match"
"908","WOODWARD AV, New Haven, CT, 06511","No_Match"
"713","MARION ST, New Haven, CT, 06511","No_Match"
"907","WOODWARD AV, New Haven, CT, 06511","No_Match"
"712","MARION ST, New Haven, CT, 06511","No_Match"
"520","18 MARIN RD, New Haven, CT, 06511","Match","Non_Exact","18 MARIN RD, NEW HAVEN, CT, 06512","-72.89857,41.25341","3744463","L"
"715","156 MARION ST, New Haven, CT, 06511","No_Match"
"909","255 WOODWARD AV, New Haven, CT, 06511","Match","Non_Exact","255 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.899376,41.275993","3704063","R"
"714","160 MARION ST, New Haven, CT, 06511","No_Match"
"529","20 SHEPARD AV, New Haven, CT, 06511","Tie"
"711","38 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","38 MORRIS AVE, NEW HAVEN, CT, 06512","-72.89623,41.251713","3706003","L"
"710","95 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","95 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89511,41.252583","3706088","R"
"526","128 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","128 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.89509,41.253433","3706085","L"
"525","25 CLIFFORD TER, New Haven, CT, 06511","Match","Non_Exact","25 CLIFFORD TER, NEW HAVEN, CT, 06512","-72.89566,41.25354","3706084","R"
"528","26 SHEPARD AV, New Haven, CT, 06511","Tie"
"527","34 SHEPARD AV, New Haven, CT, 06511","Tie"
"989","24 WOODWARD AV #19, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"988","24 WOODWARD AV #18, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"987","24 WOODWARD AV #17, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"571","14 COVE ST, New Haven, CT, 06511","Match","Non_Exact","14 CAVE ST, NEW HAVEN, CT, 06511","-72.92543,41.332928","3699707","L"
"570","8 COVE ST, New Haven, CT, 06511","Match","Non_Exact","8 CAVE ST, NEW HAVEN, CT, 06511","-72.92532,41.33291","3699707","L"
"982","24 WOODWARD AV #12, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"981","24 WOODWARD AV #11, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"980","24 WOODWARD AV #10, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
