pid,location
22614,208 WINTHROP AV
22615,204 WINTHROP AV
22616,200 WINTHROP AV
22617,196 WINTHROP AV
22618,192 WINTHROP AV
22619,190 WINTHROP AV
22620,7 PARMELEE AV
22621,9 PARMELEE AV
22622,15 PARMELEE AV
22623,19 PARMELEE AV
22624,21 PARMELEE AV
22625,25 PARMELEE AV
22626,49 PARMELEE AV
22627,53 PARMELEE AV
22628,55 PARMELEE AV
22629,57 PARMELEE AV
22630,63 PARMELEE AV
22631,65 PARMELEE AV
22632,67 PARMELEE AV
22633,83 PARMELEE AV
22634,161 PORTER ST
22635,169 PORTER ST
22636,184 GILBERT AV
22637,180 GILBERT AV
22638,176 GILBERT AV
22639,172 GILBERT AV
22640,168 GILBERT AV
22641,166 GILBERT AV
22642,162 GILBERT AV
22643,158 GILBERT AV
22644,156 GILBERT AV
22645,150 GILBERT AV
22646,146 GILBERT AV
22647,144 GILBERT AV
22648,88 SHERMAN AV
22649,84 SHERMAN AV
22650,80 SHERMAN AV
22651,76 SHERMAN AV
22652,58 SHERMAN AV
22653,60 SHERMAN AV
22654,62 SHERMAN AV
22655,64 SHERMAN AV
22656,66 SHERMAN AV
22657,68 SHERMAN AV
22658,70 SHERMAN AV
22659,163 SCRANTON ST
22660,167 SCRANTON ST
22661,171 SCRANTON ST
22662,175 SCRANTON ST
22663,179 SCRANTON ST
22664,183 SCRANTON ST
22665,187 SCRANTON ST
22666,201 WINTHROP AV
22667,205 WINTHROP AV
22668,209 WINTHROP AV
22669,211 WINTHROP AV
22670,NA
22671,215 WINTHROP AV
22672,217 WINTHROP AV
22673,223 WINTHROP AV
22674,225 WINTHROP AV
22675,193 WINTHROP AV
22676,174 SCRANTON ST
22677,168 SCRANTON ST
22678,166 SCRANTON ST
22679,164 SCRANTON ST
22680,162 SCRANTON ST
22681,160 SCRANTON ST
22682,52 SHERMAN AV
22683,NA
22684,46 SHERMAN AV
22685,42 SHERMAN AV
22686,SHERMAN AV
22687,177 WINTHROP AV
22688,181 WINTHROP AV
22689,185 WINTHROP AV
22690,187 WINTHROP AV
22691,189 WINTHROP AV
22692,191 WINTHROP AV
22693,176 WINTHROP AV
22694,32 PARMELEE AV
22695,786 LEGION AV
22696,780 LEGION AV
22697,LEGION AV
22698,758 LEGION AV
22699,LEGION AV
22700,750 LEGION AV
22701,744 LEGION AV
22702,736 LEGION AV
22703,100 PORTER ST
22704,96 PORTER ST
22705,92 PORTER ST
22706,88 PORTER ST
22707,82 PORTER ST
22708,78 PORTER ST
22709,76 PORTER ST
22710,74 PORTER ST
22711,56 PORTER ST
22712,PORTER ST
22713,50 PORTER ST
22714,46 PORTER ST
22715,40 PORTER ST
22716,915 ELLA T GRASSO BLVD
22717,945 ELLA T GRASSO BLVD
22718,951 ELLA T GRASSO BLVD
22719,957 ELLA T GRASSO BLVD
22720,963 ELLA T GRASSO BLVD
22721,967 ELLA T GRASSO BLVD
22722,973 ELLA T GRASSO BLVD
22723,977 ELLA T GRASSO BLVD
22724,999 ELLA T GRASSO BLVD
22725,716 LEGION AV
22726,708 LEGION AV
22727,700 LEGION AV
22728,694 LEGION AV
22729,6 EVERGREEN #CT
22730,8 EVERGREEN #CT
22731,EVERGREEN #CT
22732,EVERGREEN #CT
22733,NA
22734,16 EVERGREEN #CT
22735,684 LEGION AV
22736,672 LEGION AV
22737,68 TYLER ST
22738,64 TYLER ST
22739,60 TYLER ST
22740,54 TYLER ST
22741,52 TYLER ST
22742,50 TYLER ST
22743,46 TYLER ST
22744,44 TYLER ST
22745,36 TYLER ST
22746,32 TYLER ST
22747,26 TYLER ST
22748,22 TYLER ST
22749,18 TYLER ST
22750,16 TYLER ST
22751,12 TYLER ST
22752,TYLER ST
22753,10 TYLER ST
22754,21 PORTER ST
22755,29 PORTER ST
22756,31 PORTER ST
22757,49 PORTER ST
22758,51 PORTER ST
22759,55 PORTER ST
22760,59 PORTER ST
22761,PORTER ST
22762,73 PORTER ST
22763,77 PORTER ST
22764,83 PORTER ST
22765,85 PORTER ST
22766,93 PORTER ST
22767,97 PORTER ST
22768,SHERMAN AV
22769,CHAPEL ST
22770,1672 CHAPEL ST
22771,1668 CHAPEL ST
22772,1664 CHAPEL ST
22773,1660 CHAPEL ST
22774,1656 CHAPEL ST
22775,1266 ELLA T GRASSO BLVD
22776,45 YALE AV
22777,45 YALE AV
22778,540 EDGEWOOD AV
22779,23 PENDLETON ST
22780,244 MAPLE ST
22781,32 HOBART ST
22782,26 HOBART ST
22783,20 HOBART ST
22784,1 WEST PARK AV
22785,7 WEST PARK AV
22786,25 WEST PARK AV
22787,11 PENDLETON ST
22788,15 PENDLETON ST
22789,21 PENDLETON ST
22790,35 HOBART ST
22791,36 BROWNELL ST
22792,30 BROWNELL ST
22793,24 BROWNELL ST
22794,18 BROWNELL ST
22795,509 EDGEWOOD AV
22796,519 EDGEWOOD AV
22797,525 EDGEWOOD AV
22798,531 EDGEWOOD AV
22799,17 HOBART ST
22800,21 HOBART ST
22801,25 HOBART ST
22802,31 HOBART ST
22803,212 MAPLE ST
22804,208 MAPLE ST
22805,202 MAPLE ST
22806,198 MAPLE ST
22807,1378 ELLA T GRASSO BLVD
22808,1374 ELLA T GRASSO BLVD
22809,1370 ELLA T GRASSO BLVD
22810,1366 ELLA T GRASSO BLVD
22811,473 EDGEWOOD AV
22812,481 EDGEWOOD AV
22813,485 EDGEWOOD AV
22814,489 EDGEWOOD AV
22815,493 EDGEWOOD AV
22816,497 EDGEWOOD AV
22817,505 EDGEWOOD AV
22818,11 BROWNELL ST
22819,15 BROWNELL ST
22820,19 BROWNELL ST
22821,145 WEST PARK AV
22822,54 HUBINGER ST
22823,48 HUBINGER ST
22824,42 HUBINGER ST
22825,38 HUBINGER ST
22826,32 HUBINGER ST
22827,28 HUBINGER ST
22828,22 HUBINGER ST
22829,95 WEST PARK AV
22830,107 WEST PARK AV
22831,115 WEST PARK AV
22832,119 WEST PARK AV
22833,131 WEST PARK AV
22834,133 WEST PARK AV
22835,139 WEST PARK AV
22836,972 ELM ST
22837,970 ELM ST
22838,966 ELM ST
22839,960 ELM ST
22840,954 ELM ST
22841,948 ELM ST
22842,64 PENDLETON ST
22843,56 PENDLETON ST
22844,52 PENDLETON ST
22845,48 PENDLETON ST
22846,44 PENDLETON ST
22847,40 PENDLETON ST
22848,36 PENDLETON ST
22849,32 PENDLETON ST
22850,26 PENDLETON ST
22851,22 PENDLETON ST
22852,35 WEST PARK AV
22853,43 WEST PARK AV
22854,47 WEST PARK AV
22855,55 WEST PARK AV
22856,59 WEST PARK AV
22857,65 WEST PARK AV
22858,11 HUBINGER ST
22859,17 HUBINGER ST
22860,23 HUBINGER ST
22861,27 HUBINGER ST
22862,31 HUBINGER ST
22863,37 HUBINGER ST
22864,41 HUBINGER ST
22865,946 ELM ST
22866,942 ELM ST
22867,938 ELM ST
22868,932 ELM ST
22869,928 ELM ST
22870,924 ELM ST
22871,70 HOBART ST
22872,66 HOBART ST
22873,60 HOBART ST
22874,56 HOBART ST
22875,50 HOBART ST
22876,46 HOBART ST
22877,42 HOBART ST
22878,33 PENDLETON ST
22879,37 PENDLETON ST
22880,43 PENDLETON ST
22881,47 PENDLETON ST
22882,51 PENDLETON ST
22883,57 PENDLETON ST
22884,61 PENDLETON ST
22885,65 PENDLETON ST
22886,920 ELM ST
22887,916 ELM ST
22888,908 ELM ST
22889,904 ELM ST
22890,890 ELM ST
22891,64 BROWNELL ST
22892,58 BROWNELL ST
22893,54 BROWNELL ST
22894,50 BROWNELL ST
22895,44 BROWNELL ST
22896,40 BROWNELL ST
22897,38 BROWNELL ST
22898,41 HOBART ST
22899,45 HOBART ST
22900,49 HOBART ST
22901,55 HOBART ST
22902,59 HOBART ST
22903,63 HOBART ST
22904,67 HOBART ST
22905,195 WEST PARK AV
22906,102 HUBINGER ST
22907,96 HUBINGER ST
22908,92 HUBINGER ST
22909,86 HUBINGER ST
22910,82 HUBINGER ST
22911,78 HUBINGER ST
22912,74 HUBINGER ST
22913,70 HUBINGER ST
22914,64 HUBINGER ST
22915,995 ELM ST
22916,155 WEST PARK AV
22917,161 WEST PARK AV
22918,163 WEST PARK AV
22919,173 WEST PARK AV
22920,177 WEST PARK AV
22921,181 WEST PARK AV
22922,187 WEST PARK AV
22923,58 ELDERT ST
22924,101 HUBINGER ST
22925,120 PENDLETON ST
22926,116 PENDLETON ST
22927,112 PENDLETON ST
22928,108 PENDLETON ST
22929,104 PENDLETON ST
22930,100 PENDLETON ST
22931,949 ELM ST
22932,953 ELM ST
22933,959 ELM ST
22934,963 ELM ST
22935,969 ELM ST
22936,975 ELM ST
22937,73 HUBINGER ST
22938,79 HUBINGER ST
22939,85 HUBINGER ST
22940,89 HUBINGER ST
22941,93 HUBINGER ST
22942,560 WHALLEY AV
22943,550 WHALLEY AV
22944,546 WHALLEY AV
22945,146 HOBART ST
22946,142 HOBART ST
22947,138 HOBART ST
22948,130 HOBART ST
22949,126 HOBART ST
22950,124 HOBART ST
22951,116 HOBART ST
22952,110 HOBART ST
22953,106 HOBART ST
22954,102 HOBART ST
22955,98 HOBART ST
22956,94 HOBART ST
22957,929 ELM ST
22958,933 ELM ST
22959,935 ELM ST
22960,939 ELM ST
22961,943 ELM ST
22962,945 ELM ST
22963,97 PENDLETON ST
22964,101 PENDLETON ST
22965,107 PENDLETON ST
22966,115 PENDLETON ST
22967,127 PENDLETON ST
22968,131 PENDLETON ST
22969,135 PENDLETON ST
22970,139 PENDLETON ST
22971,143 PENDLETON ST
22972,538 WHALLEY AV
22973,534 WHALLEY AV
22974,530 WHALLEY AV
22975,NA
22976,524 WHALLEY AV
22977,524 WHALLEY AV
22978,NA
22979,124 BROWNELL ST
22980,122 BROWNELL ST
22981,116 BROWNELL ST
22982,112 BROWNELL ST
22983,104 BROWNELL ST
22984,100 BROWNELL ST
22985,96 BROWNELL ST
22986,891 ELM ST
22987,903 ELM ST
22988,907 ELM ST
22989,911 ELM ST
22990,93 HOBART ST
22991,97 HOBART ST
22992,101 HOBART ST
22993,109 HOBART ST
22994,119 HOBART ST
22995,123 HOBART ST
22996,127 HOBART ST
22997,129 HOBART ST
22998,133 HOBART ST
22999,275 WEST PARK AV
23000,648 WHALLEY AV
23001,642 WHALLEY AV
23002,638 WHALLEY AV
23003,632 WHALLEY AV
23004,628 WHALLEY AV
23005,622 WHALLEY AV
23006,616 WHALLEY AV
23007,148 HUBINGER ST
23008,142 HUBINGER ST
23009,138 HUBINGER ST
23010,134 HUBINGER ST
23011,130 HUBINGER ST
23012,124 HUBINGER ST
23013,120 HUBINGER ST
23014,114 HUBINGER ST
23015,112 HUBINGER ST
23016,59 ELDERT ST
23017,201 WEST PARK AV
23018,207 WEST PARK AV
23019,211 WEST PARK AV
23020,215 WEST PARK AV
23021,221 WEST PARK AV
23022,225 WEST PARK AV
23023,235 WEST PARK AV
23024,239 WEST PARK AV
23025,245 WEST PARK AV
23026,249 WEST PARK AV
23027,257 WEST PARK AV
23028,600 WHALLEY AV
23029,50 YOUNG ST
23030,46 YOUNG ST
23031,42 YOUNG ST
23032,36 YOUNG ST
23033,30 YOUNG ST
23034,26 YOUNG ST
23035,20 YOUNG ST
23036,14 YOUNG ST
23037,8 YOUNG ST
23038,26 WHITTLESEY AV
23039,22 WHITTLESEY AV
23040,589 WHALLEY AV
23041,593 WHALLEY AV
23042,597 WHALLEY AV
23043,601 WHALLEY AV
23044,605 WHALLEY AV
23045,609 WHALLEY AV
23046,615 WHALLEY AV
23047,619 WHALLEY AV
23048,623 WHALLEY AV
23049,627 WHALLEY AV
23050,631 WHALLEY AV
23051,635 WHALLEY AV
23052,11 OSBORN AV
23053,15 OSBORN AV
23054,37 WHITTLESEY AV
23055,56 BLAKE ST
23056,50 BLAKE ST
23057,40 BLAKE ST
23058,32 BLAKE ST
23059,BLAKE ST
23060,545 WHALLEY AV
23061,531 WHALLEY AV
23062,533 WHALLEY AV
23063,543 WHALLEY AV
23064,555 WHALLEY AV
23065,559 WHALLEY AV
23066,563 WHALLEY AV
23067,567 WHALLEY AV
23068,571 WHALLEY AV
23069,575 WHALLEY AV
23070,579 WHALLEY AV
23071,15 WHITTLESEY AV
23072,19 WHITTLESEY AV
23073,25 WHITTLESEY AV
23074,29 WHITTLESEY AV
23075,33 WHITTLESEY AV
23076,81 OSBORN AV
23077,272 GOFFE TER
23078,266 GOFFE TER
23079,262 GOFFE TER
23080,252 GOFFE TER
23081,248 GOFFE TER
23082,246 GOFFE TER
23083,1610 ELLA T GRASSO BLVD
23084,1604 ELLA T GRASSO BLVD
23085,1600 ELLA T GRASSO BLVD
23086,1596 ELLA T GRASSO BLVD
23087,1592 ELLA T GRASSO BLVD
23088,1588 ELLA T GRASSO BLVD
23089,1582 ELLA T GRASSO BLVD
23090,1578 ELLA T GRASSO BLVD
23091,1572 ELLA T GRASSO BLVD
23092,1568 ELLA T GRASSO BLVD
23093,1564 ELLA T GRASSO BLVD
23094,1558 ELLA T GRASSO BLVD
23095,1552 ELLA T GRASSO BLVD
23096,1548 ELLA T GRASSO BLVD
23097,1544 ELLA T GRASSO BLVD
23098,1536 ELLA T GRASSO BLVD
23099,1532 ELLA T GRASSO BLVD
23100,1528 ELLA T GRASSO BLVD
23101,1524 ELLA T GRASSO BLVD
23102,1520 ELLA T GRASSO BLVD
23103,1514 ELLA T GRASSO BLVD
23104,1508 ELLA T GRASSO BLVD
23105,1504 ELLA T GRASSO BLVD
23106,1500 ELLA T GRASSO BLVD
23107,1496 ELLA T GRASSO BLVD
23108,491 WHALLEY AV
23109,503 WHALLEY AV
23110,507 WHALLEY AV
23111,511 WHALLEY AV
23112,515 WHALLEY AV
23113,13 BLAKE ST
23114,17 BLAKE ST
23115,21 BLAKE ST
23116,27 BLAKE ST
23117,31 BLAKE ST
23118,37 BLAKE ST
23119,41 BLAKE ST
23120,45 BLAKE ST
23121,51 BLAKE ST
23122,55 BLAKE ST
23123,59 BLAKE ST
23124,63 BLAKE ST
23125,67 BLAKE ST
23126,71 BLAKE ST
23127,75 BLAKE ST
23128,79 BLAKE ST
23129,83 BLAKE ST
23130,87 BLAKE ST
23131,91 BLAKE ST
23132,97 BLAKE ST
23133,101 BLAKE ST
23134,105 BLAKE ST
23135,111 BLAKE ST
23136,115 BLAKE ST
23137,119 BLAKE ST
23138,129 BLAKE ST
23139,71 OSBORN AV
23140,75 OSBORN AV
23141,134 BLAKE ST
23142,130 BLAKE ST
23143,124 BLAKE ST
23144,118 BLAKE ST
23145,116 BLAKE ST
23146,114 BLAKE ST
23147,108 BLAKE ST
23148,102 BLAKE ST
23149,96 BLAKE ST
23150,42 WHITTLESEY AV
23151,38 WHITTLESEY AV
23152,34 WHITTLESEY AV
23153,30 WHITTLESEY AV
23154,11 YOUNG ST
23155,17 YOUNG ST
23156,21 YOUNG ST
23157,25 YOUNG ST
23158,31 YOUNG ST
23159,35 YOUNG ST
23160,39 YOUNG ST
23161,43 YOUNG ST
23162,49 YOUNG ST
23163,41 OSBORN AV
23164,49 OSBORN AV
23165,51 OSBORN AV
23166,WHALLEY AV
23167,WHALLEY AV
23168,73 JEWELL ST
23169,232 BLAKE ST
23170,228 BLAKE ST
23171,222 BLAKE ST
23172,212 BLAKE ST
23173,216 BLAKE ST
23174,202 BLAKE ST
23175,BLAKE ST
23176,701 WHALLEY AV
23177,215 BLAKE ST
23178,15 DIAMOND ST
23179,46 RUBY ST
23180,42 RUBY ST
23181,36 RUBY ST
23182,30 RUBY ST
23183,26 RUBY ST
23184,22 RUBY ST
23185,14 RUBY ST
23186,130 OSBORN AV
23187,126 OSBORN AV
23188,122 OSBORN AV
23189,114 OSBORN AV
23190,110 OSBORN AV
23191,106 OSBORN AV
23192,100 OSBORN AV
23193,86 OSBORN AV
23194,84 OSBORN AV
23195,145 BLAKE ST
23196,153 BLAKE ST
23197,163 BLAKE ST
23198,175 BLAKE ST
23199,NA
23200,187 BLAKE ST
23201,195 BLAKE ST
23202,199 BLAKE ST
23203,205 BLAKE ST
23204,209 BLAKE ST
23205,93 OSBORN AV
23206,99 OSBORN AV
23207,103 OSBORN AV
23208,111 OSBORN AV
23209,117 OSBORN AV
23210,123 OSBORN AV
23211,129 OSBORN AV
23212,135 OSBORN AV
23213,141 OSBORN AV
23214,145 OSBORN AV
23215,151 OSBORN AV
23216,159 OSBORN AV
23217,165 OSBORN AV
23218,175 OSBORN AV
23219,166 ROYDON RD
23220,150 ROYDON RD
23221,140 ROYDON RD
23222,130 ROYDON RD
23223,120 ROYDON RD
23224,106 ROYDON RD
23225,96 ROYDON RD
23226,86 ROYDON RD
23227,76 ROYDON RD
23228,66 ROYDON RD
23229,50 ROYDON RD
23230,40 ROYDON RD
23231,26 ROYDON RD
23232,16 ROYDON RD
23233,2 ROYDON RD
23234,5 ROYDON RD
23235,15 ROYDON RD
23236,25 ROYDON RD
23237,39 ROYDON RD
23238,51 ROYDON RD
23239,65 ROYDON RD
23240,75 ROYDON RD
23241,85 ROYDON RD
23242,95 ROYDON RD
23243,105 ROYDON RD
23244,121 ROYDON RD
23245,135 ROYDON RD
23246,145 ROYDON RD
23247,155 ROYDON RD
23248,165 ROYDON RD
23249,1710 ELLA T GRASSO BLVD
23250,1700 ELLA T GRASSO BLVD
23251,1682 ELLA T GRASSO BLVD
23252,1674 ELLA T GRASSO BLVD
23253,1666 ELLA T GRASSO BLVD
23254,1654 ELLA T GRASSO BLVD
23255,1656 ELLA T GRASSO BLVD
23256,1646 ELLA T GRASSO BLVD
23257,1640 ELLA T GRASSO BLVD
23258,1634 ELLA T GRASSO BLVD
23259,1628 ELLA T GRASSO BLVD
23260,1620 ELLA T GRASSO BLVD
23261,25 DIAMOND ST
23262,31 DIAMOND ST
23263,37 DIAMOND ST
23264,40 PELHAM LA
23265,34 PELHAM LA
23266,28 PELHAM LA
23267,20 PELHAM LA
23268,16 PELHAM LA
23269,156 OSBORN AV
23270,148 OSBORN AV
23271,140 OSBORN AV
23272,15 RUBY ST
23273,21 RUBY ST
23274,25 RUBY ST
23275,33 RUBY ST
23276,55 DIAMOND ST
23277,61 DIAMOND ST
23278,67 DIAMOND ST
23279,40 WELLINGTON RD
23280,32 WELLINGTON RD
23281,26 WELLINGTON RD
23282,20 WELLINGTON RD
23283,190 OSBORN AV
23284,180 OSBORN AV
23285,170 OSBORN AV
23286,17 PELHAM LA
23287,25 PELHAM LA
23288,35 PELHAM LA
23289,39 WELLINGTON RD
23290,93 DIAMOND ST
23291,99 DIAMOND ST
23292,105 DIAMOND ST
23293,266 DYER ST
23294,260 DYER ST
23295,250 DYER ST
23296,220 OSBORN AV
23297,210 OSBORN AV
23298,200 OSBORN AV
23299,15 WELLINGTON RD
23300,23 WELLINGTON RD
23301,29 WELLINGTON RD
23302,185 OSBORN AV
23303,195 OSBORN AV
23304,205 OSBORN AV
23305,211 OSBORN AV
23306,219 OSBORN AV
23307,260 ROYDON RD
23308,236 ROYDON RD
23309,220 ROYDON RD
23310,206 ROYDON RD
23311,200 ROYDON RD
23312,195 ROYDON RD
23313,205 ROYDON RD
23314,219 ROYDON RD
23315,235 ROYDON RD
23316,245 ROYDON RD
23317,255 ROYDON RD
23318,1742 ELLA T GRASSO BLVD
23319,ELLA T GRASSO BLVD
23320,1730 ELLA T GRASSO BLVD
23321,1716 ELLA T GRASSO BLVD
23322,1720 ELLA T GRASSO BLVD
23323,769 WHALLEY AV
23324,9 FITCH ST
23325,17 FITCH ST
23326,21 FITCH ST
23327,27 FITCH ST
23328,FITCH ST
23329,FITCH ST
23330,FITCH ST
23331,JEWELL ST
23332,JEWELL ST
23333,JEWELL ST
23334,JEWELL ST
23335,FITCH ST
23336,JEWELL ST
23337,JEWELL ST
23338,JEWELL ST
23339,JEWELL ST
23340,JEWELL ST
23341,JEWELL ST
23342,JEWELL ST
23343,JEWELL ST
23344,10 JEWELL ST
23345,763 WHALLEY AV
23346,95 FITCH ST
23347,103 FITCH ST
23348,105 FITCH ST
23349,109 FITCH ST
23350,119 FITCH ST
23351,127 FITCH ST
23352,280 BLAKE ST
23353,276 BLAKE ST
23354,270 BLAKE ST
23355,250 BLAKE ST
23356,ONYX ST
23357,68 JEWELL ST
23358,72 JEWELL ST
23359,39 ONYX ST
23360,283 BLAKE ST
23361,151 FITCH ST
23362,66 DIAMOND ST
23363,60 DIAMOND ST
23364,54 DIAMOND ST
23365,50 DIAMOND ST
23366,44 DIAMOND ST
23367,38 DIAMOND ST
23368,28 DIAMOND ST
23369,20 DIAMOND ST
23370,14 DIAMOND ST
23371,223 BLAKE ST
23372,225 BLAKE ST
23373,233 BLAKE ST
23374,235 BLAKE ST
23375,BLAKE ST
23376,237 BLAKE ST
23377,245 BLAKE ST
23378,249 BLAKE ST
23379,253 BLAKE ST
23380,257 BLAKE ST
23381,265 BLAKE ST
23382,273 BLAKE ST
23383,277 BLAKE ST
23384,163 FITCH ST
23385,171 FITCH ST
23386,310 DYER ST
23387,300 DYER ST
23388,106 DIAMOND ST
23389,94 DIAMOND ST
23390,88 DIAMOND ST
23391,82 DIAMOND ST
23392,76 DIAMOND ST
23393,70 DIAMOND ST
23394,197 FITCH ST
23395,201 FITCH ST
23396,211 FITCH ST
23397,215 FITCH ST
23398,219 FITCH ST
23399,223 FITCH ST
23400,227 FITCH ST
23401,239 FITCH ST
23402,249 FITCH ST
23403,DIAMOND ST
23404,120 DIAMOND ST
23405,289 DYER ST
23406,293 DYER ST
23407,297 DYER ST
23408,303 DYER ST
23409,309 DYER ST
23410,333 BLAKE ST
23411,337 BLAKE ST
23412,311 BLAKE ST
23413,244 FITCH ST
23414,254 FITCH ST
23415,246 FITCH ST
23416,250 FITCH ST
23417,236 FITCH ST
23418,230 FITCH ST
23419,224 FITCH ST
23420,220 FITCH ST
23421,216 FITCH ST
23422,210 FITCH ST
23423,202 FITCH ST
23424,192 FITCH ST
23425,176 FITCH ST
23426,174 FITCH ST
23427,172 FITCH ST
23428,170 FITCH ST
23429,168 FITCH ST
23430,166 FITCH ST
23431,164 FITCH ST
23432,NA
23433,295 BLAKE ST
23434,NA
23435,NA
23436,FITCH ST
23437,110 ROGER WHITE DR
23438,116 ROGER WHITE DR
23439,124 ROGER WHITE DR
23440,130 ROGER WHITE DR
23441,138 ROGER WHITE DR
23442,144 ROGER WHITE DR
23443,154 ROGER WHITE DR
23444,164 ROGER WHITE DR
23445,115 DIAMOND ST
23446,82 ROGER WHITE DR
23447,72 ROGER WHITE DR
23448,64 ROGER WHITE DR
23449,56 ROGER WHITE DR
23450,46 ROGER WHITE DR
23451,38 ROGER WHITE DR
23452,30 ROGER WHITE DR
23453,22 ROGER WHITE DR
23454,14 ROGER WHITE DR
23455,4 ROGER WHITE DR
23456,5 ROGER WHITE DR
23457,40 BEAVER HILL LA
23458,30 BEAVER HILL LA
23459,22 BEAVER HILL LA
23460,16 BEAVER HILL LA
23461,40 STIMSON RD
23462,10 STIMSON RD
23463,235 DYER ST
23464,245 DYER ST
23465,15 STIMSON RD
23466,25 STIMSON RD
23467,35 STIMSON RD
23468,45 STIMSON RD
23469,55 STIMSON RD
23470,65 STIMSON RD
23471,75 STIMSON RD
23472,85 STIMSON RD
23473,95 STIMSON RD
23474,105 STIMSON RD
23475,125 STIMSON RD
23476,145 STIMSON RD
23477,161 STIMSON RD
23478,175 STIMSON RD
23479,185 STIMSON RD
23480,195 STIMSON RD
23481,205 STIMSON RD
23482,215 STIMSON RD
23483,151 ROGER WHITE DR
23484,169 ROGER WHITE DR
23485,1886 ELLA T GRASSO BLVD
23486,1876 ELLA T GRASSO BLVD
23487,1870 ELLA T GRASSO BLVD
23488,1864 ELLA T GRASSO BLVD
23489,1860 ELLA T GRASSO BLVD
23490,1850 ELLA T GRASSO BLVD
23491,1844 ELLA T GRASSO BLVD
23492,1838 ELLA T GRASSO BLVD
23493,1834 ELLA T GRASSO BLVD
23494,1830 ELLA T GRASSO BLVD
23495,1820 ELLA T GRASSO BLVD
23496,1816 ELLA T GRASSO BLVD
23497,1810 ELLA T GRASSO BLVD
23498,1800 ELLA T GRASSO BLVD
23499,1796 ELLA T GRASSO BLVD
23500,1790 ELLA T GRASSO BLVD
23501,1786 ELLA T GRASSO BLVD
23502,1780 ELLA T GRASSO BLVD
23503,1772 ELLA T GRASSO BLVD
23504,1768 ELLA T GRASSO BLVD
23505,1758 ELLA T GRASSO BLVD
23506,195 DYER ST
23507,39 BEAVER HILL LA
23508,45 ROGER WHITE DR
23509,28 ROCK VIEW TER
23510,ROCK VIEW TER
23511,16 ROCK VIEW TER
23512,100 STIMSON RD
23513,84 STIMSON RD
23514,70 STIMSON RD
23515,15 BEAVER HILL LA
23516,25 BEAVER HILL LA
23517,31 BEAVER HILL LA
23518,35 ROCK VIEW TER
23519,30 PINE ROCK RD
23520,PINE ROCK RD
23521,14 PINE ROCK RD
23522,6 PINE ROCK RD
23523,140 STIMSON RD
23524,120 STIMSON RD
23525,15 ROCK VIEW TER
23526,25 ROCK VIEW TER
23527,35 PINE ROCK RD
23528,25 PINE ROCK RD
23529,111 ROGER WHITE DR
23530,119 ROGER WHITE DR
23531,135 ROGER WHITE DR
23532,214 STIMSON RD
23533,204 STIMSON RD
23534,1 PINE ROCK RD
23535,15 PINE ROCK RD
23536,93 FARNHAM AV
23537,FITCH ST
23538,WINTERGREEN AV
23539,WINTERGREEN AV
23540,FITCH ST
23541,60 BROOKSIDE AV
23542,49 BROOKSIDE AV
23543,295 WILMOT RD
23544,WOODIN ST
23545,200 BROOKSIDE AV
23546,69 THORPE DR
23547,64 THORPE DR
23548,62 THORPE DR
23549,199 WILMOT RD
23550,251 WILMOT RD
23551,WILMOT RD
23552,WINTERGREEN AV
23553,170 WINTERGREEN AV
23554,85 WINTERGREEN AV
23555,WINTERGREEN AV
23556,WINTERGREEN AV
23557,WINTERGREEN AV
23558,WINTERGREEN AV
23559,10 WINTERGREEN AV
23560,145 SPRINGSIDE AV
23561,81 SPRINGSIDE AV
23562,138 SPRINGSIDE AV
23563,132 SPRINGSIDE AV
23564,130 SPRINGSIDE AV
23565,122 SPRINGSIDE AV
23566,116 SPRINGSIDE AV
23567,146 SPRINGSIDE AV #A-1
23568,146 SPRINGSIDE AV #A-2
23569,146 SPRINGSIDE AV #A-3
23570,146 SPRINGSIDE AV #A-4
23571,146 SPRINGSIDE AV #A-5
23572,146 SPRINGSIDE AV #A-6
23573,146 SPRINGSIDE AV #A-7
23574,146 SPRINGSIDE AV #A-8
23575,146 SPRINGSIDE AV #B-1
23576,146 SPRINGSIDE AV #B-2
23577,146 SPRINGSIDE AV #B-3
23578,146 SPRINGSIDE AV #B-4
23579,146 SPRINGSIDE AV #B-5
23580,146 SPRINGSIDE AV #B-6
23581,146 SPRINGSIDE AV #B-7
23582,146 SPRINGSIDE AV #B-8
23583,146 SPRINGSIDE AV #B-9
23584,146 SPRINGSIDE AV #B-10
23585,146 SPRINGSIDE AV #B-11
23586,146 SPRINGSIDE AV #B-12
23587,146 SPRINGSIDE AV #B-13
23588,146 SPRINGSIDE AV #B-14
23589,146 SPRINGSIDE AV #C-1
23590,146 SPRINGSIDE AV #C-2
23591,146 SPRINGSIDE AV #C-3
23592,146 SPRINGSIDE AV #C-4
23593,146 SPRINGSIDE AV #C-5
23594,146 SPRINGSIDE AV #C-6
23595,146 SPRINGSIDE AV #C-7
23596,146 SPRINGSIDE AV #C-8
23597,146 SPRINGSIDE AV #C-9
23598,146 SPRINGSIDE AV #C-10
23599,146 SPRINGSIDE AV #C-11
23600,146 SPRINGSIDE AV #C-12
23601,146 SPRINGSIDE AV #C-13
23602,146 SPRINGSIDE AV #C-14
23603,112 SPRINGSIDE AV
23604,108 SPRINGSIDE AV
23605,104 SPRINGSIDE AV
23606,28 FARNHAM AV
